dataset,task,view,repetition,metric,n_replicates_requested,n_replicates_valid,n_replicates_invalid,ci95_low,ci95_high,bootstrap_mean,n_all_class_degenerate_resamples,bootstrap_variant
DEJAVU,arousal,A_LOPO,0,stim_auc,10000,10000,0,0.2559349213583084,0.7128188746803066,0.4985747001109702,0,sensitivity_refit_within_resample
DEJAVU,arousal,B_SUBJECT_FOLD,0,stim_balanced_accuracy,10000,10000,0,0.3495611877041485,0.5722231934731934,0.45642114987150434,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,stim_accuracy,10000,10000,0,0.34615384615384615,0.5974025974025974,0.46764648639859224,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,stim_macro_f1,10000,10000,0,0.3222222222222222,0.5555555555555556,0.43223156981171923,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,stim_auc,10000,10000,0,0.29880803377536114,0.5769802085515291,0.4341469535363927,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,stim_log_loss,10000,10000,0,0.7782776765660426,1.0847165454532768,0.9315420309064045,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,stim_brier,10000,10000,0,0.2757707258627708,0.3989999595977039,0.33843049885237686,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,glob_balanced_accuracy,10000,10000,0,0.22058264795279814,0.5000231481481479,0.35171867360539905,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,glob_accuracy,10000,10000,0,0.21951219512195122,0.5084745762711864,0.35654778049295016,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,glob_macro_f1,10000,10000,0,0.20738511762360448,0.46682000561167225,0.32874428154251706,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,glob_auc,10000,10000,0,0.15840326408341113,0.46483584316917653,0.2953748596465219,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,glob_log_loss,10000,10000,0,0.7253265325914519,0.8915033447435008,0.8093301656803986,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,glob_brier,10000,10000,0,0.26553542616699827,0.34508529132122867,0.3058558644192686,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,delta_ba_pp,10000,10000,0,-1.2130681818181779,20.96569306016981,10.47024762661052,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,delta_accuracy_pp,10000,10000,0,0.0,21.83997844827585,11.109870590564206,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,delta_macro_f1,10000,10000,0,-0.015590562004400076,0.20939884730661706,0.10348728826920219,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,delta_auc,10000,10000,0,-0.002977268806073143,0.27109550677910055,0.13877209388987077,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,logloss_gain,10000,10000,0,-0.24164321054953175,-0.0135731512398839,-0.12221186522600617,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,brier_gain,10000,10000,0,-0.07810562132869685,0.009702242361572676,-0.032574634433108304,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,0,bits_per_trial,10000,10000,0,-0.3486174615242971,-0.019581917983016388,-0.17631445189934944,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,stim_balanced_accuracy,10000,10000,0,0.44195246382746384,0.6437205615942029,0.5426740878037741,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,stim_accuracy,10000,10000,0,0.4366016612495486,0.6612903225806451,0.5489686896303669,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,stim_macro_f1,10000,10000,0,0.4299981640146879,0.6368583559707132,0.5341435068761838,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,stim_auc,10000,10000,0,0.493021998742929,0.6953982872510872,0.5981890639960844,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,stim_log_loss,10000,10000,0,0.6211591806306684,0.8034914289364873,0.710709409234812,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,stim_brier,10000,10000,0,0.2154741331474717,0.29394185402212,0.25384772645506304,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,glob_balanced_accuracy,10000,10000,0,0.2957252070869766,0.566234347204908,0.43872767328192186,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,glob_accuracy,10000,10000,0,0.27586206896551724,0.618421052631579,0.4491368138102678,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,glob_macro_f1,10000,10000,0,0.26527615787694386,0.5609667092061256,0.4183959356496799,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,glob_auc,10000,10000,0,0.2666861250055332,0.6112314559254787,0.43930399925558195,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,glob_log_loss,10000,10000,0,0.6643077702250617,0.7396699807893768,0.7013611989618781,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,glob_brier,10000,10000,0,0.23563494902309057,0.2731411461117304,0.25408647567367076,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,delta_ba_pp,10000,10000,0,-2.9132693393562947,24.872572440347373,10.394641452185235,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,delta_accuracy_pp,10000,10000,0,-4.61538461538461,24.35897435897436,9.983187582009911,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,delta_macro_f1,10000,10000,0,-0.02460415127563955,0.24967559239941628,0.115747571226504,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,delta_auc,10000,10000,0,-0.032393421681134085,0.3384993029214499,0.1588850647405024,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,logloss_gain,10000,10000,0,-0.09276299411916941,0.06995766602000249,-0.009348210272933772,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,brier_gain,10000,10000,0,-0.03401247223747621,0.032830241207055036,0.00023874921860767465,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,1,bits_per_trial,10000,10000,0,-0.1338287115937378,0.10092757783922394,-0.013486616601948817,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,stim_balanced_accuracy,10000,10000,0,0.38245169972304116,0.6266698564593302,0.5020848404349902,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,stim_accuracy,10000,10000,0,0.3815789473684211,0.6363636363636364,0.507416723699476,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,stim_macro_f1,10000,10000,0,0.3687540975718316,0.6169027165080102,0.48938267615907555,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,stim_auc,10000,10000,0,0.382210461469534,0.651560960591133,0.5156679087859124,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,stim_log_loss,10000,10000,0,0.6570088805350262,0.8805601576752484,0.7679121559591404,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,stim_brier,10000,10000,0,0.2293446190796413,0.3191632666083814,0.2744389629977122,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,glob_balanced_accuracy,10000,10000,0,0.20874465199957035,0.5151530518163377,0.3564601095856504,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,glob_accuracy,10000,10000,0,0.2,0.49295774647887325,0.340854497299577,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,glob_macro_f1,10000,10000,0,0.191553121577218,0.47851803861141534,0.3260818343827527,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,glob_auc,10000,10000,0,0.18027210884353742,0.548614097051597,0.35108507081234896,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,glob_log_loss,10000,10000,0,0.692879848275724,0.8298636310011166,0.7571277252126037,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,glob_brier,10000,10000,0,0.24981617495105415,0.3162618565755894,0.2810355398375097,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,delta_ba_pp,10000,10000,0,2.32469512195122,26.191562832029344,14.562473084933991,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,delta_accuracy_pp,10000,10000,0,3.2258064516129004,28.767123287671236,16.6562226399899,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,delta_macro_f1,10000,10000,0,0.037663580950464286,0.2814817808730257,0.1633008417763229,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,delta_auc,10000,10000,0,-0.059257434591483645,0.3690145881006864,0.16458283797356335,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,logloss_gain,10000,10000,0,-0.1267060606483253,0.1001629011660088,-0.010784430746536679,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,brier_gain,10000,10000,0,-0.03965080666219784,0.05139705748667102,0.006596576839797488,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,2,bits_per_trial,10000,10000,0,-0.18279820534791513,0.1445045207932523,-0.015558644756838928,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,stim_balanced_accuracy,10000,10000,0,0.4565932765151515,0.6956567028985506,0.5773959591016764,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,stim_accuracy,10000,10000,0,0.47368421052631576,0.7027027027027027,0.5908649483841231,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,stim_macro_f1,10000,10000,0,0.43605878896799616,0.6828894625805018,0.5610504333129187,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,stim_auc,10000,10000,0,0.4200489354600291,0.7077550206456457,0.5733499043758209,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,stim_log_loss,10000,10000,0,0.6351732305710011,0.8905273717597936,0.7541434597764645,0,primary_fixed_predictions
DEJAVU,arousal,B_SUBJECT_FOLD,3,stim_brier,10000,10000,0,0.21904904743078826,0.3131818581547215,0.26358171955043314,0,primary_fixed_predictions
