candidate_id,modality,task,fold,macro_f1,bal_acc,acc,ce_loss,supcon_loss
A5_cross_subject_supcon_vrex,EEG,valence,5,0.5097603162836669,0.5198513227293492,0.515625,0.3471258346523557,4.706361532211304
A5_cross_subject_supcon_vrex,EEG,valence,6,0.5530364372469636,0.5560862162049919,0.56875,0.3115250446966716,4.664022207260132
A5_cross_subject_supcon_vrex,EEG,arousal,1,0.5394879045692045,0.5418437613258211,0.5426136363636364,0.3112604411748739,4.638970265021691
A5_cross_subject_supcon_vrex,EEG,arousal,2,0.5442628256999514,0.5463008329250367,0.5454545454545454,0.3176718239600842,4.669358180119441
A5_cross_subject_supcon_vrex,EEG,arousal,3,0.5282720315174217,0.5282720315174217,0.5284090909090909,0.2984661872570331,4.643618877117451
A5_cross_subject_supcon_vrex,EEG,arousal,4,0.4895033031563494,0.4905418719211822,0.490625,0.2875113221151488,4.6546630859375
A5_cross_subject_supcon_vrex,EEG,arousal,5,0.5236546101598005,0.5241176470588236,0.528125,0.3153227567672729,4.6783952713012695
A5_cross_subject_supcon_vrex,EEG,arousal,6,0.5166739536547558,0.5233482364629906,0.525,0.3429669886827469,4.703067064285278
A5_cross_subject_supcon_vrex,EMG,valence,1,0.4704343275771847,0.470626997463016,0.4772727272727273,0.6701866755118737,4.854949254256028
A5_cross_subject_supcon_vrex,EMG,valence,2,0.4573469470115824,0.4678722840487546,0.4573863636363636,0.6750232989971454,4.85834525181697
A5_cross_subject_supcon_vrex,EMG,valence,3,0.5082576984718759,0.5090417128836006,0.5369318181818182,0.6614308127990136,4.857120807354267
A5_cross_subject_supcon_vrex,EMG,valence,4,0.4937853107344633,0.4997975708502024,0.496875,0.6730445325374603,4.855118581226894
A5_cross_subject_supcon_vrex,EMG,valence,5,0.5215078067948673,0.5317288923958636,0.596875,0.6684841854231698,4.856649126325335
A5_cross_subject_supcon_vrex,EMG,valence,6,0.518446754728487,0.5329747913119316,0.521875,0.6797277501651219,4.854307242802212
A5_cross_subject_supcon_vrex,EMG,arousal,1,0.5808430118752447,0.582451978518006,0.5852272727272727,0.6657027968993554,4.862160425919753
A5_cross_subject_supcon_vrex,EMG,arousal,2,0.5178877887788779,0.5185040013065492,0.5284090909090909,0.6602438596578745,4.857145933004526
A5_cross_subject_supcon_vrex,EMG,arousal,3,0.5139701104613386,0.5185520069751671,0.5170454545454546,0.6708163894139804,4.857389963590181
A5_cross_subject_supcon_vrex,EMG,arousal,4,0.496634131566863,0.4992118226600985,0.496875,0.6720416631017413,4.857992308480399
A5_cross_subject_supcon_vrex,EMG,arousal,5,0.5012626262626263,0.5145098039215685,0.50625,0.6456533542701176,4.858114583151681
A5_cross_subject_supcon_vrex,EMG,arousal,6,0.507502885725279,0.5089418777943368,0.55,0.6522663022790637,4.85381099155971
