inventory_id,source_archive,source_path,basename,bytes,sha256,script_type_guess,scientific_stage_guess,contains_git_commit_or_push,contains_training_or_cuda_hint,provenance,backfill_status
HIST011,Downloads.tar.gz,create_idare_label_semantics_minimal_redesigned_task_failure_or_confirmation_objective.sh,create_idare_label_semantics_minimal_redesigned_task_failure_or_confirmation_objective.sh,19675,4ce08e26a4a690ae64ecac4ea652bb5842b6a603a528437db26adec8f263ddf0,objective_or_review_creator,label_semantics_minimal_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST012,Downloads.tar.gz,create_idare_label_semantics_minimal_redesigned_task_first_pass_objective.sh,create_idare_label_semantics_minimal_redesigned_task_first_pass_objective.sh,23165,1467712774f2546ab14ef584ba18611b9cc5843d777d64737a778db532916e65,objective_or_review_creator,label_semantics_minimal_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST013,Downloads.tar.gz,create_idare_label_semantics_redesigned_task_smoke_guard_patch_objective.sh,create_idare_label_semantics_redesigned_task_smoke_guard_patch_objective.sh,25418,008680a9e7e70492e9340fa8110634022ca18a7480bb7be1b911c041e2e7d52a,objective_or_review_creator,label_semantics_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST014,Downloads.tar.gz,create_idare_label_semantics_redesigned_task_smoke_tests_objective.sh,create_idare_label_semantics_redesigned_task_smoke_tests_objective.sh,19058,7e5af8acfc1e8a6786b261e86da594d3c0cee8613df96e42afa0abce07da6a3e,objective_or_review_creator,label_semantics_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST015,Downloads.tar.gz,create_idare_label_semantics_redesigned_task_spec_fix_or_stop_objective.sh,create_idare_label_semantics_redesigned_task_spec_fix_or_stop_objective.sh,18630,bea5e6fc7d557382a4b75b137bff5fd70e51f1ed81e8718ba529fd7335cb7968,objective_or_review_creator,label_semantics_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST016,Downloads.tar.gz,create_idare_label_semantics_redesigned_task_stop_archive_objective.sh,create_idare_label_semantics_redesigned_task_stop_archive_objective.sh,19859,bd0d81400d41cde6c20f2d5e3835996d6788d6f29e05c559f43fc325b8e2d9d3,objective_or_review_creator,label_semantics_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST017,Downloads.tar.gz,create_idare_label_semantics_task_redesign_or_stop_objective.sh,create_idare_label_semantics_task_redesign_or_stop_objective.sh,17170,2240127113115b2e91b85823a0b201681f792fedfc6dbdf3246856cdb402e540,objective_or_review_creator,label_semantics_task_redesign,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST018,Downloads.tar.gz,create_idare_label_semantics_task_redesign_spec_objective.sh,create_idare_label_semantics_task_redesign_spec_objective.sh,16577,c84d9c4d8db2afed131d1030c16830ee09737c9a0c835c56b97848a6df26fd90,objective_or_review_creator,label_semantics_task_redesign,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST019,Downloads.tar.gz,create_idare_minimal_subject_relative_preprocessed_training_objective.sh,create_idare_minimal_subject_relative_preprocessed_training_objective.sh,16498,613a9d555d235744c7947e78459f9771d9d9265450cea96084ad43eb148e4001,objective_or_review_creator,minimal_subject_relative_preprocessed,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST020,Downloads.tar.gz,create_idare_minimal_subject_relative_training_objective.sh,create_idare_minimal_subject_relative_training_objective.sh,20146,6761fe19d8ffc34dec033a8ecc2547e7ca7fe9b6c10a2351236d89ab44775484,objective_or_review_creator,minimal_subject_relative_training,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST021,Downloads.tar.gz,create_idare_minimal_supcon_dg_first_pass_training_objective.sh,create_idare_minimal_supcon_dg_first_pass_training_objective.sh,18570,c954878ae5d582f93b2913cbe19510806a7e0d05565ad0a5e88e1a641403ff91,objective_or_review_creator,minimal_supcon_dg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST022,Downloads.tar.gz,create_idare_representation_label_task_redesign_objective.sh,create_idare_representation_label_task_redesign_objective.sh,19739,e13ef196fec4cf888363796472be82b1c4bccc5c7ef9b5ddc52df42b4def55c9,objective_or_review_creator,unknown_stage,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST023,Downloads.tar.gz,create_idare_representation_or_label_semantics_failure_analysis_objective.sh,create_idare_representation_or_label_semantics_failure_analysis_objective.sh,21053,585725dee12261a1d7d0a47f0585b98f08867bf437541e97f690740438653691,objective_or_review_creator,representation_or_label_semantics,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST024,Downloads.tar.gz,create_idare_root_cause_diagnostic_objective.sh,create_idare_root_cause_diagnostic_objective.sh,20629,a3a38d744b2677ce6948e8c0564d475fdfcdd17fe345023656b3ad2daf5bfd8e,objective_or_review_creator,root_cause,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST025,Downloads.tar.gz,create_idare_script_archival_and_reproducibility_objective.sh,create_idare_script_archival_and_reproducibility_objective.sh,22259,b8ff2c1c9360ae527bc01028062cad1abf0e638ec8b9b996383bc93510ef5555,objective_or_review_creator,script_archival,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST026,Downloads.tar.gz,create_idare_subject_relative_representation_preprocessing_objective.sh,create_idare_subject_relative_representation_preprocessing_objective.sh,15443,9b7504255e5786b166b3dddf5ffbd58937f255251b0d94feba2972112b663498,objective_or_review_creator,subject_relative_representation_preprocessing,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST027,Downloads.tar.gz,create_idare_subject_relative_task_formulation_objective.sh,create_idare_subject_relative_task_formulation_objective.sh,19631,8d1303077bfbf7182334c0cfaab85231da49780aa03c672c302d57d34984912e,objective_or_review_creator,subject_relative_task_formulation,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST028,Downloads.tar.gz,create_idare_subject_variability_intervention_failure_analysis_objective.sh,create_idare_subject_variability_intervention_failure_analysis_objective.sh,23597,9c857bf1e411784aa2ab8a1a5c7aabad81fcc9d96adf201cc60c54dfa286efe4,objective_or_review_creator,subject_variability_intervention_failure,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST029,Downloads.tar.gz,create_idare_subject_variability_supcon_dg_design_objective.sh,create_idare_subject_variability_supcon_dg_design_objective.sh,19835,0e96ae61df5203522dee1905c0c3d809b098fb7ab06478a5574c169e0e246efe,objective_or_review_creator,subject_variability_supcon_dg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST030,Downloads.tar.gz,create_idare_subject_variability_supcon_dg_smoke_tests_objective.sh,create_idare_subject_variability_supcon_dg_smoke_tests_objective.sh,18957,fc4a7dd3bff81e971b3bc93e7c50a32804a5ebc2f0bd6e9fca668d627b9d3186,objective_or_review_creator,subject_variability_supcon_dg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST031,Downloads.tar.gz,create_idare_supcon_dg_failure_analysis_objective.sh,create_idare_supcon_dg_failure_analysis_objective.sh,19356,7c8337bc206466f5efecc4bc7a3e1b39263efc88b3fb6419e51977e5b21c3bb5,objective_or_review_creator,supcon_dg_failure,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST032,Downloads.tar.gz,create_idare_supcon_dg_pair_sampler_failure_analysis_objective.sh,create_idare_supcon_dg_pair_sampler_failure_analysis_objective.sh,20175,10d94bb382ea05c5e07e738438dfe430d25a2eb6357d681c34081c8c57e27e07,objective_or_review_creator,supcon_dg_pair_sampler,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST033,Downloads.tar.gz,create_idare_targeted_supcon_dg_pair_sampler_ablation_objective.sh,create_idare_targeted_supcon_dg_pair_sampler_ablation_objective.sh,22362,d3f470d88b1c2a4c5741dedecc3b8d835cb48039e85e618f039cd580e6876a01,objective_or_review_creator,supcon_dg_pair_sampler,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST034,Downloads.tar.gz,create_idare_targeted_supcon_dg_pair_sampler_objective.sh,create_idare_targeted_supcon_dg_pair_sampler_objective.sh,30543,3f178363ce7a7acc24613285af4d719e2b1b164c5e5c93ea13963c76f3461219,objective_or_review_creator,supcon_dg_pair_sampler,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST035,Downloads.tar.gz,fix_and_rerun_idare_emg_b0.sh,fix_and_rerun_idare_emg_b0.sh,4646,74941904b418828238fc06b3d2fdd82ae3b5fa6b7a426938e841540c0e5acf93,fix_or_salvage_command,idare_emg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST036,Downloads.tar.gz,fix_idare_label_semantics_task_redesign_or_stop_objective_validation.sh,fix_idare_label_semantics_task_redesign_or_stop_objective_validation.sh,4957,829203b667a436a95f2851917c0268853cdd763b6c89c99b26547d21d4bdd283,fix_or_salvage_command,label_semantics_task_redesign,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST037,Downloads.tar.gz,fix_idare_minimal_subject_relative_preprocessed_training_report.sh,fix_idare_minimal_subject_relative_preprocessed_training_report.sh,19243,4197ddd3013bb1bdaddab054f8d01108060184466f68943bea8d43be0399ffc6,fix_or_salvage_command,minimal_subject_relative_preprocessed,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST038,Downloads.tar.gz,fix_idare_minimal_supcon_dg_first_pass_objective_validation.sh,fix_idare_minimal_supcon_dg_first_pass_objective_validation.sh,5426,670128168b709a951a1c57dbd5ee4414a0d7b8ccfc9caca1b5ab62274bfed89c,fix_or_salvage_command,minimal_supcon_dg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST039,Downloads.tar.gz,fix_idare_minimal_supcon_dg_first_pass_report.sh,fix_idare_minimal_supcon_dg_first_pass_report.sh,14398,4e60a3e35be227f45b8789954654f08740f7b943849487a70491d003058efa23,fix_or_salvage_command,minimal_supcon_dg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST040,Downloads.tar.gz,fix_idare_supcon_dg_pair_sampler_failure_analysis_report.sh,fix_idare_supcon_dg_pair_sampler_failure_analysis_report.sh,29432,9916447ded49c4180a8037ad3384c3739fd3682d4eefbda7be64d70707d28ff2,fix_or_salvage_command,supcon_dg_pair_sampler,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST041,Downloads.tar.gz,fix_prepare_idare_emg_rerun.sh,fix_prepare_idare_emg_rerun.sh,10617,d1bbf5004d33dbca7ffa72fd2ab11203145206eba023992c865b6a3babea004e,fix_or_salvage_command,idare_emg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST042,Downloads.tar.gz,prepare_idare_broader_eval_run.sh,prepare_idare_broader_eval_run.sh,12070,71cd483db663ba92b34eebb6f7085fdd676ae6e56321e616c07073471ce9cea2,prepared_run_command,broader_eval,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST043,Downloads.tar.gz,refine_idare_single_modality_spec.sh,refine_idare_single_modality_spec.sh,11478,05f94884c4376393abb3ac33b3cbd5000782e7d1e116a09148efc74583db49cc,uncategorized_download_script,idare_single_modality,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST044,Downloads.tar.gz,run_idare_calibration_protocol_report.sh,run_idare_calibration_protocol_report.sh,30407,a6fd5b05fe7372d95a3d84e5a2e4368533debc69a19183ac281b7312edf9b931,read_only_or_design_report_run,calibration,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST045,Downloads.tar.gz,run_idare_calibration_subject_generalization_report.sh,run_idare_calibration_subject_generalization_report.sh,34466,b32b74ca1e58fdeb7ad9a12c827c5a5dcb449276c93643ffa946f0edaa4d024f,read_only_or_design_report_run,calibration,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST046,Downloads.tar.gz,run_idare_diagnostic_sanity_tests.sh,run_idare_diagnostic_sanity_tests.sh,36101,739b1fb204ac08b59d183ceca9c1fbd31a74a6e2db4047191b0ab4002cd75fe5,read_only_or_design_report_run,diagnostic_sanity,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST047,Downloads.tar.gz,run_idare_diagnostic_sanity_tests_fixed.sh,run_idare_diagnostic_sanity_tests_fixed.sh,36108,cbbb807ed8e414406718445436bef52396708bcd0377e063a84371eeb1e9f848,read_only_or_design_report_run,diagnostic_sanity,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST048,Downloads.tar.gz,run_idare_failure_analysis_report.sh,run_idare_failure_analysis_report.sh,26933,d8ded6bac9c056d87ed7fb6983dbdce3767ac34f414539a0d3881f4ad4011d24,read_only_or_design_report_run,failure_analysis,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST049,Downloads.tar.gz,run_idare_label_policy_ablation_144.sh,run_idare_label_policy_ablation_144.sh,23895,133843961fd8fefcfff24f54ae31051eea1d78f9c487993724272f3033f8401a,guardrailed_training_or_ablation_run,label_policy,false,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST050,Downloads.tar.gz,run_idare_label_semantics_minimal_redesigned_task_first_pass.sh,run_idare_label_semantics_minimal_redesigned_task_first_pass.sh,33333,1966ec2522f404ae54630d17ed0477588dbbd4e1ccb2662618070053e4d9dec9,guardrailed_training_or_ablation_run,label_semantics_minimal_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST051,Downloads.tar.gz,run_idare_label_semantics_redesigned_task_smoke_guard_patch.sh,run_idare_label_semantics_redesigned_task_smoke_guard_patch.sh,24962,ea3988d920b8db40a7928225fcf2acac1fb84ac7806cf2dc7978defd8d8342cd,read_only_or_design_report_run,label_semantics_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST052,Downloads.tar.gz,run_idare_label_semantics_redesigned_task_smoke_tests.sh,run_idare_label_semantics_redesigned_task_smoke_tests.sh,27817,f25993f6f8b02d18bf954d893ffefacbbb91717dc32b37862bc98fd87def3aaa,read_only_or_design_report_run,label_semantics_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST053,Downloads.tar.gz,run_idare_label_semantics_redesigned_task_spec_fix_or_stop_report.sh,run_idare_label_semantics_redesigned_task_spec_fix_or_stop_report.sh,23633,f6251310b500c40a293fd5be6b96fcd8d189df45b8aab37533ad8293f0a1fea5,read_only_or_design_report_run,label_semantics_redesigned_task,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST054,Downloads.tar.gz,run_idare_label_semantics_task_redesign_or_stop_report.sh,run_idare_label_semantics_task_redesign_or_stop_report.sh,25801,2be49feb46e8c1547a97615168a71c0f859ccfd9909634cb22382b021915cdf8,read_only_or_design_report_run,label_semantics_task_redesign,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST055,Downloads.tar.gz,run_idare_label_semantics_task_redesign_spec.sh,run_idare_label_semantics_task_redesign_spec.sh,29288,f9e8d8a341353531244049e6c7d826bf10de597cfec31eaf060f47b3dda7fce0,read_only_or_design_report_run,label_semantics_task_redesign,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST056,Downloads.tar.gz,run_idare_minimal_subject_relative_preprocessed_training_first_pass.sh,run_idare_minimal_subject_relative_preprocessed_training_first_pass.sh,37045,bc0021b1f03c916f7330dc3bcdb7a29bf573fe7ef073a41f66831ec4f0dd1dfb,guardrailed_training_or_ablation_run,minimal_subject_relative_preprocessed,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST057,Downloads.tar.gz,run_idare_minimal_subject_relative_training_first_pass.sh,run_idare_minimal_subject_relative_training_first_pass.sh,31595,fe3437d50b24d5d7b0c4ebfa99de705ccc072b8a0d3d04fe30b3529ad52cd219,guardrailed_training_or_ablation_run,minimal_subject_relative_training,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST058,Downloads.tar.gz,run_idare_minimal_supcon_dg_first_pass_training.sh,run_idare_minimal_supcon_dg_first_pass_training.sh,34961,53f68359bc123f734eb481d6a4fada10e574955ca6dc072bc4f203b100da723e,guardrailed_training_or_ablation_run,minimal_supcon_dg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST059,Downloads.tar.gz,run_idare_representation_label_task_redesign_report.sh,run_idare_representation_label_task_redesign_report.sh,33838,68927975e7022e23a236c59988aef5d6f96bc8c6b54d13117a753ac89ebd1aa6,read_only_or_design_report_run,unknown_stage,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST060,Downloads.tar.gz,run_idare_representation_label_task_redesign_report_fixed.sh,run_idare_representation_label_task_redesign_report_fixed.sh,34188,9db0260189b9876092169daf23d4e7671706cd814925fb60cf94d6921048d9d3,read_only_or_design_report_run,unknown_stage,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST061,Downloads.tar.gz,run_idare_representation_or_label_semantics_failure_analysis_report.sh,run_idare_representation_or_label_semantics_failure_analysis_report.sh,32709,1cd26869ccba221b4bc8c1fb9af10c63f164b6a88690d2eac6062cb3197670b6,read_only_or_design_report_run,representation_or_label_semantics,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST062,Downloads.tar.gz,run_idare_root_cause_diagnostic_report.sh,run_idare_root_cause_diagnostic_report.sh,43224,15f9d9638d37710e09651adacde40ff4399e25e55933940b28d80225832425de,read_only_or_design_report_run,root_cause,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST063,Downloads.tar.gz,run_idare_script_archival_and_reproducibility_report.sh,run_idare_script_archival_and_reproducibility_report.sh,40740,e5b6f0dcd8841bed96592531ad16ae12add8d0789cb7b439d4de128f891dba2d,read_only_or_design_report_run,script_archival,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST064,Downloads.tar.gz,run_idare_subject_relative_representation_preprocessing_report.sh,run_idare_subject_relative_representation_preprocessing_report.sh,29362,31f23aefb287c303813fd9268de109bd464d1944ed00771c70a89762cce79c36,read_only_or_design_report_run,subject_relative_representation_preprocessing,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST065,Downloads.tar.gz,run_idare_subject_relative_task_formulation_report.sh,run_idare_subject_relative_task_formulation_report.sh,32586,835dfcff85d51db4284a9a9711d0436246b0d7b95c9f7e56db25b52e3e5b60cb,read_only_or_design_report_run,subject_relative_task_formulation,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST066,Downloads.tar.gz,run_idare_subject_variability_intervention_failure_analysis_report.sh,run_idare_subject_variability_intervention_failure_analysis_report.sh,30515,de4934d550ab706c84e0cfa0cf5bc7f8210be1266e723ed0cf4ec35e60babae1,read_only_or_design_report_run,subject_variability_intervention_failure,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST067,Downloads.tar.gz,run_idare_subject_variability_supcon_dg_design_spec.sh,run_idare_subject_variability_supcon_dg_design_spec.sh,32311,4b32086c6659689ac0daba26b8a5aad730749d4e86bd89406a6a4625121a25d4,read_only_or_design_report_run,subject_variability_supcon_dg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST068,Downloads.tar.gz,run_idare_subject_variability_supcon_dg_smoke_tests.sh,run_idare_subject_variability_supcon_dg_smoke_tests.sh,37698,ed8b36475a80b0feb5d0a0f6e031fb22db665190defccf66dd1903da5ccd6577,read_only_or_design_report_run,subject_variability_supcon_dg,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST069,Downloads.tar.gz,run_idare_supcon_dg_failure_analysis_report.sh,run_idare_supcon_dg_failure_analysis_report.sh,27349,952d9c99e06fd66b8906b449e8faf08fe158a066d8d2cf1771fc3b02e5b36e62,read_only_or_design_report_run,supcon_dg_failure,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST070,Downloads.tar.gz,run_idare_supcon_dg_pair_sampler_failure_analysis_report.sh,run_idare_supcon_dg_pair_sampler_failure_analysis_report.sh,29997,436eb03bf300884d01dca5241086b1cd4092fff523e74977637778ab63ee427e,read_only_or_design_report_run,supcon_dg_pair_sampler,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
HIST071,Downloads.tar.gz,run_idare_targeted_supcon_dg_pair_sampler_ablation.sh,run_idare_targeted_supcon_dg_pair_sampler_ablation.sh,37863,360bf896ae98b31d39343e5a508b1e00d6cb015368f3a5d7cdb8c45007946ea6,guardrailed_training_or_ablation_run,supcon_dg_pair_sampler,true,true,user_uploaded_downloads_archive,candidate_not_yet_committed
