scope,run_group,test_subject,n,subjects,mae,rmse,accuracy,balanced_accuracy,macro_f1,mcc,pred_dev_std,true_dev_std,dev_pearson,auroc,tn,fp,fn,tp
subject,stimulus_only_oracle_file,47,32,1,2.0151209677419355,2.441804445284562,0.84375,0.8333333333333333,0.8358974358974359,0.7177405625652734,0.0,2.3476946080537613,,0.7784313725490196,17,0,5,10
subject,stimulus_only_oracle_file,48,32,1,1.0493951612903225,1.3047018848475165,0.84375,0.8160173160173161,0.82281284606866,0.6476427756840265,0.0,1.300879429561996,,0.9393939393939394,19,2,3,8
subject,stimulus_only_oracle_file,49,32,1,2.065524193548387,2.3836409706151227,0.71875,0.8548387096774194,0.5060034305317325,0.26639771383306554,0.0,1.692520509403907,,0.8064516129032258,22,9,0,1
subject,stimulus_only_oracle_file,50,32,1,1.2056451612903225,1.3913277090479512,0.9375,0.9166666666666667,0.9307359307359306,0.8703882797784892,0.0,1.3910614610751582,,0.9916666666666666,20,0,2,10
subject,stimulus_only_oracle_file,52,32,1,1.702116935483871,2.018432152260223,0.6875,0.6666666666666667,0.6666666666666667,0.3567530340063379,0.0,1.9522573515044046,,0.7539682539682541,15,3,7,7
subject,stimulus_only_oracle_file,53,32,1,0.8991935483870968,1.1178085559441453,0.9375,0.9272727272727272,0.9272727272727272,0.8545454545454545,0.0,1.0633145558549586,,0.9954545454545455,21,1,1,9
subject,stimulus_only_oracle_file,54,32,1,1.4773185483870968,1.699382711426694,0.71875,0.6774891774891775,0.681063122923588,0.36374457264445326,0.0,1.6942831997212953,,0.7943722943722944,17,4,5,6
subject,stimulus_only_oracle_file,55,32,1,2.25,2.4616497908979853,0.6875,0.6875,0.4074074074074074,0.0,0.0,0.9986088789050975,,,22,10,0,0
subject,stimulus_only_oracle_file,56,32,1,1.2288306451612903,1.4504419560416728,0.875,0.8571428571428572,0.8666666666666667,0.7644707871564383,0.0,1.3444179697621401,,0.9662698412698413,18,0,4,10
subject,stimulus_only_oracle_file,57,32,1,1.836693548387097,2.166632480586249,0.625,0.5416666666666667,0.536231884057971,0.0778498944161523,0.0,2.1643328274237774,,0.546875,17,7,5,3
subject,stimulus_only_oracle_file,58,32,1,1.3074596774193548,1.5841130079171237,0.9375,0.9583333333333333,0.9227053140096618,0.8563488385776753,0.0,1.133263600349544,,0.9947916666666667,22,2,0,8
subject,stimulus_only_oracle_file,59,32,1,1.5524193548387097,2.058506247467732,0.71875,0.763157894736842,0.716256157635468,0.5576780295914437,0.0,1.6408958852975948,,0.8805668016194331,13,0,9,10
subject,stimulus_only_oracle_file,60,32,1,2.089717741935484,2.415655774314542,0.75,0.7777777777777778,0.746031746031746,0.5945883900105632,0.0,2.0713483906629713,,0.9424603174603174,14,0,8,10
subject,stimulus_only_oracle_file,61,32,1,1.611391129032258,1.8649160854374134,0.9375,0.9583333333333333,0.9227053140096618,0.8563488385776753,0.0,1.641778371653087,,1.0,22,2,0,8
subject,stimulus_only_oracle_file,62,32,1,1.742439516129032,2.092926447829683,0.96875,0.9545454545454546,0.964562569213732,0.9315409787235999,0.0,2.058781133828381,,0.9155844155844155,21,0,1,10
subject,stimulus_only_oracle_file,63,32,1,1.8578629032258065,2.1826475464845028,0.90625,0.8852813852813852,0.893687707641196,0.7895918772038132,0.0,2.1644511428246234,,0.9155844155844155,20,1,2,9
subject,stimulus_only_oracle_file,64,32,1,1.2545362903225805,1.5094466023232982,0.84375,0.8160173160173161,0.82281284606866,0.6476427756840265,0.0,1.5037030977647274,,0.8917748917748918,19,2,3,8
subject,stimulus_only_oracle_file,65,32,1,1.908266129032258,2.0286826907965585,0.9375,0.9583333333333333,0.9227053140096618,0.8563488385776753,0.0,1.7398221083540357,,1.0,22,2,0,8
subject,oracle_test_checkpoint,1,32,1,1.517043101012773,1.8256013921027312,0.75,0.7166666666666667,0.722943722943723,0.4526019054848144,0.3767420387397595,1.8730758315387523,0.22548990392320759,0.8041666666666667,17,3,5,7
subject,oracle_test_checkpoint,2,32,1,2.1181599383009315,2.5765813016556005,0.75,0.8181818181818181,0.746031746031746,0.5945883900105632,1.2249258080333723,1.5829340702617387,0.1441251484506853,0.7818181818181819,10,0,8,14
subject,oracle_test_checkpoint,3,32,1,1.3338498223533874,1.5997173909733127,0.75,0.8709677419354839,0.5259259259259259,0.28711892307136966,0.48724659723451913,1.353914241378173,-0.12449243746521367,0.967741935483871,23,8,0,1
subject,oracle_test_checkpoint,5,32,1,1.3036843618286262,1.611708964266102,0.78125,0.7976190476190477,0.7810361681329423,0.6012325878048522,0.5031739350601053,1.5102454224184472,0.11843923295157104,0.9007936507936508,13,1,6,12
subject,oracle_test_checkpoint,6,32,1,3.0243398941482154,3.440776666668472,0.34375,0.41666666666666663,0.2873806998939554,-0.0849411985729376,0.8402001615337994,1.790167901902087,-0.012882038676530748,0.5333333333333333,1,1,20,10
subject,oracle_test_checkpoint,7,32,1,1.1756451051536903,1.4837481967440393,0.6875,0.6875,0.4074074074074074,0.0,0.2091590109605234,1.2461858921407156,0.08298682627355125,,22,10,0,0
subject,oracle_test_checkpoint,8,32,1,1.5213265562217364,1.740985124636254,0.8125,0.7916666666666667,0.7681159420289855,0.5449492609130661,0.18676981482777485,1.630470033705313,0.33289803212068997,0.9166666666666667,20,4,2,6
subject,oracle_test_checkpoint,9,32,1,1.573139379767873,1.9993583955913357,0.6875,0.6980392156862745,0.6825396825396826,0.4161455870818984,0.11722164517516528,1.8981830747933253,0.12617617889924052,0.7764705882352941,13,2,8,9
subject,oracle_test_checkpoint,10,32,1,1.466473089008442,1.7511879507443235,0.875,0.8614718614718615,0.8614718614718615,0.7229437229437229,0.0899872591284953,1.7129972872947774,-0.2006605237453426,0.8831168831168832,19,2,2,9
subject,oracle_test_checkpoint,11,32,1,1.3578986925072751,1.7907789586846892,0.5625,0.5708502024291497,0.5607843137254902,0.13945994111797608,0.8239002050739741,1.9006477694544373,0.35009866415422836,0.5708502024291499,10,9,5,8
subject,oracle_test_checkpoint,12,32,1,1.0733851541547463,1.3155074830995257,0.84375,0.8236714975845411,0.8128654970760234,0.6279257387790121,0.16196176974582233,1.2274284576871455,0.09810806379188511,0.927536231884058,20,3,2,7
subject,oracle_test_checkpoint,13,32,1,1.585346690572461,1.9079208810682815,0.71875,0.71875,0.41818181818181815,0.0,0.37128525718850286,1.4088788982214433,0.05366768180360762,,23,9,0,0
subject,oracle_test_checkpoint,14,32,1,1.23980960798249,1.5532953630760504,0.78125,0.8833333333333333,0.6157804459691252,0.4127594582445936,0.8159834433169757,0.8494495885699882,0.342233476860633,0.9500000000000001,23,7,0,2
subject,oracle_test_checkpoint,15,32,1,1.3762910646288034,1.6697639550596575,0.71875,0.6590909090909092,0.6631578947368422,0.3280209083173944,0.5313328327962495,1.6186477056527646,0.06736515519926659,0.7909090909090909,18,4,5,5
subject,oracle_test_checkpoint,16,32,1,1.0472877153462727,1.3240017047817743,0.875,0.8454106280193237,0.8454106280193237,0.6908212560386473,0.5089490303587902,1.371204820434612,0.2821516687846481,0.961352657004831,21,2,2,7
subject,oracle_test_checkpoint,17,32,1,1.1273875598173884,1.3909673869484818,0.90625,0.94,0.8798498122653317,0.7848566748139434,0.4844757244529417,1.3129056407007988,0.253031574805305,0.9885714285714287,22,3,0,7
subject,oracle_test_checkpoint,18,32,1,1.7672291376074742,2.0851556429129623,0.8125,0.8125,0.8095238095238095,0.6454972243679028,0.6633145753955632,2.1200614760696554,0.24264461189299913,0.8203125,15,1,5,11
subject,oracle_test_checkpoint,19,32,1,1.3498700763260891,1.694347134944853,0.6875,0.7142857142857143,0.6825396825396826,0.458682472293863,0.2211169536843986,1.4699453361764527,0.18279894062365382,0.8849206349206349,13,1,9,9
subject,oracle_test_checkpoint,20,32,1,1.0398070913240378,1.2727219043871152,0.75,0.7619047619047619,0.75,0.5238095238095238,0.477224390303468,1.2400897101370107,0.13398329681705012,0.880952380952381,12,2,6,12
subject,oracle_test_checkpoint,21,32,1,1.2875824411819057,1.5903063625048233,0.96875,0.9782608695652174,0.9625730994152046,0.9278305692406299,0.3146773313654777,1.631799589761145,0.2272307344654883,0.9903381642512078,22,1,0,9
subject,oracle_test_checkpoint,22,32,1,2.00988275885189,2.2498490562806315,0.84375,0.8318181818181818,0.82281284606866,0.6476427756840265,0.23249697069056263,2.143575596227557,-0.2221406600453107,0.9227272727272727,19,3,2,8
subject,oracle_test_checkpoint,23,32,1,1.2262249753435461,1.4383320695241033,0.90625,0.8846153846153846,0.8981972428419936,0.8150678894028793,0.09884681643355046,1.1590966729438268,-0.12068766078263644,0.9271255060728746,19,0,3,10
subject,oracle_test_checkpoint,24,32,1,1.242696362115141,1.4557811133896201,0.90625,0.8852813852813852,0.893687707641196,0.7895918772038132,0.2113366249720221,1.4823221092336485,0.23073459803286098,0.9783549783549783,20,1,2,9
subject,oracle_test_checkpoint,25,32,1,1.6336653495435718,2.1380268204222466,0.84375,0.8376623376623377,0.8303287380699894,0.6625413488689132,0.5841356892539923,2.18923247648393,0.23266468247198943,0.9134199134199135,18,3,2,9
subject,oracle_test_checkpoint,26,32,1,1.441518927676921,1.8552037533529504,0.75,0.625,0.6342857142857142,0.2773500981126145,0.9792196910490794,1.7189293581328962,0.1407044048427413,0.8125,21,3,5,3
subject,oracle_test_checkpoint,27,32,1,0.9383643204232751,1.2006198901465575,0.8125,0.8056680161943319,0.8056680161943319,0.611336032388664,0.9728758336215569,1.3302540014938895,0.5331131728410359,0.8744939271255061,16,3,3,10
subject,oracle_test_checkpoint,28,32,1,1.0430601248438667,1.3234512130533145,0.96875,0.9791666666666667,0.9599499374217773,0.9229582069908973,0.35932900554638547,1.2832399966930983,0.2092221522406406,1.0,23,1,0,8
subject,oracle_test_checkpoint,29,32,1,1.0802356852156814,1.410305253150803,0.875,0.8545454545454545,0.8545454545454545,0.7090909090909091,0.13929001891532639,1.3387930792556502,-0.20579314981529215,0.9272727272727272,20,2,2,8
subject,oracle_test_checkpoint,30,32,1,0.7653995297493665,0.9309807019071883,0.9375,0.9272727272727272,0.9272727272727272,0.8545454545454545,0.22240047411383787,0.9561639397658943,0.2317557646408906,0.9681818181818181,21,1,1,9
subject,oracle_test_checkpoint,31,32,1,1.9218025505643488,2.259916976226791,0.875,0.8666666666666667,0.8704453441295547,0.7704873741021288,0.2510628413672381,2.1966185537351026,0.23353837411835007,0.9176470588235295,17,0,4,11
subject,oracle_test_checkpoint,32,32,1,1.0319355316335235,1.2537164386594128,0.875,0.8545454545454545,0.8545454545454545,0.7090909090909091,0.2727432804741773,1.2823728733282098,0.2276864788093252,0.9590909090909091,20,2,2,8
subject,oracle_test_checkpoint,33,32,1,1.411063570281889,1.604520397172189,0.75,0.75,0.6342857142857142,0.3567530340063379,0.038854545616714524,1.5470529366384678,0.16200643415000526,0.8482142857142857,21,7,1,3
subject,oracle_test_checkpoint,34,32,1,1.1600709304525516,1.349068122103771,0.84375,0.8236714975845411,0.8128654970760234,0.6279257387790121,0.1099519832609538,1.2872001029750018,-0.3226952598359122,0.9178743961352657,20,3,2,7
subject,oracle_test_checkpoint,35,32,1,1.230316068785278,1.6245358867355366,0.84375,0.8236714975845411,0.8128654970760234,0.6279257387790121,0.13433674113027153,1.5253824941246354,-0.36163005909178836,0.855072463768116,20,3,2,7
subject,oracle_test_checkpoint,36,32,1,1.3507095405905156,1.5187716086350695,0.84375,0.8319838056680162,0.8358974358974359,0.6735808793898638,0.5309248790761525,1.5074025758264082,0.1656893580265285,0.9352226720647774,17,2,3,10
subject,oracle_test_checkpoint,37,32,1,1.2618010636583947,1.4743263725438047,0.75,0.7363636363636363,0.722943722943723,0.4526019054848144,0.49777227497979765,1.513886625498777,0.24293198433816834,0.8499999999999999,17,5,3,7
subject,oracle_test_checkpoint,38,32,1,1.1200109293388296,1.3574465671107203,0.90625,0.8916666666666666,0.8981972428419936,0.7984472665856134,0.3308838861238431,1.3855566244123854,0.20367206721750528,0.9624999999999999,19,1,2,10
subject,oracle_test_checkpoint,39,32,1,1.6432751821600755,1.96145911890794,0.90625,0.9009661835748792,0.887719298245614,0.777878154009821,0.09234260891446942,1.9867742000953235,0.4444702808579304,0.932367149758454,21,2,1,8
subject,oracle_test_checkpoint,40,32,1,2.4662555678719125,2.874371235338497,0.65625,0.6686274509803922,0.6476476476476476,0.36309228459184417,0.20791287919276383,2.710396573079377,-0.09091429747129724,0.7254901960784313,13,2,9,8
subject,oracle_test_checkpoint,41,32,1,1.6190684160130644,2.1341148492782613,0.71875,0.71875,0.41818181818181815,0.0,0.9254791143655724,1.4959771670373037,0.14340848243584606,,23,9,0,0
subject,oracle_test_checkpoint,42,32,1,1.9452326596374234,2.433518135760527,0.625,0.7,0.6235294117647059,0.38297084310253526,0.9435555627511494,1.660115463055621,-0.07246780997262234,0.8045454545454546,9,1,11,11
subject,oracle_test_checkpoint,43,32,1,1.5858100236604347,1.7885078823583012,0.9375,0.9272727272727272,0.9272727272727272,0.8545454545454545,0.20493293188306705,1.802734417937777,0.15091062104220404,0.9863636363636363,21,1,1,9
subject,oracle_test_checkpoint,44,32,1,1.7408716865566087,2.2237619407036124,0.90625,0.85,0.8798498122653317,0.7848566748139434,0.828175366268962,2.4099202277826843,0.4550522543878063,0.9636363636363636,22,0,3,7
subject,oracle_test_checkpoint,45,32,1,1.105852309325492,1.468973229007416,0.8125,0.7922077922077921,0.7922077922077921,0.5844155844155844,0.33595668349656943,1.4722953086219466,0.12435363445542735,0.7662337662337663,18,3,3,8
subject,oracle_test_checkpoint,46,32,1,1.4636512522614589,1.9048295889638773,0.6875,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.6859650745833645,1.9285807571028841,0.24158031158080753,0.675,15,5,5,7
subject,oracle_test_checkpoint,47,32,1,2.004277289694728,2.4386000875823,0.8125,0.803921568627451,0.8056680161943319,0.6386392673039035,0.26307595079608953,2.3476946080537613,0.03626664840115434,0.7647058823529411,16,1,5,10
subject,oracle_test_checkpoint,48,32,1,1.0910899815504111,1.3341531094858319,0.84375,0.8160173160173161,0.82281284606866,0.6476427756840265,0.3279294890986982,1.300879429561996,0.05914932629084706,0.922077922077922,19,2,3,8
subject,oracle_test_checkpoint,49,32,1,1.7008410777653702,1.9729951562443337,0.75,0.8709677419354839,0.5259259259259259,0.28711892307136966,0.5860261148815072,1.692520509403907,-0.04899804646530763,0.7741935483870968,23,8,0,1
subject,oracle_test_checkpoint,50,32,1,1.195834068446571,1.349777370036461,0.9375,0.9166666666666667,0.9307359307359306,0.8703882797784892,0.1490998983955924,1.3910614610751582,0.32862808274033445,0.9916666666666666,20,0,2,10
subject,oracle_test_checkpoint,52,32,1,1.6575106917218339,1.9863534770855589,0.6875,0.6666666666666667,0.6666666666666667,0.3567530340063379,0.21388444609000282,1.9522573515044046,0.07438841237789914,0.7698412698412699,15,3,7,7
subject,oracle_test_checkpoint,53,32,1,0.9473413863385738,1.1378159241719799,0.9375,0.9272727272727272,0.9272727272727272,0.8545454545454545,0.25552039739402005,1.0633145558549586,-0.14695323352600098,0.9954545454545455,21,1,1,9
subject,oracle_test_checkpoint,54,32,1,1.4711435754470705,1.6984711989049583,0.71875,0.6774891774891775,0.681063122923588,0.36374457264445326,0.11947970984478883,1.6942831997212953,0.03316224334306106,0.7965367965367967,17,4,5,6
subject,oracle_test_checkpoint,55,32,1,1.8184694531931034,2.070292582303643,0.6875,0.6875,0.4074074074074074,0.0,0.36535052043676947,0.9986088789050975,0.09620633762567991,,22,10,0,0
subject,oracle_test_checkpoint,56,32,1,1.2352631033848969,1.4841572926607778,0.875,0.8571428571428572,0.8666666666666667,0.7644707871564383,0.14363608869908792,1.3444179697621401,0.00493234738131395,0.9722222222222222,18,0,4,10
subject,oracle_test_checkpoint,57,32,1,1.7189754603343868,2.1765052891371592,0.625,0.625,0.5844155844155844,0.21821789023599236,0.972266961151162,2.1643328274237774,0.23822118942380757,0.5625,15,9,3,5
subject,oracle_test_checkpoint,58,32,1,1.165975588765117,1.4686694428974247,0.9375,0.9583333333333333,0.9227053140096618,0.8563488385776753,0.3431767937076851,1.133263600349544,0.016891497154903366,0.9791666666666666,22,2,0,8
subject,oracle_test_checkpoint,59,32,1,1.531411144408217,1.9986292429125918,0.75,0.7894736842105263,0.7490196078431373,0.5986618327360926,0.18410525197198194,1.6408958852975948,-0.27987405858335607,0.8663967611336032,13,0,8,11
subject,oracle_test_checkpoint,60,32,1,2.1521814195152595,2.498586330501617,0.75,0.7777777777777778,0.746031746031746,0.5945883900105632,0.22154792589619587,2.0713483906629713,-0.14174829261526506,0.9365079365079364,14,0,8,10
subject,oracle_test_checkpoint,61,32,1,1.509421703869677,1.7617052171009362,0.9375,0.9583333333333333,0.9227053140096618,0.8563488385776753,0.10154875213878432,1.641778371653087,-0.013422871816585693,1.0,22,2,0,8
subject,oracle_test_checkpoint,62,32,1,1.6513835636794292,2.0280977336024684,0.96875,0.9545454545454546,0.964562569213732,0.9315409787235999,0.5008820612603667,2.058781133828381,0.2505310974810968,0.922077922077922,21,0,1,10
subject,oracle_test_checkpoint,63,32,1,1.7736325321492727,2.190881288398645,0.8125,0.7922077922077921,0.7922077922077921,0.5844155844155844,0.9364437412961665,2.1644511428246234,0.18792744543069376,0.9264069264069265,18,3,3,8
subject,oracle_test_checkpoint,64,32,1,1.2977647207317138,1.5701294958868384,0.84375,0.8160173160173161,0.82281284606866,0.6476427756840265,0.12470136563273895,1.5037030977647274,-0.19163186094116078,0.8831168831168832,19,2,3,8
subject,oracle_test_checkpoint,65,32,1,1.781866070702557,1.8953930050975323,0.9375,0.9583333333333333,0.9227053140096618,0.8563488385776753,0.142603793046586,1.7398221083540357,0.11861094686383528,1.0,22,2,0,8
subject,stimulus_only_clean_file,1,32,1,1.5544354838709677,1.8757326005488377,0.75,0.7166666666666667,0.722943722943723,0.4526019054848144,0.0,1.8730758315387523,,0.7583333333333333,17,3,5,7
subject,stimulus_only_clean_file,2,32,1,2.326108870967742,2.7325131631493744,0.625,0.7272727272727273,0.625,0.45454545454545453,0.0,1.5829340702617387,,0.8681818181818182,10,0,12,10
subject,stimulus_only_clean_file,3,32,1,1.645665322580645,1.8533457350509737,0.71875,0.8548387096774194,0.5060034305317325,0.26639771383306554,0.0,1.353914241378173,,0.967741935483871,22,9,0,1
subject,stimulus_only_clean_file,5,32,1,1.4047379032258065,1.7548362080449438,0.75,0.7777777777777778,0.746031746031746,0.5945883900105632,0.0,1.5102454224184472,,0.8650793650793651,14,0,8,10
subject,stimulus_only_clean_file,6,32,1,3.337701612903226,3.7325121194933057,0.375,0.6666666666666666,0.3333333333333333,0.17407765595569785,0.0,1.790167901902087,,0.5,2,0,20,10
