path,extension,size_bytes,size_mb,kind,columns,sample_rows,estimated_rows,object_type,dict_keys,shape,dtype,list_len,first_type,npz_keys,npz_shapes,npz_dtypes
docs/roca/eeg_oracle_arch_ablation_arousal_current_predictions.csv,.csv,11173813,10.6562,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""augmentation_config"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""arch_config"", ""arch_description""]",20.0,48384.0,,,,,,,,,
docs/idare_broader_eval_emg_feature_only_primary.json,.json,7368616,7.0273,json,,,,dict,"[""aggregate"", ""config"", ""elapsed_sec"", ""generated_at_utc"", ""runs""]",,,,,,,
.cache/roca_idare_emg_expanded_features.npy,.npy,6548096,6.2448,npy,,,,,,"[2016, 812]",float32,,,,,
docs/roca/idare_residual_physiology_feature_audit_current_predictions.csv,.csv,5427396,5.176,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""feature_block"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation"", ""y_pred_score""]",20.0,36288.0,,,,,,,,,
.cache/idare_eeg_windows_32x640_float32_baseline_corrected_smoke.npy,.npy,5243008,5.0001,npy,,,,,,"[64, 32, 640]",float32,,,,,
.cache/idare_raw_emg_windows_2x10000_float32_smoke.npy,.npy,5120128,4.8829,npy,,,,,,"[64, 2, 10000]",float32,,,,,
docs/idare_broader_eval_eeg_stim_bsl_only_primary.json,.json,4815851,4.5928,json,,,,dict,"[""aggregate"", ""config"", ""generated_at_utc"", ""runs"", ""status""]",,,,,,,
docs/idare_label_policy_ablation_eeg_primary_predictions.csv,.csv,4734321,4.515,csv,"[""source_file"", ""modality"", ""run_id"", ""task"", ""policy"", ""recipe"", ""sampler"", ""fold_id"", ""seed"", ""cache_row"", ""subject_id"", ""stimulus_id"", ""y_true"", ""y_pred"", ""prob1"", ""logit_margin""]",20.0,23060.0,,,,,,,,,
docs/roca/idare_physiology_after_fewshot_audit_current_subject_metrics.csv,.csv,4554812,4.3438,csv,"[""target"", ""block"", ""k_calibration"", ""model"", ""test_subject"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""ccc"", ""y_true_std"", ""y_pred_std""]",20.0,22680.0,,,,,,,,,
docs/roca/eeg_oracle_arch_ablation_valence_current_history.csv,.csv,4225571,4.0298,csv,"[""epoch"", ""train_loss"", ""val_rmse_scaled"", ""augmentation_config"", ""stage"", ""test_subject"", ""target"", ""y_outer_mean"", ""y_outer_std"", ""oracle_test_checkpoint_selection"", ""early_stop"", ""arch_config"", ""arch_description""]",20.0,18989.0,,,,,,,,,
docs/idare_label_policy_ablation_emg_primary_predictions.csv,.csv,3882957,3.7031,csv,"[""source_file"", ""modality"", ""run_id"", ""task"", ""policy"", ""recipe"", ""fold_id"", ""seed"", ""cache_row"", ""subject_id"", ""trial_id"", ""window_id"", ""y_true"", ""y_pred"", ""prob1""]",20.0,23060.0,,,,,,,,,
.cache/deap_emg_feature_cache_index.csv,.csv,3727012,3.5544,csv,"[""cache_row"", ""subject_id"", ""subject_file"", ""trial_id"", ""trial_index_0based"", ""window_id"", ""window_index_0based"", ""window_start_sample_128hz"", ""window_end_sample_128hz_exclusive"", ""emg_channels"", ""baseline_correction"", ""valence_score"", ""arousal_score"", ""dominance_score"", ""liking_score"", ""diag_baseline_mean_global"", ""diag_baseline_mean_abs_mean"", ""diag_corrected_mean_before_features"", ""diag_corrected_std_before_features"", ""valence_discard_midpoint"", ""valence_midpoint_as_low"", ""valence_midpoint_as_high"", ""arousal_discard_midpoint"", ""arousal_midpoint_as_low"", ""arousal_midpoint_as_high"", ""dominance_discard_midpoint"", ""dominance_midpoint_as_low"", ""dominance_midpoint_as_high"", ""liking_discard_midpoint"", ""liking_midpoint_as_low"", ""liking_midpoint_as_high""]",20.0,15360.0,,,,,,,,,
docs/idare_subject_relative_minimal_emg_primary.json,.json,3705843,3.5342,json,,,,dict,"[""aggregate"", ""config"", ""elapsed_sec"", ""generated_at_utc"", ""runs"", ""subject_relative_formulation"", ""subject_relative_definition"", ""subject_relative_temp_index_used"", ""status""]",,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_smoke_current_fold_summary.csv,.csv,3672876,3.5027,csv,"[""target"", ""subject_id"", ""k_calibration"", ""repeat"", ""model"", ""eval_n"", ""calibration_n"", ""calibration_stimuli"", ""tau2_train_subject_residual"", ""sigma2_train_within_residual"", ""fold_rmse"", ""fold_mae"", ""fold_pearson""]",20.0,20816.0,,,,,,,,,
docs/roca/emg_augmented_probe_predictions_current.csv,.csv,3465723,3.3052,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""model"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_raw"", ""y_pred_deviation_clipped"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,20160.0,,,,,,,,,
docs/roca/emg_expanded_probe_predictions_current.csv,.csv,3350513,3.1953,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""model"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""y_pred_deviation_raw"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,20160.0,,,,,,,,,
docs/roca/idare_physiology_informed_personalization_challenge_gpu_current_subject_metrics.csv,.csv,2422805,2.3106,csv,"[""target"", ""block"", ""k_calibration"", ""model"", ""subject_id"", ""n"", ""mae"", ""rmse"", ""pearson"", ""ccc"", ""y_true_std"", ""y_pred_std"", ""locked_subject_rmse"", ""delta_rmse_model_minus_locked""]",20.0,11340.0,,,,,,,,,
docs/idare_subject_relative_minimal_eeg_primary.json,.json,2418120,2.3061,json,,,,dict,"[""aggregate"", ""config"", ""generated_at_utc"", ""runs"", ""status"", ""subject_relative_formulation"", ""subject_relative_definition"", ""subject_relative_temp_index_used""]",,,,,,,
docs/roca/eeg_oracle_arch_ablation_arousal_current_history.csv,.csv,2079299,1.983,csv,"[""epoch"", ""train_loss"", ""val_rmse_scaled"", ""augmentation_config"", ""stage"", ""test_subject"", ""target"", ""y_outer_mean"", ""y_outer_std"", ""oracle_test_checkpoint_selection"", ""early_stop"", ""arch_config"", ""arch_description""]",20.0,9493.0,,,,,,,,,
docs/roca/eeg_oracle_arch_ablation_valence_raw_a0_a8_current_predictions.csv,.csv,1904845,1.8166,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""augmentation_config"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""arch_config"", ""arch_description""]",20.0,8064.0,,,,,,,,,
docs/roca/eeg_oracle_arch_ablation_arousal_raw_a0_a8_current_predictions.csv,.csv,1898108,1.8102,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""augmentation_config"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""arch_config"", ""arch_description""]",20.0,8064.0,,,,,,,,,
.cache/idare_eeg_bsl_stats.npy,.npy,1846784,1.7612,npy,,,,,,"[2016, 229]",float32,,,,,
docs/roca/emg_nonlinear_probe_predictions_current.csv,.csv,1809919,1.7261,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""model"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""y_pred_deviation_raw"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,12096.0,,,,,,,,,
docs/roca/emg_only_probe_predictions_current.csv,.csv,1491712,1.4226,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""model"", ""y_pred_score"", ""y_pred_deviation"", ""ridge_alpha"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,12096.0,,,,,,,,,
.cache/deap_emg_features.npy,.npy,1351808,1.2892,npy,,,,,,"[15360, 22]",float32,,,,,
docs/deap_emg_feature_training_smoke.json,.json,1259835,1.2015,json,,,,dict,"[""aggregate"", ""config"", ""elapsed_sec"", ""generated_at_utc"", ""runs""]",,,,,,,
docs/deap_emg_feature_arousal_training_smoke.json,.json,1259100,1.2008,json,,,,dict,"[""aggregate"", ""config"", ""elapsed_sec"", ""generated_at_utc"", ""runs""]",,,,,,,
docs/idare_emg_feature_arousal_training_smoke.json,.json,1241631,1.1841,json,,,,dict,"[""aggregate"", ""config"", ""elapsed_sec"", ""generated_at_utc"", ""runs""]",,,,,,,
docs/idare_emg_feature_valence_training_smoke.json,.json,1239141,1.1817,json,,,,dict,"[""aggregate"", ""config"", ""elapsed_sec"", ""generated_at_utc"", ""runs""]",,,,,,,
docs/roca/idare_physiology_assisted_calibration_sample_reduction_current_subject_stats.csv,.csv,1175672,1.1212,csv,"[""target"", ""feature_block"", ""model"", ""k_calibration"", ""__target__"", ""subject_id"", ""candidate_subject_rmse"", ""locked_B2_subject_rmse"", ""delta_rmse_candidate_minus_locked_B2""]",20.0,9450.0,,,,,,,,,
docs/roca/joint_valence_arousal_oracle_subject_macro_predictions_current.csv,.csv,1093291,1.0426,csv,"[""test_subject"", ""stimulus_id"", ""valence_true_score"", ""valence_pred_score_raw"", ""valence_pred_score"", ""valence_train_stimulus_mean"", ""valence_true_deviation"", ""valence_pred_deviation"", ""arousal_true_score"", ""arousal_pred_score_raw"", ""arousal_pred_score"", ""arousal_train_stimulus_mean"", ""arousal_true_deviation"", ""arousal_pred_deviation"", ""model_group"", ""valence_true_bin"", ""valence_pred_bin"", ""arousal_true_bin"", ""arousal_pred_bin"", ""joint_true_class"", ""joint_pred_class"", ""joint_true_label"", ""joint_pred_label"", ""valence_correct"", ""arousal_correct"", ""joint_correct"", ""dimension_hamming_score"", ""both_dimensions_correct"", ""only_valence_correct"", ""only_arousal_correct"", ""neither_dimension_correct""]",20.0,4032.0,,,,,,,,,
docs/roca/joint_valence_arousal_subject_macro_predictions_current.csv,.csv,1079623,1.0296,csv,"[""test_subject"", ""stimulus_id"", ""valence_true_score"", ""valence_pred_score_raw"", ""valence_pred_score"", ""valence_train_stimulus_mean"", ""valence_true_deviation"", ""valence_pred_deviation"", ""arousal_true_score"", ""arousal_pred_score_raw"", ""arousal_pred_score"", ""arousal_train_stimulus_mean"", ""arousal_true_deviation"", ""arousal_pred_deviation"", ""model_group"", ""valence_true_bin"", ""valence_pred_bin"", ""arousal_true_bin"", ""arousal_pred_bin"", ""joint_true_class"", ""joint_pred_class"", ""joint_true_label"", ""joint_pred_label"", ""valence_correct"", ""arousal_correct"", ""joint_correct"", ""dimension_hamming_score"", ""both_dimensions_correct"", ""only_valence_correct"", ""only_arousal_correct"", ""neither_dimension_correct""]",20.0,4032.0,,,,,,,,,
docs/roca/idare_subject_calibration_model_family_comparison_current_subject_metrics.csv,.csv,1065853,1.0165,csv,"[""target"", ""k_calibration"", ""model"", ""subject_id"", ""n"", ""rmse"", ""mae"", ""pearson"", ""stimulus_rmse_reference"", ""lift_vs_stimulus_rmse""]",20.0,8316.0,,,,,,,,,
docs/idare_broader_eval_eeg_stim_bsl_only_primary_predictions.csv,.csv,1006952,0.9603,csv,"[""run_id"", ""task"", ""policy"", ""recipe"", ""sampler"", ""fold_id"", ""seed"", ""cache_row"", ""subject_id"", ""stimulus_id"", ""y_true"", ""y_pred"", ""prob1"", ""logit_margin""]",20.0,8064.0,,,,,,,,,
docs/deap_emg_feature_training_smoke_predictions.csv,.csv,1004415,0.9579,csv,"[""run_id"", ""task"", ""policy"", ""recipe"", ""fold_id"", ""seed"", ""cache_row"", ""subject_id"", ""trial_id"", ""window_id"", ""y_true"", ""y_pred"", ""prob1""]",20.0,11520.0,,,,,,,,,
docs/deap_emg_feature_arousal_training_smoke_predictions.csv,.csv,1003491,0.957,csv,"[""run_id"", ""task"", ""policy"", ""recipe"", ""fold_id"", ""seed"", ""cache_row"", ""subject_id"", ""trial_id"", ""window_id"", ""y_true"", ""y_pred"", ""prob1""]",20.0,11520.0,,,,,,,,,
docs/idare_root_cause_subject_summary.csv,.csv,990084,0.9442,csv,"[""source_id"", ""family"", ""modality"", ""representation"", ""task"", ""policy"", ""recipe"", ""subject_id"", ""n"", ""accuracy"", ""balanced_accuracy"", ""macro_f1"", ""majority_accuracy"", ""true_0"", ""true_1"", ""pred_0"", ""pred_1"", ""tn"", ""fp"", ""fn"", ""tp"", ""one_class_pred"", ""prob1_mean"", ""prob1_std"", ""prob1_q05"", ""prob1_median"", ""prob1_q95"", ""brier"", ""ece_10"", ""best_threshold"", ""best_threshold_macro_f1"", ""best_threshold_balanced_accuracy"", ""best_threshold_accuracy"", ""best_threshold_pred_0"", ""best_threshold_pred_1"", ""threshold_macro_f1_gain"", ""threshold_balanced_accuracy_gain"", ""prediction_skew_abs""]",20.0,2520.0,,,,,,,,,
docs/idare_broader_eval_emg_bsl_stats_primary.json,.json,947334,0.9034,json,,,,dict,"[""status"", ""generated_at_utc"", ""config"", ""aggregate"", ""runs"", ""elapsed_sec""]",,,,,,,
docs/idare_broader_eval_eeg_bsl_stats_primary.json,.json,933133,0.8899,json,,,,dict,"[""status"", ""generated_at_utc"", ""config"", ""aggregate"", ""runs"", ""elapsed_sec""]",,,,,,,
docs/roca/eeg_gaussian_broader_smoke_predictions_current.csv,.csv,891997,0.8507,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""augmentation_config"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,5120.0,,,,,,,,,
docs/idare_raw_emg_arousal_training_smoke.json,.json,885594,0.8446,json,,,,dict,"[""generated_at_utc"", ""config"", ""aggregate"", ""runs""]",,,,,,,
docs/idare_raw_emg_valence_training_smoke.json,.json,883253,0.8423,json,,,,dict,"[""generated_at_utc"", ""config"", ""aggregate"", ""runs""]",,,,,,,
docs/roca/idare_residual_signal_reliability_audit_current_split_half_raw.csv,.csv,816977,0.7791,csv,"[""target"", ""axis"", ""split_idx"", ""n_items"", ""pearson"", ""spearman""]",20.0,10000.0,,,,,,,,,
docs/idare_eeg_stim_bsl_only_arousal_standardized_smoke.json,.json,813292,0.7756,json,,,,dict,"[""aggregate"", ""config"", ""generated_at_utc"", ""runs"", ""status""]",,,,,,,
docs/idare_eeg_stim_bsl_only_valence_standardized_smoke.json,.json,810886,0.7733,json,,,,dict,"[""aggregate"", ""config"", ""generated_at_utc"", ""runs"", ""status""]",,,,,,,
.cache/idare_raw_emg_cache_index.csv,.csv,745693,0.7111,csv,"[""cache_row"", ""subject_id"", ""subject_col"", ""stimulus_id"", ""raw_event_name"", ""bsl_event_index_0based"", ""stim_event_index_0based"", ""bsl_event_index_1based"", ""stim_event_index_1based"", ""emg_file"", ""emg_channels"", ""emg_begin_raw"", ""emg_end_raw"", ""bsl_emg_begin_raw"", ""fixed_window_samples"", ""stim_event_duration_samples"", ""baseline_correction"", ""valence_score"", ""arousal_score"", ""diag_baseline_mean_global"", ""diag_baseline_mean_abs_mean"", ""diag_corrected_mean_before_zscore"", ""diag_corrected_std_before_zscore"", ""diag_window_mean_after_preprocess"", ""diag_window_std_after_preprocess"", ""valence_discard_midpoint"", ""valence_midpoint_as_low"", ""valence_midpoint_as_high"", ""arousal_discard_midpoint"", ""arousal_midpoint_as_low"", ""arousal_midpoint_as_high""]",20.0,2016.0,,,,,,,,,
.cache/idare_emg_bsl_stats_index.csv,.csv,742155,0.7078,csv,"[""cache_row"", ""subject_id"", ""subject_col"", ""stimulus_id"", ""raw_event_name"", ""bsl_event_index_0based"", ""stim_event_index_0based"", ""bsl_event_index_1based"", ""stim_event_index_1based"", ""emg_file"", ""emg_channels"", ""emg_fs"", ""bsl_emg_begin_raw"", ""fixed_window_samples"", ""feature_dim"", ""sidecar_policy"", ""intended_pairing"", ""valence_score"", ""arousal_score"", ""diag_bsl_mean_global"", ""diag_bsl_mean_abs_mean"", ""diag_bsl_std_global"", ""diag_bsl_rms_global"", ""diag_feature_mean"", ""diag_feature_std"", ""valence_discard_midpoint"", ""valence_midpoint_as_low"", ""valence_midpoint_as_high"", ""arousal_discard_midpoint"", ""arousal_midpoint_as_low"", ""arousal_midpoint_as_high""]",20.0,2016.0,,,,,,,,,
docs/roca/eeg_gaussian10_valence_test_oracle_predictions_current.csv,.csv,729750,0.6959,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""augmentation_config"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,4032.0,,,,,,,,,
docs/roca/eeg_gaussian10_arousal_test_oracle_predictions_current.csv,.csv,726578,0.6929,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""augmentation_config"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,4032.0,,,,,,,,,
docs/roca/eeg_gaussian10_valence_full_loso_predictions_current.csv,.csv,726423,0.6928,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""augmentation_config"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,4032.0,,,,,,,,,
docs/idare_broader_eval_eeg_bsl_stats_primary_predictions.csv,.csv,721903,0.6885,csv,"[""run_id"", ""task"", ""policy"", ""recipe"", ""fold_id"", ""seed"", ""cache_row"", ""subject_id"", ""stimulus_id"", ""y_true"", ""y_pred"", ""p1""]",20.0,8064.0,,,,,,,,,
docs/idare_broader_eval_emg_bsl_stats_primary_predictions.csv,.csv,721456,0.688,csv,"[""run_id"", ""task"", ""policy"", ""recipe"", ""fold_id"", ""seed"", ""cache_row"", ""subject_id"", ""stimulus_id"", ""y_true"", ""y_pred"", ""p1""]",20.0,8064.0,,,,,,,,,
.cache/idare_eeg_bsl_stats_index.csv,.csv,718634,0.6853,csv,"[""cache_row"", ""subject_id"", ""subject_col"", ""stimulus_id"", ""raw_event_name"", ""bsl_event_index_0based"", ""stim_event_index_0based"", ""bsl_event_index_1based"", ""stim_event_index_1based"", ""eeg_file"", ""eeg_channels"", ""eeg_fs"", ""bsl_eeg_begin_raw"", ""fixed_window_samples"", ""feature_dim"", ""sidecar_policy"", ""intended_pairing"", ""valence_score"", ""arousal_score"", ""diag_bsl_mean_global"", ""diag_bsl_mean_abs_mean"", ""diag_bsl_std_global"", ""diag_bsl_rms_global"", ""diag_feature_mean"", ""diag_feature_std"", ""valence_discard_midpoint"", ""valence_midpoint_as_low"", ""valence_midpoint_as_high"", ""arousal_discard_midpoint"", ""arousal_midpoint_as_low"", ""arousal_midpoint_as_high""]",20.0,2016.0,,,,,,,,,
docs/idare_broader_eval_emg_feature_only_primary_predictions.csv,.csv,710384,0.6775,csv,"[""run_id"", ""task"", ""policy"", ""recipe"", ""fold_id"", ""seed"", ""cache_row"", ""subject_id"", ""trial_id"", ""window_id"", ""y_true"", ""y_pred"", ""prob1""]",20.0,8064.0,,,,,,,,,
docs/roca/eeg_gaussian10_full_loso_predictions_current.csv,.csv,707582,0.6748,csv,"[""test_subject"", ""stimulus_id"", ""target"", ""augmentation_config"", ""model"", ""y_true_score"", ""train_stimulus_mean"", ""true_deviation_from_train_stimulus_mean"", ""y_pred_deviation_raw"", ""y_pred_score_raw"", ""y_pred_score_clipped"", ""y_pred_deviation_clipped"", ""is_top25_train_entropy"", ""is_top25_train_score_std""]",20.0,4032.0,,,,,,,,,
docs/roca/eeg_oracle_arch_ablation_valence_raw_a0_a8_current_history.csv,.csv,705801,0.6731,csv,"[""epoch"", ""train_loss"", ""val_rmse_scaled"", ""augmentation_config"", ""stage"", ""test_subject"", ""target"", ""y_outer_mean"", ""y_outer_std"", ""oracle_test_checkpoint_selection"", ""early_stop"", ""arch_config"", ""arch_description""]",20.0,3105.0,,,,,,,,,
docs/roca/eeg_oracle_arch_ablation_arousal_raw_a0_a8_current_history.csv,.csv,703912,0.6713,csv,"[""epoch"", ""train_loss"", ""val_rmse_scaled"", ""augmentation_config"", ""stage"", ""test_subject"", ""target"", ""y_outer_mean"", ""y_outer_std"", ""oracle_test_checkpoint_selection"", ""early_stop"", ""arch_config"", ""arch_description""]",20.0,3139.0,,,,,,,,,
.cache/idare_emg_feature_cache_index.csv,.csv,703205,0.6706,csv,"[""cache_row"", ""subject_id"", ""subject_col"", ""stimulus_id"", ""raw_event_name"", ""bsl_event_index_0based"", ""stim_event_index_0based"", ""bsl_event_index_1based"", ""stim_event_index_1based"", ""emg_file"", ""emg_channels"", ""emg_begin_raw"", ""emg_end_raw"", ""bsl_emg_begin_raw"", ""bsl_emg_end_raw"", ""fixed_window_samples"", ""stim_event_duration_samples"", ""bsl_event_duration_samples"", ""baseline_correction"", ""valence_score"", ""arousal_score"", ""diag_baseline_mean_global"", ""diag_baseline_mean_abs_mean"", ""diag_corrected_mean_before_features"", ""diag_corrected_std_before_features"", ""valence_discard_midpoint"", ""valence_midpoint_as_low"", ""valence_midpoint_as_high"", ""arousal_discard_midpoint"", ""arousal_midpoint_as_low"", ""arousal_midpoint_as_high""]",20.0,2016.0,,,,,,,,,
.cache/idare_emg_feature_cache_index_smoke.csv,.csv,703205,0.6706,csv,"[""cache_row"", ""subject_id"", ""subject_col"", ""stimulus_id"", ""raw_event_name"", ""bsl_event_index_0based"", ""stim_event_index_0based"", ""bsl_event_index_1based"", ""stim_event_index_1based"", ""emg_file"", ""emg_channels"", ""emg_begin_raw"", ""emg_end_raw"", ""bsl_emg_begin_raw"", ""bsl_emg_end_raw"", ""fixed_window_samples"", ""stim_event_duration_samples"", ""bsl_event_duration_samples"", ""baseline_correction"", ""valence_score"", ""arousal_score"", ""diag_baseline_mean_global"", ""diag_baseline_mean_abs_mean"", ""diag_corrected_mean_before_features"", ""diag_corrected_std_before_features"", ""valence_discard_midpoint"", ""valence_midpoint_as_low"", ""valence_midpoint_as_high"", ""arousal_discard_midpoint"", ""arousal_midpoint_as_low"", ""arousal_midpoint_as_high""]",20.0,2016.0,,,,,,,,,
.cache/idare_trial_index.csv,.csv,643089,0.6133,csv,"[""subject_id"", ""subject_col"", ""stimulus_id"", ""raw_event_name"", ""event_index_0based"", ""event_index_1based"", ""description"", ""metadata_duration_sec"", ""eeg_file"", ""emg_file"", ""eeg_fs"", ""emg_fs"", ""eeg_data_shape"", ""emg_data_shape"", ""eeg_begin_raw"", ""eeg_end_raw"", ""eeg_duration_samples"", ""eeg_duration_sec"", ""emg_begin_raw"", ""emg_end_raw"", ""emg_duration_samples"", ""emg_duration_sec"", ""valence_score"", ""arousal_score"", ""valence_label_gt5"", ""arousal_label_gt5"", ""valence_is_discard_score5"", ""arousal_is_discard_score5"", ""quadrant_gs"", ""quadrant_subject""]",20.0,2016.0,,,,,,,,,
docs/roca/idare_fewshot_residual_calibration_audit_current_subject_metrics.csv,.csv,639497,0.6099,csv,"[""target"", ""k_calibration"", ""model"", ""subject_id"", ""n"", ""mae"", ""rmse"", ""pearson"", ""spearman"", ""ccc"", ""y_true_mean"", ""y_true_std"", ""y_pred_mean"", ""y_pred_std"", ""residual_mean"", ""residual_std"", ""residual_rmse"", ""residual_mae""]",20.0,2268.0,,,,,,,,,
docs/idare_eeg_cache_policy_multifold_selection.json,.json,587996,0.5608,json,,,,dict,"[""status"", ""elapsed_sec"", ""config"", ""folds"", ""runs"", ""aggregate"", ""recommendations"", ""issues"", ""warnings""]",,,,,,,
