target,k_calibration,model,subject_id,n,rmse,mae,pearson,stimulus_rmse_reference,lift_vs_stimulus_rmse
arousal,1,bias_empirical_bayes,2,3100,2.3734712877909714,1.9559768676282363,0.7025999184305493,2.7402963056522385,0.3668250178612671
arousal,1,bias_empirical_bayes,3,3100,1.703006467361939,1.4715088887214112,0.6162241601967059,1.8544657816297052,0.15145931426776627
arousal,1,bias_empirical_bayes,5,3100,1.6998399505020336,1.3870681030453922,0.6680127578524414,1.7554685413313185,0.05562859082928484
arousal,1,bias_empirical_bayes,6,3100,3.089050555410596,2.6775667720805405,0.30179563744307664,3.7333589794235413,0.6443084240129453
arousal,1,bias_empirical_bayes,7,3100,1.5278287978686291,1.2538338337543269,0.6480347786266188,1.6256112273981995,0.09778242952957039
arousal,1,bias_empirical_bayes,8,3100,1.8588404657186717,1.6026365867130454,0.7297582967282512,1.9171157332614375,0.058275267542765796
arousal,1,bias_empirical_bayes,9,3100,2.1508037590239386,1.696923850168051,0.4364930710070069,2.181549095630896,0.03074533660695744
arousal,1,bias_empirical_bayes,10,3100,1.796349397891662,1.4924792831321716,0.7181436453729337,1.7184087804904975,-0.07794061740116454
arousal,1,bias_empirical_bayes,11,3100,2.042142964340535,1.7018390896891165,0.402361011209553,2.0308030195713114,-0.011339944769223731
arousal,1,bias_empirical_bayes,12,3100,1.3113468850170338,1.0681610448978043,0.6514169972957996,1.3292963238971693,0.01794943888013556
arousal,1,bias_empirical_bayes,13,3100,2.1141287769061496,1.7786329679265223,0.5384341517163952,2.4239573633735505,0.30982858646740086
arousal,1,bias_empirical_bayes,14,3100,1.4880387760470586,1.2769361141478899,0.8557059528041796,1.7998589190531527,0.31182014300609406
arousal,1,bias_empirical_bayes,15,3100,1.7427857896114984,1.4324491684955507,0.6520790806764774,1.6938257292355796,-0.048960060375918824
arousal,1,bias_empirical_bayes,16,3100,1.4428184620837758,1.142715936833926,0.8223802037750699,1.3910532712483397,-0.05176519083543618
arousal,1,bias_empirical_bayes,17,3100,1.4275466324922426,1.173109921361853,0.8262466503588287,1.4416503138897858,0.014103681397543255
arousal,1,bias_empirical_bayes,18,3100,2.250466986680916,1.9078384650983888,0.6770792731199708,2.21719647061755,-0.03327051606336573
arousal,1,bias_empirical_bayes,19,3100,1.7388345415857829,1.3943406386177781,0.6480409464699519,1.8626231483537017,0.12378860676791881
arousal,1,bias_empirical_bayes,20,3100,1.5450167901381435,1.18350908003519,0.7972956483283028,1.6130495771271098,0.06803278698896631
arousal,1,bias_empirical_bayes,21,3100,1.7040203608062203,1.3508903044262373,0.8088780547371288,1.6329214554313187,-0.0710989053749016
arousal,1,bias_empirical_bayes,22,3100,2.2894755770203696,1.9792268063223046,0.6828023379178009,2.202083897582975,-0.08739167943739456
arousal,1,bias_empirical_bayes,23,3100,1.3964901511629464,1.1664586757968893,0.8150839615575488,1.443695078554646,0.04720492739169968
arousal,1,bias_empirical_bayes,24,3100,1.5484951304404593,1.3541762732207827,0.854466770191787,1.483350302265328,-0.06514482817513123
arousal,1,bias_empirical_bayes,25,3100,2.2868181143598845,1.8568342446770258,0.668602261314274,2.19371307608492,-0.09310503827496452
arousal,1,bias_empirical_bayes,26,3100,2.0151584642342457,1.73278345554857,0.6546635486621935,2.0938782130130726,0.07871974877882693
arousal,1,bias_empirical_bayes,27,3100,1.5139102999387557,1.1879657099258705,0.6639303663611521,1.5343919639179293,0.020481663979173614
