test_subject,valence_high_low_delta_accuracy,valence_high_low_delta_balanced_accuracy,valence_high_low_delta_macro_f1,valence_high_low_delta_mcc,arousal_high_low_delta_accuracy,arousal_high_low_delta_balanced_accuracy,arousal_high_low_delta_macro_f1,arousal_high_low_delta_mcc,joint_4class_valence_arousal_delta_accuracy,joint_4class_valence_arousal_delta_balanced_accuracy,joint_4class_valence_arousal_delta_macro_f1,joint_4class_valence_arousal_delta_mcc,failure_score
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.125,0.09090909090909083,0.12103174603174605,0.14004293546510865,0.15625,0.1160714285714286,0.17279106858054227,0.1862953689634711,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.03125,0.03333333333333344,0.03454790823211873,0.05274681153685534,0.03125,0.0625,0.05616605616605619,0.043417420079394975,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.03125,0.02083333333333348,0.03724462341211543,0.06660936841322196,0.03125,0.02777777777777768,0.030372807017543857,0.041360064512297234,0.0
27,0.0,0.0,0.0,0.0,0.03125,0.05060728744939258,0.04320778289634686,0.07081732678464925,0.0,0.008333333333333193,0.012065480815480867,0.00078339433390473,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0625,0.04761904761904767,0.05963627016258588,0.09064557342377988,0.03125,0.04166666666666663,0.03672538137013215,0.06732111157168241,0.0625,0.04772727272727273,0.0526834776626135,0.0805196010450836,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0625,0.08333333333333337,0.08225108225108235,0.15925567737763546,0.03125,0.02777777777777779,0.01926328502415464,0.04999246619904335,0.0
45,0.0,0.0,0.0,0.0,0.03125,0.045454545454545414,0.040269807711668104,0.07872191025134445,0.03125,0.04166666666666663,0.0492424242424242,0.03613358037496106,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.03125,0.03125,0.01077441077441077,,0.03125,0.023809523809523836,0.012931034482758619,0.01959654504174052,0.0
53,0.03125,0.02777777777777768,0.031096544189523345,0.053500234108682876,0.0,0.0,0.0,0.0,0.03125,0.04166666666666663,0.02467159277504094,0.04763600574240434,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
54,0.03125,0.03571428571428559,0.03140273704789831,0.07559585975323735,0.0,0.0,0.0,0.0,0.03125,0.025000000000000022,0.01720965309200595,0.052549921280421186,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.03125,0.02777777777777779,0.0315270935960591,0.06112754780988405,0.0,0.0,0.0,0.0,0.03125,0.016666666666666607,0.02783291976840352,0.046207016580208204,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
