target,block,k_calibration,model,subjects,rmse_wins_vs_locked,rmse_losses_vs_locked,rmse_ties_vs_locked,rmse_win_margin_vs_locked,mean_delta_rmse_model_minus_locked,median_delta_rmse_model_minus_locked,worst_regression_delta_rmse,best_gain_delta_rmse
arousal,emg_lagged_interaction_experimental,4,physio_residual_ridge1000,8,2,6,0,-4,0.41967534173263776,0.4120622799446678,1.0485365288143318,-0.028200766031299285
arousal,emg_lagged_interaction_experimental,4,physio_similarity_knn64,8,1,7,0,-6,0.45296512334732625,0.26769414702829275,1.3489777624207036,-0.027407573125482587
arousal,emg_lagged_interaction_experimental,16,physio_context_ridge100,8,2,6,0,-4,0.7815281368544504,0.7707689014211787,2.1941361083311945,-0.033637172372476876
arousal,emg_lagged_interaction_experimental,16,physio_context_ridge1000,8,0,8,0,-8,0.8083221136034631,1.0065295245974009,1.4805907474505768,0.048309735949410015
arousal,emg_lagged_interaction_experimental,16,physio_residual_ridge100,8,2,6,0,-4,0.7812710993201403,0.675074947546451,2.256929307277654,-0.05218755449854373
arousal,emg_lagged_interaction_experimental,16,physio_residual_ridge1000,8,2,6,0,-4,0.662420923546355,0.6633134597389532,1.5574308065347093,-0.0807715910095963
arousal,emg_lagged_interaction_experimental,16,physio_similarity_knn64,8,1,7,0,-6,0.6940641682157469,0.545449094322487,1.8423777323610282,-0.06460501657672335
valence,eeg_entropy_complexity,4,physio_context_ridge100,8,1,7,0,-6,0.3939776138589924,0.43785862537646936,0.8028544541360827,-0.1736698831060457
valence,eeg_entropy_complexity,4,physio_context_ridge1000,8,0,8,0,-8,1.0469793828598248,1.0151945741544992,1.6652473326082449,0.621201471335064
valence,eeg_entropy_complexity,4,physio_residual_ridge100,8,2,6,0,-4,0.15017004046450133,0.06048918402910397,0.761621391008676,-0.09251861410434858
valence,eeg_entropy_complexity,4,physio_residual_ridge1000,8,2,6,0,-4,0.09399947215662541,0.05068311738371056,0.45933064030541626,-0.0726159111150162
valence,eeg_entropy_complexity,4,physio_similarity_knn64,8,4,4,0,0,0.03246094577518749,0.010908250466369007,0.14359834114420966,-0.04333527557968342
valence,eeg_entropy_complexity,16,physio_context_ridge100,8,1,7,0,-6,0.42754973040578437,0.4832764198779752,0.817082007187353,-0.04389073211992833
valence,eeg_entropy_complexity,16,physio_context_ridge1000,8,0,8,0,-8,1.0716489176761073,1.0330010743298452,1.7642754638026807,0.7484337380659819
valence,eeg_entropy_complexity,16,physio_residual_ridge100,8,2,6,0,-4,0.1765864092185194,0.12300560696399648,0.658948515012229,-0.09744877537872765
valence,eeg_entropy_complexity,16,physio_residual_ridge1000,8,2,6,0,-4,0.11770346571303555,0.09166153652399117,0.3694666530229007,-0.08368124792348786
valence,eeg_entropy_complexity,16,physio_similarity_knn64,8,3,5,0,-2,0.05939360118633036,0.01700239758233202,0.26755412621205454,-0.08202720265882713
valence,emg_existing_22,4,physio_context_ridge100,8,1,7,0,-6,0.20313557261173215,0.18277735546028218,0.6400058291493009,-0.13196094509075773
valence,emg_existing_22,4,physio_context_ridge1000,8,0,8,0,-8,1.0338891624755204,0.9807952515355188,1.6832677118940904,0.590539524291835
valence,emg_existing_22,4,physio_residual_ridge100,8,2,6,0,-4,0.05145349167140989,0.03983165578172165,0.1715582021469264,-0.04027352566451814
valence,emg_existing_22,4,physio_residual_ridge1000,8,3,5,0,-2,0.03201573001492969,0.0066836923411702776,0.14488233544867346,-0.0436427362350984
valence,emg_existing_22,4,physio_similarity_knn64,8,4,4,0,0,0.03583611523687291,0.021554338069009638,0.12813618806091265,-0.0362661720617925
valence,emg_existing_22,16,physio_context_ridge100,8,0,8,0,-8,0.21504750208490614,0.1537644647969515,0.6392004530779485,0.0006035276403784096
valence,emg_existing_22,16,physio_context_ridge1000,8,0,8,0,-8,1.0159572277899822,0.9473300080856678,1.6486826698740964,0.6338678879027855
valence,emg_existing_22,16,physio_residual_ridge100,8,2,6,0,-4,0.07498916824658974,0.06929299327093863,0.3096709802935689,-0.12619320197473893
valence,emg_existing_22,16,physio_residual_ridge1000,8,3,5,0,-2,0.05012934338226674,0.03282772646356291,0.2720682683561546,-0.11145352327735814
valence,emg_existing_22,16,physio_similarity_knn64,8,4,4,0,0,0.04873722962082602,0.03745191104245771,0.21584380853675,-0.1375045111324047
valence,emg_lagged_interaction_experimental,4,physio_context_ridge100,8,1,7,0,-6,0.15836891234737,0.15598200820610142,0.5859295576946462,-0.21737712085388416
valence,emg_lagged_interaction_experimental,4,physio_context_ridge1000,8,0,8,0,-8,0.9997333571128931,0.9481314673432703,1.6273728557360185,0.5588444744980424
valence,emg_lagged_interaction_experimental,4,physio_residual_ridge100,8,5,3,0,2,0.012004364709883183,-0.004016400115748109,0.10193079282671391,-0.07088287314166797
valence,emg_lagged_interaction_experimental,4,physio_residual_ridge1000,8,4,4,0,0,0.0018058199401226743,0.0006561343249934515,0.09178908137532205,-0.06526188898765772
valence,emg_lagged_interaction_experimental,4,physio_similarity_knn64,8,4,4,0,0,0.0015476840481098292,-0.00995527681203312,0.1073969599066299,-0.07546850991441034
valence,emg_lagged_interaction_experimental,16,physio_context_ridge100,8,1,7,0,-6,0.192148243796119,0.1850413470727883,0.6362546908798761,-0.0804396286324458
valence,emg_lagged_interaction_experimental,16,physio_context_ridge1000,8,0,8,0,-8,1.024252597298493,0.9919359874663186,1.668685207874861,0.6230143343928841
valence,emg_lagged_interaction_experimental,16,physio_residual_ridge100,8,3,5,0,-2,0.051450973905347266,0.05014109169524261,0.22766248253895227,-0.07004948848973869
valence,emg_lagged_interaction_experimental,16,physio_residual_ridge1000,8,4,4,0,0,0.04273785985474886,-0.0021897905875272183,0.2461880199232206,-0.07266419251990253
valence,emg_lagged_interaction_experimental,16,physio_similarity_knn64,8,3,5,0,-2,0.03939716237339601,0.014292030712015902,0.25227835803197085,-0.0827515653313371
