epoch,train_loss,val_rmse_scaled,augmentation_config,stage,test_subject,target,y_fit_mean,y_fit_std,early_stop,y_outer_mean,y_outer_std
8,0.3515618429691703,1.1753130932994247,gaussian_0p10,inner,10,valence,1.644774851296528e-17,1.251334282536067,,,
9,0.3278789263632562,1.1940414852425572,gaussian_0p10,inner,10,valence,1.644774851296528e-17,1.251334282536067,True,,
1,0.4380736677877365,,gaussian_0p10,final,10,valence,,,,-3.223228136008519e-17,1.2617194503981597
1,0.4390954115876445,0.901412889347203,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,,,
2,0.4235613053595578,0.8946561414478507,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,,,
3,0.415849222905106,0.8975785401697046,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,,,
4,0.41509656939241624,0.9115179534114287,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,,,
5,0.40005235760300245,0.9936726344499257,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,,,
6,0.39222629257926234,0.944180728111344,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,,,
7,0.36120736681752735,0.9817936304913238,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,,,
8,0.34201533209394525,0.9929178983615748,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,,,
9,0.31974787789362447,1.0772471108792634,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,,,
10,0.2945766164748757,1.1278353275115414,gaussian_0p10,inner,11,valence,-1.2335811384723961e-17,1.2709091388293041,True,,
1,0.4428624188707721,,gaussian_0p10,final,11,valence,,,,0.0,1.254556998531285
2,0.4294262259237228,,gaussian_0p10,final,11,valence,,,,0.0,1.254556998531285
1,0.44004833863841164,1.1417507982321486,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
2,0.4312093136487184,1.1144244363032914,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
3,0.4221871026136257,1.1161008485821238,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
4,0.4194987678417453,1.098878444279111,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
5,0.4023809129441226,1.1070955688522475,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
6,0.3938034764594502,1.11581549843207,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
