target,subject,n,zero_rmse,model_rmse,improvement_zero_minus_model
arousal,54,32,1.6993827114266937,1.7489374964864983,-0.049554785059804596
arousal,55,32,2.4616497908979853,1.0308220685471974,1.430827722350788
arousal,56,32,1.4504419560416728,1.3877862913673704,0.06265566467430239
arousal,57,32,2.166632480586249,2.2341500154051896,-0.06751753481894074
arousal,58,32,1.5841130079171235,1.1698204906834004,0.41429251723372307
arousal,59,32,2.058506247467732,1.693828010629775,0.3646782368379571
arousal,60,32,2.415655774314542,2.1381660806843574,0.2774896936301845
arousal,61,32,1.8649160854374134,1.6947389642870576,0.17017712115035577
arousal,62,32,2.092926447829683,2.1251934284680063,-0.03226698063832334
arousal,63,32,2.1826475464845023,2.2342721474318696,-0.051624600947367316
arousal,64,32,1.5094466023232982,1.552209649305525,-0.04276304698222688
arousal,65,32,2.0286826907965585,1.7959454021719077,0.23273728862465082
valence,1,32,1.204586059790768,1.1535872132379723,0.05099884655279574
valence,2,32,1.5487178326209212,1.548202116550598,0.0005157160703233021
valence,3,32,1.1964804330363776,1.2184668320481589,-0.021986399011781232
valence,5,32,1.4945269559497258,1.5308100162786045,-0.036283060328878625
valence,6,32,1.1570929690036986,1.1899224999097076,-0.03282953090600893
valence,7,32,0.7714954244234683,0.7782235345760148,-0.006728110152546485
valence,8,32,1.0246974566824736,0.9962729170390624,0.028424539643411184
valence,9,32,1.1748826518327367,1.096001382394908,0.0788812694378287
valence,10,32,1.0004185843498665,1.031991459437061,-0.03157287508719442
valence,11,32,1.4491157957492957,1.4922739070402786,-0.0431581112909829
valence,12,32,1.1831362535147223,1.1939502184500252,-0.010813964935302955
valence,13,32,1.0503664627335452,0.9636952023400381,0.08667126039350703
valence,14,32,0.8964680958217212,0.863400276966941,0.03306781885478016
valence,15,32,1.1124100414937979,1.1357757868940757,-0.023365745400277804
valence,16,32,1.0159129954676442,0.970001167148283,0.04591182831936125
valence,17,32,1.1960522994491878,1.2075849334209292,-0.011532633971741424
valence,18,32,1.8032716105902833,1.8053051695221962,-0.0020335589319129266
valence,19,32,1.3182709089508333,1.3472584940116652,-0.028987585060831877
valence,20,32,1.0229465993184748,0.9484887291103244,0.07445787020815031
valence,21,32,1.0523150671354522,1.073018790410542,-0.020703723275089736
valence,22,32,1.1928363994523645,1.1941573174022262,-0.0013209179498616663
valence,23,32,1.045968830053902,1.0561662212552532,-0.010197391201351103
valence,24,32,1.181186665216522,1.0818196250432024,0.09936704017331954
valence,25,32,1.5424217245211227,1.5906041353783138,-0.048182410857191105
valence,26,32,1.5439152284274675,1.5511789605126376,-0.00726373208517006
valence,27,32,1.3065636152706914,1.3239938055068585,-0.017430190236167098
valence,28,32,1.2752203396559423,1.3144532920258527,-0.03923295236991042
valence,29,32,0.9792037966849636,0.8860265560554585,0.09317724062950505
valence,30,32,0.9805105223786827,1.0121265211693482,-0.031615998790665456
valence,31,32,1.6415104177594801,1.5646817933508161,0.076828624408664
valence,32,32,1.067296131717133,1.0137848840165833,0.05351124770054971
valence,33,32,0.8017706893454289,0.8163310140510124,-0.014560324705583438
valence,34,32,1.3695290126321555,1.098216510720184,0.27131250191197154
valence,35,32,0.8910241143900415,0.8893310607837008,0.0016930536063406443
valence,36,32,1.0204401633369262,1.0188442134225035,0.0015959499144226896
valence,37,32,1.2260783336006187,1.249425733877101,-0.02334740027648241
valence,38,32,1.6108025634891396,1.6461235150416174,-0.03532095155247772
valence,39,32,1.1755363588632064,1.19055295295593,-0.0150165940927236
valence,40,32,1.426675927235319,1.4555248293499647,-0.028848902114645636
valence,41,32,1.5324278343980433,1.5608404436193315,-0.028412609221288188
valence,42,32,1.0730391028443886,1.084716406190524,-0.01167730334613526
valence,43,32,1.0653749285080085,1.0608707722766293,0.0045041562313792305
valence,44,32,1.551526240789527,1.4158013281529882,0.13572491263653874
valence,45,32,0.9413358052974866,0.9661695740100495,-0.02483376871256293
valence,46,32,1.3444300634951423,1.329341480149285,0.015088583345857165
valence,47,32,1.8138910213562776,1.8720183747320371,-0.05812735337575958
valence,48,32,1.0440083806940523,0.992087309181873,0.051921071512179284
valence,49,32,1.3329525449140025,1.3746267174282678,-0.041674172514265306
valence,50,32,1.2866157693255633,1.327576302738661,-0.04096053341309758
valence,52,32,1.5125805677666997,1.443470913268151,0.06910965449854878
valence,53,32,1.117921278029436,0.9223166413851224,0.1956046366443137
valence,54,32,1.4427400196528868,1.460811285537087,-0.01807126588420016
valence,55,32,1.303620364059265,1.2546630693876113,0.04895729467165366
valence,56,32,1.0985109884654758,1.121268206454856,-0.02275721798938024
valence,57,32,1.306171564966866,1.0987366118476332,0.20743495311923277
valence,58,32,1.01439944967274,0.996195882628692,0.01820356704404802
valence,59,32,1.3881015443772842,1.4152230172080111,-0.027121472830726967
valence,60,32,1.2498666682272448,1.2803886298833151,-0.03052196165607035
valence,61,32,1.796584786883719,1.4611848229646134,0.33539996391910565
valence,62,32,1.2933652382208536,1.183657133695354,0.1097081045254995
valence,63,32,1.1374506141295835,1.1735280978741556,-0.03607748374457209
valence,64,32,1.2210553618366922,1.111053913081121,0.11000144875557116
valence,65,32,0.960189785968401,0.9867784873185631,-0.026588701350162114
