target,k_calibration,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high,true_high_rate,pred_high_rate,lift_vs_stimulus_accuracy,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_macro_f1,lift_vs_stimulus_auroc
valence,8,stimulus_plus_fewshot_bias,midpoint_as_low,302400,0.8612268518518519,0.8750762735159427,0.8609735814838353,0.9459238696374443,174263,128137,0.4237334656084656,0.5335846560846561,-0.00481812169312168,-0.004593601728687613,-0.0048013411471306,0.002714238262155666
valence,8,stimulus_plus_fewshot_bias,midpoint_as_high,302400,0.8860912698412698,0.8944334057640323,0.8841048423341895,0.9542420178572998,121813,180587,0.5971792328042328,0.5337400793650794,-0.0024074074074074137,-0.0029721559673498987,-0.0025190804501815656,0.0011676060494966167
valence,8,stimulus_plus_fewshot_bias,discard_midpoint,249950,0.9520224044808961,0.9516628871043912,0.9519519687231756,0.9821259985622165,121813,128137,0.5126505301060212,0.5256371274254851,-0.00441688337667534,-0.004450504582580228,-0.004427371708760952,0.00032854566943107955
valence,8,stimulus_plus_fewshot_bias_shrink4,midpoint_as_low,302400,0.8638756613756614,0.8777535787704,0.8636246345461572,0.9493836599561132,174263,128137,0.4237334656084656,0.5333630952380952,-0.002169312169312154,-0.0019162964742304167,-0.0021502880848086603,0.006174028580824498
valence,8,stimulus_plus_fewshot_bias_shrink4,midpoint_as_high,302400,0.8885681216931217,0.8970669420729385,0.8866337660425374,0.9566419353649255,121813,180587,0.5971792328042328,0.5334457671957672,6.94444444444553e-05,-0.00033861965844372843,9.843258166331026e-06,0.0035675235571223096
valence,8,stimulus_plus_fewshot_bias_shrink4,discard_midpoint,249950,0.9551350270054011,0.9547819601610733,0.9550697660312363,0.9833732266573779,121813,128137,0.5126505301060212,0.5254610922184437,-0.0013042608521703913,-0.0013314315258980969,-0.0013095744007002308,0.001575773764592503
valence,16,stimulus_only,midpoint_as_low,201600,0.8667410714285714,0.8801912017297603,0.8664671387874586,0.9436239460724931,116121,85479,0.42400297619047617,0.530704365079365,0.0,0.0,0.0,0.0
valence,16,stimulus_only,midpoint_as_high,201600,0.8883829365079365,0.8973018997437323,0.886541685682405,0.9530664883253017,81308,120292,0.5966865079365079,0.530704365079365,0.0,0.0,0.0,0.0
valence,16,stimulus_only,discard_midpoint,166787,0.9563695012201191,0.9560536838295364,0.9563111767431518,0.9819569525212782,81308,85479,0.5125039721321206,0.524033647706356,0.0,0.0,0.0,0.0
valence,16,stimulus_plus_fewshot_bias,midpoint_as_low,201600,0.8644791666666667,0.8781937747861173,0.8642252030742681,0.9500817368078657,116121,85479,0.42400297619047617,0.5327480158730159,-0.0022619047619046873,-0.0019974269436430214,-0.002241935713190535,0.006457790735372559
