target,block,k_calibration,model,test_subject,n,mae,rmse,pearson,spearman,ccc,y_true_std,y_pred_std
arousal,eeg_bandpower,0,stimulus_only,53,32,0.8991935483870968,1.1178085559441455,0.8850872703819914,0.8781714645299696,0.8344007548493222,2.1863836437139756,1.6267047484545685
arousal,eeg_bandpower,0,stimulus_only,54,32,1.4773185483870965,1.6993827114266937,0.6430736368541091,0.6790974821338142,0.614906902997159,2.1928505991061042,1.6350320901614837
arousal,eeg_bandpower,0,stimulus_only,55,32,2.25,2.4616497908979853,0.7950465863012913,0.699520481830936,0.34712249631746184,1.2338804388999771,1.6421315273475328
arousal,eeg_bandpower,0,stimulus_only,56,32,1.2288306451612905,1.4504419560416728,0.8656702754372579,0.8419496149200265,0.7678782819017453,2.4762544169571914,1.6233028513427246
arousal,eeg_bandpower,0,stimulus_only,57,32,1.836693548387097,2.166632480586249,0.37312277577680203,0.39690353106472104,0.35969927479984914,2.1485369295173866,1.6447560380061697
arousal,eeg_bandpower,0,stimulus_only,58,32,1.3074596774193548,1.5841130079171235,0.8988644335320038,0.8513851569095515,0.731492646727828,2.3416657399167797,1.6239662800079986
arousal,eeg_bandpower,0,stimulus_only,59,32,1.5524193548387097,2.058506247467732,0.6592880734724357,0.6739317607458565,0.5240910421031151,2.1648379702647493,1.6347698682421274
arousal,eeg_bandpower,0,stimulus_only,60,32,2.089717741935484,2.4156557743145415,0.8284694603679769,0.8607821590605765,0.5948220996377501,3.201409601644251,1.6149671774160343
arousal,eeg_bandpower,0,stimulus_only,61,32,1.611391129032258,1.8649160854374132,0.8895476149988313,0.882083862391182,0.7059631820797484,2.9040650388722358,1.6161936415387983
arousal,eeg_bandpower,0,stimulus_only,62,32,1.742439516129032,2.092926447829683,0.797090054462654,0.7038059936815464,0.6461839486641453,3.1017887984193897,1.6178451727453453
arousal,eeg_bandpower,0,stimulus_only,63,32,1.8578629032258063,2.1826475464845028,0.7844496410078389,0.7571117581327045,0.6292722366340426,3.1867339765816665,1.6173715826514221
arousal,eeg_bandpower,0,stimulus_only,64,32,1.2545362903225807,1.5094466023232982,0.7671576636270419,0.7722275080855436,0.7188677773762615,2.3310070248714396,1.6289797798507877
arousal,eeg_bandpower,0,stimulus_only,65,32,1.908266129032258,2.0286826907965585,0.9102085544158178,0.8628904041766321,0.6868309922540706,3.0744346533143294,1.6127356263728783
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,1,32,1.5544354838709675,1.8757326005488382,0.6396747039031425,0.6336280762871853,0.591079851242668,2.4348944407304396,1.6326014875239936
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,2,32,2.326108870967742,2.7325131631493744,0.7271361956690022,0.7829385631311458,0.422662170104567,2.3048861143232218,1.6307697904686218
arousal,eeg_bandpower,0,stimulus_plus_fewshot_bias,3,32,1.645665322580645,1.8533457350509737,0.6357247908214482,0.6344455352961016,0.4801594393110361,1.5194057226429023,1.64231059042618
