target,k_calibration,model,label_policy,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high,true_high_rate,pred_high_rate
arousal,4,bias_empirical_bayes,midpoint_as_low,176400,0.8100850340136054,0.788068614481572,0.7884029024884192,0.8670445801784826,116289,60111,0.340765306122449,0.3391269841269841
arousal,4,bias_empirical_bayes,midpoint_as_high,176400,0.7799206349206349,0.7661267316723976,0.7695028030127339,0.8569949889156755,97324,79076,0.4482766439909297,0.3391269841269841
arousal,4,bias_empirical_bayes,discard_midpoint,157435,0.8305395877663798,0.8092032230338664,0.8159511632592662,0.8940111933272521,97324,60111,0.3818147171848699,0.3366468701368819
arousal,4,bias_huber,midpoint_as_low,176400,0.7996768707482993,0.781223268156346,0.7788709122364684,0.8593627940826047,116289,60111,0.340765306122449,0.3524943310657596
arousal,4,bias_huber,midpoint_as_high,176400,0.7741326530612245,0.7616993966079456,0.7648206970457623,0.8475073984166542,97324,79076,0.4482766439909297,0.35273809523809524
arousal,4,bias_huber,discard_midpoint,157435,0.8214755295836377,0.8027021422695224,0.8075319080503499,0.8854201499621683,97324,60111,0.3818147171848699,0.34902658239908535
arousal,4,bias_mean,midpoint_as_low,176400,0.8069104308390023,0.790012652353536,0.7871554376259757,0.8655539859417342,116289,60111,0.340765306122449,0.3545804988662132
arousal,4,bias_mean,midpoint_as_high,176400,0.7806462585034014,0.7685448738028833,0.7718377211356342,0.8538483006087663,97324,79076,0.4482766439909297,0.35523809523809524
arousal,4,bias_mean,discard_midpoint,157435,0.8291675929748785,0.8115379724765907,0.8161167725949618,0.8917786006673619,97324,60111,0.3818147171848699,0.3517769238098263
arousal,4,bias_median,midpoint_as_low,176400,0.7968764172335601,0.7777531149191708,0.7756277515927879,0.8563858606798381,116289,60111,0.340765306122449,0.35149659863945576
arousal,4,bias_median,midpoint_as_high,176400,0.7715079365079365,0.7590445102276906,0.7620860931662371,0.8444728428185666,97324,79076,0.4482766439909297,0.35272108843537414
arousal,4,bias_median,discard_midpoint,157435,0.818242449264776,0.7990217093144305,0.8039297189228132,0.8823600620119476,97324,60111,0.3818147171848699,0.34800393813319785
arousal,4,bias_shrink1,midpoint_as_low,176400,0.811343537414966,0.7926597056184392,0.7911274768716824,0.868837324206788,116289,60111,0.340765306122449,0.34812925170068026
arousal,4,bias_shrink1,midpoint_as_high,176400,0.783843537414966,0.771071334124501,0.7745310007504591,0.8576088448834251,97324,79076,0.4482766439909297,0.3484920634920635
arousal,4,bias_shrink1,discard_midpoint,157435,0.8334169657318894,0.814408822901667,0.8200104881650405,0.8953612460598653,97324,60111,0.3818147171848699,0.34526630037793377
arousal,4,bias_shrink2,midpoint_as_low,176400,0.8113265306122449,0.7907220351170601,0.7903198387621873,0.8686699301476966,116289,60111,0.340765306122449,0.34271541950113377
arousal,4,bias_shrink2,midpoint_as_high,176400,0.7822278911564626,0.7688697392389809,0.7723139270302812,0.8580498452411198,97324,79076,0.4482766439909297,0.34305555555555556
arousal,4,bias_shrink2,discard_midpoint,157435,0.8325150061930321,0.812155857583627,0.8184757847969862,0.8954293369925755,97324,60111,0.3818147171848699,0.34008320894337346
arousal,4,bias_shrink4,midpoint_as_low,176400,0.8092290249433106,0.7855428180719937,0.7867693508812466,0.8655325583760302,116289,60111,0.340765306122449,0.33468820861678006
arousal,4,bias_shrink4,midpoint_as_high,176400,0.776485260770975,0.7622060584760768,0.765452660717443,0.8560391694574992,97324,79076,0.4482766439909297,0.33484126984126983
arousal,4,bias_shrink4,discard_midpoint,157435,0.8281258932257757,0.8057657033233603,0.8129245787583383,0.8926294966952076,97324,60111,0.3818147171848699,0.3331279575697907
arousal,4,bias_shrink8,midpoint_as_low,176400,0.8052154195011337,0.7779579851160243,0.7808654835183397,0.8582413868862636,116289,60111,0.340765306122449,0.32589002267573697
arousal,4,bias_shrink8,midpoint_as_high,176400,0.7682426303854876,0.7529459804742141,0.75579619395534,0.8501218442695846,97324,79076,0.4482766439909297,0.32596371882086167
arousal,4,bias_shrink8,discard_midpoint,157435,0.821259567440531,0.7966181617888786,0.8045306691225187,0.8856593211399485,97324,60111,0.3818147171848699,0.3256391526661797
arousal,4,bias_trimmed_mean,midpoint_as_low,176400,0.8069160997732426,0.7900209702986709,0.7871624969246135,0.8655539594762929,116289,60111,0.340765306122449,0.3545861678004535
arousal,4,bias_trimmed_mean,midpoint_as_high,176400,0.7806519274376417,0.7685511968338914,0.7718441463870194,0.8538481769729929,97324,79076,0.4482766439909297,0.3552437641723356
arousal,4,bias_trimmed_mean,discard_midpoint,157435,0.829173944802617,0.8115462904217254,0.816124279508174,0.8917785572503617,97324,60111,0.3818147171848699,0.35178327563756473
arousal,4,kernel_residual_shrink4,midpoint_as_low,176400,0.8075340136054422,0.7832888145914398,0.7847124875221811,0.8628224454750427,116289,60111,0.340765306122449,0.33365079365079364
arousal,4,kernel_residual_shrink4,midpoint_as_high,176400,0.7736281179138322,0.759193527002528,0.762325347100272,0.8535229774019596,97324,79076,0.4482766439909297,0.33365079365079364
arousal,4,kernel_residual_shrink4,discard_midpoint,157435,0.825585162130403,0.8029442193949878,0.8100977001781747,0.8886934904230415,97324,60111,0.3818147171848699,0.3326071076952393
arousal,4,stimulus_only,midpoint_as_low,176400,0.8010204081632653,0.7684273233645276,0.7737703532471736,0.8161926295777749,116289,60111,0.340765306122449,0.31217120181405894
