augmentation_config,target,model,test_subject,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,best_epoch,best_val_rmse_scaled,fit_subjects,val_subjects,outer_train_subjects,y_outer_mean,y_outer_std,final_train_last_loss
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,12,32,1.1973394422910384,1.4469887840194147,0.6565318131589144,0.5867380070029291,0.8236714975845411,0.8128654970760234,0.927536231884058,1.1973394422910384,1.4469887840194147,-0.011416962969232397,-0.014664100510676108,0.3125,0.5126008064516129,1.2274284576871453,-0.23964845427991982,0.13266079514483178,1,0.8894993762771133,54,8,62,2.865091676452017e-17,1.9529172322977033,0.4465530360898664
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,13,32,2.1540823740961086,2.5000306957716427,0.5420052132306401,0.45464575239279637,0.6875,0.4074074074074074,,2.1540823740961086,2.5000306957716427,-0.05498056629568433,-0.03629032258064516,0.25,-1.9642137096774195,1.4088788982214433,0.09116422948346489,0.1384914828528087,1,0.8449141768677256,54,8,62,2.1488187573390126e-17,1.9357390828385963,0.43481152408546014
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,14,32,1.3636695567640231,1.5556950500457907,0.8586631952480068,0.8051804070907957,0.8666666666666667,0.5897435897435898,0.9166666666666666,1.3636695567640231,1.5556950500457907,0.0454268015289864,-0.03958944281524926,0.875,-1.5831653225806452,0.8494495885699882,-0.2893947813485209,0.20066580986592394,2,1.118357431590898,54,8,62,2.1488187573390126e-17,1.9467838643962188,0.43376262942629473
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,15,32,1.4577588145545284,1.7036616810230985,0.6794522428606619,0.6763977910734268,0.7090909090909091,0.7090909090909091,0.7772727272727272,1.4577588145545284,1.7036616810230985,-0.08909641177925198,-0.04857483294161461,0.3125,-0.5035282258064515,1.6186477056527646,-0.0048432534703222035,0.0893526934436205,1,0.9870457751243442,54,8,62,2.1488187573390126e-17,1.9482759107620746,0.43701186583888146
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,16,32,1.0742309470894686,1.3625050536053003,0.8486365968678675,0.7821568140368431,0.9009661835748792,0.887719298245614,0.9371980676328503,1.0742309470894686,1.3625050536053003,0.1184455641792114,0.06415543973420797,0.625,-0.2494959677419355,1.371204820434612,-0.20498656087238004,0.1871981753875531,3,0.9166784926868261,54,8,62,3.581364595565021e-18,1.952190333331876,0.4235006147815335
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,17,32,1.7806528510225799,2.1189025925116183,0.8290303470255038,0.7843870936683861,0.8400000000000001,0.722943722943723,0.9771428571428571,1.7806528510225799,2.1189025925116183,0.1929831298327819,0.2230776290186603,0.25,-0.5987903225806452,1.3129056407007988,1.0476058988747343,0.5992040409393705,7,0.8836212714913179,54,8,62,0.0,1.9516030249785987,0.3478851039563456
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,18,32,1.8889385118327287,2.242713935077532,0.7252271501626251,0.6999179378938918,0.8125,0.8056680161943319,0.8203125,1.8889385118327287,2.242713935077532,0.020936482228323006,0.013563049853372432,0.5,0.639616935483871,2.1200614760696554,-0.08915468303454219,0.1216344979266324,1,1.1857471331876843,54,8,62,3.581364595565021e-18,1.9397134433745502,0.44172289438786044
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,19,32,1.5526432114785391,1.9465656578330282,0.685938793014081,0.757778563130027,0.7142857142857143,0.6825396825396826,0.8888888888888888,1.5526432114785391,1.9465656578330282,0.32217959608308283,0.34753918210302376,0.28125,1.147681451612903,1.4699453361764527,-0.1559024538164237,0.08201054808244732,1,1.0029703850624878,54,8,62,1.0744093786695063e-17,1.9457309819236928,0.44387206339067026
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,20,32,1.2896326732951358,1.6713952389362499,0.8129958401423917,0.8155809170565999,0.7777777777777778,0.746031746031746,0.873015873015873,1.2896326732951358,1.6713952389362499,-0.10360802106461836,-0.07222069501507983,0.25,1.020665322580645,1.2400897101370107,-0.08388187267026864,0.10004026385302163,3,0.9176710953030004,54,8,62,-3.581364595565021e-18,1.949512666589859,0.4350966989032684
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,21,32,1.3902061416417033,1.708501977060225,0.8297069757052862,0.6956522569223037,0.9782608695652174,0.9625730994152046,0.9806763285024155,1.3902061416417033,1.708501977060225,-0.014697373823059022,-0.01099706744868035,0.53125,0.03629032258064516,1.631799589761145,-0.18149722995567286,0.43356778903427445,5,0.998273705209514,54,8,62,2.865091676452017e-17,1.949157233521447,0.40424453995881543
