scope,run_group,test_subject,n,subjects,mae,rmse,accuracy,balanced_accuracy,macro_f1,mcc,pred_dev_std,true_dev_std,dev_pearson,auroc,tn,fp,fn,tp
subject,stimulus_only_oracle_file,40,32,1,1.2253024193548385,1.426675927235319,0.875,0.8784313725490196,0.875,0.7568627450980392,0.0,1.4100396784327782,,0.9568627450980391,14,3,1,14
subject,stimulus_only_oracle_file,41,32,1,1.2570564516129032,1.5324278343980433,0.8125,0.8571428571428572,0.8095238095238095,0.6798418006783489,0.0,1.5120641797562273,,0.9567099567099567,15,6,0,11
subject,stimulus_only_oracle_file,42,32,1,0.8825604838709677,1.0730391028443886,0.96875,0.96875,0.9687194525904204,0.9393364366277243,0.0,1.05081901849707,,0.99609375,15,1,0,16
subject,stimulus_only_oracle_file,43,32,1,0.9420362903225805,1.0653749285080085,0.96875,0.96875,0.9687194525904204,0.9393364366277243,0.0,1.0277185606429846,,0.98046875,15,1,0,16
subject,stimulus_only_oracle_file,44,32,1,1.3150201612903225,1.551526240789527,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.0,1.3715575366482073,,0.951417004048583,15,4,0,13
subject,stimulus_only_oracle_file,45,32,1,0.7525201612903227,0.9413358052974866,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.0,0.9359767748222355,,0.9676113360323887,15,4,0,13
subject,stimulus_only_oracle_file,46,32,1,1.1199596774193548,1.3444300634951423,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.0,1.28779955889462,,0.9416666666666668,15,5,0,12
subject,stimulus_only_oracle_file,47,32,1,1.5519153225806452,1.8138910213562776,0.8125,0.8299595141700404,0.8117647058823529,0.6494848686351458,0.0,1.813517800521661,,0.945344129554656,14,5,1,12
subject,stimulus_only_oracle_file,48,32,1,0.8351814516129032,1.0440083806940523,0.875,0.8784313725490196,0.875,0.7568627450980392,0.0,0.9610845807699395,,0.9607843137254901,14,3,1,14
subject,stimulus_only_oracle_file,49,32,1,1.1310483870967742,1.3329525449140025,0.8125,0.8571428571428572,0.8095238095238095,0.6798418006783489,0.0,1.3316696325086343,,0.906926406926407,15,6,0,11
subject,stimulus_only_oracle_file,50,32,1,1.1547379032258065,1.2866157693255633,0.9375,0.9411764705882353,0.9375,0.8823529411764706,0.0,1.2860895432780775,,1.0,15,2,0,15
subject,stimulus_only_oracle_file,52,32,1,1.2358870967741935,1.5125805677667,0.75,0.7878787878787878,0.746031746031746,0.5479936938801236,0.0,1.3983624472285212,,0.8506493506493505,14,7,1,10
subject,stimulus_only_oracle_file,53,32,1,0.9208669354838709,1.117921278029436,0.90625,0.9166666666666667,0.906158357771261,0.828416869579514,0.0,0.8934942463418373,,0.9761904761904762,15,3,0,14
subject,stimulus_only_oracle_file,54,32,1,1.0932459677419357,1.4427400196528868,0.84375,0.8531746031746033,0.8435972629521017,0.7021819180245404,0.0,1.415160932864053,,0.9722222222222222,14,4,1,13
subject,stimulus_only_oracle_file,55,32,1,1.0015120967741937,1.303620364059265,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.0,1.2154548484692485,,0.9838056680161943,15,4,0,13
subject,stimulus_only_oracle_file,56,32,1,0.8644153225806452,1.0985109884654758,0.9375,0.9411764705882353,0.9375,0.8823529411764706,0.0,1.0862285750031415,,0.9921568627450981,15,2,0,15
subject,stimulus_only_oracle_file,57,32,1,1.1633064516129032,1.306171564966866,0.96875,0.9722222222222222,0.9684729064039409,0.938872452190116,0.0,1.0644010927273946,,0.988095238095238,14,0,1,17
subject,stimulus_only_oracle_file,58,32,1,0.8346774193548387,1.01439944967274,0.84375,0.84375,0.8435972629521017,0.6888467201936644,0.0,0.9650647612965453,,0.94140625,13,3,2,14
subject,stimulus_only_oracle_file,59,32,1,1.1154233870967742,1.3881015443772842,0.78125,0.8083333333333333,0.7793103448275862,0.598254541756288,0.0,1.370997297920261,,0.9041666666666667,14,6,1,11
subject,stimulus_only_oracle_file,60,32,1,1.0912298387096773,1.2498666682272446,0.90625,0.9166666666666667,0.906158357771261,0.828416869579514,0.0,1.2403764851994616,,0.988095238095238,15,3,0,14
subject,stimulus_only_oracle_file,61,32,1,1.486391129032258,1.796584786883719,0.9375,0.9473684210526316,0.9365079365079365,0.8805899139163632,0.0,1.4155227972469693,,0.9797570850202428,13,0,2,17
subject,stimulus_only_oracle_file,62,32,1,1.1244959677419355,1.2933652382208536,0.96875,0.9722222222222222,0.9684729064039409,0.938872452190116,0.0,1.1466678482673742,,1.0,14,0,1,17
subject,stimulus_only_oracle_file,63,32,1,0.925907258064516,1.1374506141295835,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.0,1.1368553448155883,,0.9919028340080972,15,4,0,13
subject,stimulus_only_oracle_file,64,32,1,0.9959677419354839,1.2210553618366922,0.75,0.8260869565217391,0.7408906882591093,0.5875955600576714,0.0,1.076333478297336,,0.8792270531400965,15,8,0,9
subject,stimulus_only_oracle_file,65,32,1,0.8140120967741935,0.9601897859684009,0.875,0.8784313725490196,0.875,0.7568627450980392,0.0,0.955941659589858,,0.9764705882352941,14,3,1,14
subject,oracle_test_checkpoint,1,32,1,0.93209280098194,1.1197807098772599,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.20608604459360255,1.1175376128242858,0.32939165223076183,0.925,15,5,0,12
subject,oracle_test_checkpoint,2,32,1,1.1721019103773291,1.5394076913016426,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.08446810153198235,1.499820800408392,-0.15711398818251132,0.8906882591093117,15,4,0,13
subject,oracle_test_checkpoint,3,32,1,1.0124012470737123,1.124655214686715,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.35118042477826455,1.1803897435466537,0.30684133435637195,0.9875,15,5,0,12
subject,oracle_test_checkpoint,5,32,1,1.1345662631103137,1.3838483670918897,0.96875,0.96875,0.9687194525904204,0.9393364366277243,0.7147968485574491,1.4829722032698982,0.3954629512991611,0.99609375,15,1,0,16
subject,oracle_test_checkpoint,6,32,1,1.0351628634374757,1.1679219934360159,0.9375,0.9411764705882353,0.9375,0.8823529411764706,0.06296941487161657,1.1527374217875292,-0.21070229994751985,0.984313725490196,15,2,0,15
subject,oracle_test_checkpoint,7,32,1,0.6216224875123575,0.7588508328901998,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.05217034382780955,0.7539040491205143,0.17420445800026063,0.9958333333333333,15,5,0,12
subject,oracle_test_checkpoint,8,32,1,0.7763212592014572,0.9895956966113031,0.96875,0.96875,0.9687194525904204,0.9393364366277243,0.13634027416076414,0.9651393883815917,0.042021005859721856,1.0,15,1,0,16
subject,oracle_test_checkpoint,9,32,1,0.9225275229516641,1.161818135969555,0.84375,0.8583333333333334,0.8398398398398399,0.6952687917708212,0.1226920082986063,1.061751339195067,-0.09221763489882671,0.9666666666666667,11,1,4,16
subject,oracle_test_checkpoint,10,32,1,0.8064072737670736,1.0149871774210106,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.06546895490519966,0.9997417263296526,-0.16933738755914898,0.9666666666666667,15,5,0,12
subject,oracle_test_checkpoint,11,32,1,1.199183418994147,1.4415953958831307,0.90625,0.9166666666666667,0.906158357771261,0.828416869579514,0.04330957951379743,1.4456403474452697,0.15351594412868136,0.9642857142857143,15,3,0,14
subject,oracle_test_checkpoint,12,32,1,0.9277698919822328,1.1745613661865721,0.875,0.8888888888888888,0.875,0.7777777777777778,0.27244053877279867,1.156639274123462,0.05152576797081891,0.9563492063492063,14,4,0,14
subject,oracle_test_checkpoint,13,32,1,0.796690202718138,0.9681014403515584,0.8125,0.8571428571428572,0.8095238095238095,0.6798418006783489,0.2585711419405553,0.933579727266912,0.1249922015951916,0.974025974025974,15,6,0,11
subject,oracle_test_checkpoint,14,32,1,0.734140473708548,0.8799217152069208,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.06594081907948889,0.8364190183117242,-0.19884828379479283,0.9595141700404859,15,4,0,13
subject,oracle_test_checkpoint,15,32,1,0.8404062128140004,1.0748186252461014,0.78125,0.8409090909090908,0.7757757757757757,0.6333004963811235,0.11702728501457595,1.1002827935536357,0.27067123983734515,0.8999999999999999,15,7,0,10
subject,oracle_test_checkpoint,16,32,1,0.7175908426633381,0.9354198999360707,0.8125,0.8299595141700404,0.8117647058823529,0.6494848686351458,0.12916213359802853,0.9396886306748992,0.10315962281174011,0.8987854251012146,14,5,1,12
subject,oracle_test_checkpoint,17,32,1,1.0107801367021632,1.205597691821398,0.90625,0.9166666666666667,0.906158357771261,0.828416869579514,0.08609435185298399,1.1698479042515253,0.01791154515604544,0.9563492063492063,15,3,0,14
subject,oracle_test_checkpoint,18,32,1,1.3719236836269735,1.7304689841866248,0.8125,0.8299595141700404,0.8117647058823529,0.6494848686351458,0.2723427342348298,1.7488893829746277,0.15333622028637242,0.9311740890688259,14,5,1,12
subject,oracle_test_checkpoint,19,32,1,0.993121051963693,1.2769933374834395,0.84375,0.8531746031746033,0.8435972629521017,0.7021819180245404,0.1883941683313192,1.3051566660738005,0.26871064601593103,0.9404761904761905,14,4,1,13
subject,oracle_test_checkpoint,20,32,1,0.7479793149058196,1.0091824962415774,0.8125,0.8571428571428572,0.8095238095238095,0.6798418006783489,0.0737175860881393,0.9188484563256268,-0.07383554270498617,0.9307359307359307,15,6,0,11
subject,oracle_test_checkpoint,21,32,1,0.8397308501439531,1.0305489141383934,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.31138323684077024,1.0394869532102124,0.2706293952585497,1.0,15,4,0,13
subject,oracle_test_checkpoint,22,32,1,0.9857726310571212,1.1741916758874187,0.8125,0.8571428571428572,0.8095238095238095,0.6798418006783489,0.04106337143149792,1.1568399012334067,-0.07629627319278164,0.9264069264069263,15,6,0,11
subject,oracle_test_checkpoint,23,32,1,0.8180923725420921,1.008164860635037,0.875,0.8888888888888888,0.875,0.7777777777777778,0.2433407535969765,1.0231610268410265,0.18189449196904678,0.9841269841269841,14,4,0,14
subject,oracle_test_checkpoint,24,32,1,0.912712303459882,1.1574183633680324,0.78125,0.8409090909090908,0.7757757757757757,0.6333004963811235,0.11065181320550468,1.0480127617606025,-0.042235267239539895,0.8727272727272727,15,7,0,10
subject,oracle_test_checkpoint,25,32,1,1.1561709024509161,1.5182748096166883,0.9375,0.9444444444444444,0.9372549019607843,0.8819171036881969,0.7029365665263586,1.5408977561477415,0.26299204410415894,0.9761904761904762,16,2,0,14
subject,oracle_test_checkpoint,26,32,1,1.2583874660174303,1.4856740552366166,0.8125,0.85,0.8117647058823529,0.6831300510639732,0.39248435277306526,1.502704617996618,0.41044845704933675,0.9416666666666667,14,6,0,12
subject,oracle_test_checkpoint,27,32,1,0.894416793570423,1.253220219072106,0.84375,0.8452380952380952,0.8423645320197044,0.6864025490801687,0.28669636100382295,1.2826189990847694,0.21974018023701555,0.9603174603174602,12,2,3,15
subject,oracle_test_checkpoint,28,32,1,1.0309348416114625,1.2792626371173195,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.23951792932925237,1.2733766266500448,0.15310197173740642,0.9750000000000001,15,5,0,12
subject,oracle_test_checkpoint,29,32,1,0.675916427748044,0.9166602080823534,0.96875,0.96875,0.9687194525904204,0.9393364366277243,0.07861968610479772,0.8583382261787255,0.13465296354004977,1.0,15,1,0,16
subject,oracle_test_checkpoint,30,32,1,0.8349867333360883,0.9852886300469541,0.9375,0.9372549019607843,0.9372549019607843,0.8745098039215686,0.03836470858959441,0.980497567382806,-0.08285334879960259,0.9921568627450981,14,1,1,16
subject,oracle_test_checkpoint,31,32,1,1.3819798877591996,1.556532653500878,0.96875,0.96875,0.9687194525904204,0.9393364366277243,0.10593940992210617,1.5157854873086032,0.0654010057782059,1.0,15,1,0,16
subject,oracle_test_checkpoint,32,32,1,0.8324075143694352,1.0046376344253751,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.18816418109913594,0.982104106391065,-0.024506234666106116,0.9249999999999999,15,5,0,12
subject,oracle_test_checkpoint,33,32,1,0.5776661437314605,0.7201465457444592,0.8125,0.8299595141700404,0.8117647058823529,0.6494848686351458,0.5279915742090026,0.7908206698619183,0.46240595259590944,0.9635627530364372,14,5,1,12
subject,oracle_test_checkpoint,34,32,1,0.9967085507822134,1.2491235565038925,0.78125,0.8409090909090908,0.7757757757757757,0.6333004963811235,0.17065907296036617,1.0638972447601784,0.0224228469758785,0.9636363636363636,15,7,0,10
subject,oracle_test_checkpoint,35,32,1,0.7295224809476575,0.8820046170664615,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.04686274178610423,0.8615394651342101,-0.1328045434695433,0.979757085020243,15,4,0,13
subject,oracle_test_checkpoint,36,32,1,0.7425713367921647,0.9154511704782652,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.3570532134983792,0.9870053317530504,0.4057898666330222,0.9757085020242915,15,4,0,13
subject,oracle_test_checkpoint,37,32,1,1.1102443006788536,1.2157034446281267,0.75,0.8260869565217391,0.7408906882591093,0.5875955600576714,0.05753012165516934,1.2103811796934416,0.06367062268424731,0.9710144927536232,15,8,0,9
subject,oracle_test_checkpoint,38,32,1,1.205180282443925,1.4413274558015003,0.8125,0.8354978354978355,0.8056680161943319,0.6386392673039035,0.594018410921641,1.5946821551965669,0.43438081457601674,0.9307359307359309,16,5,1,10
subject,oracle_test_checkpoint,39,32,1,0.9887631935442235,1.1678638395953889,0.9375,0.9411764705882353,0.9375,0.8823529411764706,0.04980258242694361,1.1533481731760573,0.017042991903842362,0.9686274509803922,15,2,0,15
subject,oracle_test_checkpoint,40,32,1,1.246751999273928,1.459949333335961,0.875,0.8784313725490196,0.875,0.7568627450980392,0.06325107121670161,1.4100396784327782,-0.3257376006067024,0.9529411764705882,14,3,1,14
subject,oracle_test_checkpoint,41,32,1,1.184797706612483,1.5028244278894498,0.8125,0.8571428571428572,0.8095238095238095,0.6798418006783489,0.38950460679467525,1.5120641797562273,0.15324764984769998,0.9350649350649352,15,6,0,11
subject,oracle_test_checkpoint,42,32,1,0.8282104554920788,1.0307351269338632,0.96875,0.96875,0.9687194525904204,0.9393364366277243,0.33707613844366685,1.05081901849707,0.27040179154640076,0.99609375,15,1,0,16
subject,oracle_test_checkpoint,43,32,1,0.9139589102529027,1.0412730074644283,0.96875,0.96875,0.9687194525904204,0.9393364366277243,0.08728158907078482,1.0277185606429846,-0.006707915774386859,0.984375,15,1,0,16
subject,oracle_test_checkpoint,44,32,1,1.2755826416847151,1.5263692261032427,0.84375,0.868421052631579,0.8435972629521017,0.7294955398698875,0.1769483169116302,1.3715575366482073,-0.1271075345472346,0.951417004048583,14,5,0,13
subject,oracle_test_checkpoint,45,32,1,0.756697209781122,0.9424650746160378,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.04901577592501468,0.9359767748222355,-0.05356835273110866,0.9716599190283401,15,4,0,13
subject,oracle_test_checkpoint,46,32,1,1.0018659107162904,1.2864922787353388,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.2027390148488038,1.28779955889462,0.1131546658920182,0.95,15,5,0,12
subject,oracle_test_checkpoint,47,32,1,1.563582136966227,1.8206598486989036,0.8125,0.8299595141700404,0.8117647058823529,0.6494848686351458,0.023312444497652792,1.813517800521661,-0.1858729106110947,0.9433198380566803,14,5,1,12
subject,oracle_test_checkpoint,48,32,1,0.8300921077130998,1.029667761732207,0.875,0.8784313725490196,0.875,0.7568627450980392,0.17731648507944872,0.9610845807699395,-0.06117496251210892,0.9568627450980393,14,3,1,14
subject,oracle_test_checkpoint,49,32,1,0.9067409030166391,1.1414009094637876,0.75,0.8095238095238095,0.7490196078431373,0.5986618327360926,0.7737184790755353,1.3316696325086343,0.5318030698401276,0.8961038961038961,13,8,0,11
subject,oracle_test_checkpoint,50,32,1,1.1057081548712648,1.263921845644791,0.9375,0.9411764705882353,0.9375,0.8823529411764706,0.21338280496132989,1.2860895432780775,0.20181613502456353,1.0,15,2,0,15
subject,oracle_test_checkpoint,52,32,1,1.2040011917016644,1.4979577011390461,0.75,0.7878787878787878,0.746031746031746,0.5479936938801236,0.21257259125269637,1.3983624472285212,0.011899209564568055,0.8398268398268398,14,7,1,10
subject,oracle_test_checkpoint,53,32,1,0.854246718360431,1.0768990087592187,0.9375,0.9444444444444444,0.9372549019607843,0.8819171036881969,0.2246648137222053,0.8934942463418373,-0.00642952640269603,0.9761904761904762,16,2,0,14
subject,oracle_test_checkpoint,54,32,1,1.0593646621084511,1.3582864699434885,0.875,0.8888888888888888,0.875,0.7777777777777778,0.3160926014070513,1.415160932864053,0.30373713043745026,0.9722222222222222,14,4,0,14
subject,oracle_test_checkpoint,55,32,1,0.8760050636586725,1.0828759606884948,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.4556711432036077,1.2154548484692485,0.5074635747030126,0.9878542510121457,15,4,0,13
subject,oracle_test_checkpoint,56,32,1,0.8642621201640593,1.0961728129349793,0.9375,0.9411764705882353,0.9375,0.8823529411764706,0.04300982656698351,1.0862285750031415,-0.03461415594915226,0.9921568627450981,15,2,0,15
subject,oracle_test_checkpoint,57,32,1,0.9603068054612975,1.1191479533143665,0.9375,0.9365079365079365,0.9365079365079365,0.873015873015873,0.33311300250629766,1.0644010927273946,0.3503530201148045,0.9880952380952381,13,1,1,17
subject,oracle_test_checkpoint,58,32,1,0.7917629151958995,0.9721691444126025,0.84375,0.84375,0.8435972629521017,0.6888467201936644,0.245498347103914,0.9650647612965453,0.10819010371761166,0.9453125,13,3,2,14
subject,oracle_test_checkpoint,59,32,1,1.0834643914617295,1.3726230248682962,0.78125,0.8083333333333333,0.7793103448275862,0.598254541756288,0.028658715087491796,1.370997297920261,0.22000249658005538,0.9041666666666666,14,6,1,11
subject,oracle_test_checkpoint,60,32,1,1.0728824479940702,1.2157962008347254,0.90625,0.9166666666666667,0.906158357771261,0.828416869579514,0.1954584148865143,1.2403764851994616,0.21317701449454401,0.992063492063492,15,3,0,14
subject,oracle_test_checkpoint,61,32,1,1.5020803378882295,1.781641517291692,0.90625,0.9210526315789473,0.9054187192118226,0.827170191868511,0.20341059187815533,1.4155227972469693,-0.04778248038225342,0.9919028340080972,13,0,3,16
subject,oracle_test_checkpoint,62,32,1,1.0637239974147257,1.2311503292527717,1.0,1.0,1.0,1.0,0.18063044715124046,1.1466678482673742,0.25667719811430173,1.0,14,0,0,18
subject,oracle_test_checkpoint,63,32,1,0.9240548774941,1.1431305348048488,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.03601829206783739,1.1368553448155883,-0.15585256786185425,0.9919028340080972,15,4,0,13
subject,oracle_test_checkpoint,64,32,1,0.9927926821255204,1.2183810262522632,0.75,0.8260869565217391,0.7408906882591093,0.5875955600576714,0.04017549187068855,1.076333478297336,-0.2765082354218672,0.8792270531400965,15,8,0,9
subject,oracle_test_checkpoint,65,32,1,0.8146271431145222,0.9617459615540666,0.875,0.8784313725490196,0.875,0.7568627450980392,0.06437035389857626,0.955941659589858,-0.03441051919798019,0.9803921568627451,14,3,1,14
subject,stimulus_only_clean_file,1,32,1,0.9949596774193548,1.2045860597907678,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.0,1.1175376128242858,,0.93125,15,5,0,12
subject,stimulus_only_clean_file,2,32,1,1.2086693548387097,1.5487178326209212,0.875,0.8947368421052632,0.8745098039215686,0.7769911005144381,0.0,1.499820800408392,,0.8987854251012146,15,4,0,13
subject,stimulus_only_clean_file,3,32,1,1.0554435483870968,1.1964804330363776,0.84375,0.875,0.8423645320197044,0.7276068751089989,0.0,1.1803897435466537,,0.9708333333333333,15,5,0,12
subject,stimulus_only_clean_file,5,32,1,1.2268145161290323,1.4945269559497258,0.90625,0.90625,0.906158357771261,0.8140915784106943,0.0,1.4829722032698982,,0.96875,14,2,1,15
subject,stimulus_only_clean_file,6,32,1,1.045866935483871,1.1570929690036984,0.9375,0.9411764705882353,0.9375,0.8823529411764706,0.0,1.1527374217875292,,0.984313725490196,15,2,0,15
