target,test_subject,n,mean_deviation,std_deviation,mean_abs_deviation,rmse_deviation,positive_deviation_rate
arousal,7,32,-1.0433467741935485,1.2461858921407156,1.3487903225806452,1.6252851346734933,0.1875
arousal,8,32,-1.0115927419354838,1.630470033705313,1.7182459677419355,1.9187893074403857,0.25
arousal,9,32,1.0524193548387095,1.8981830747933253,1.6965725806451613,2.170411362822948,0.6875
arousal,10,32,-0.12247983870967742,1.7129972872947774,1.4380040322580645,1.7173703785641625,0.46875
arousal,11,32,0.703125,1.9006477694544373,1.6718749999999998,2.026535642212376,0.625
arousal,12,32,0.5126008064516129,1.2274284576871455,1.0922379032258065,1.3301654805004859,0.6875
arousal,13,32,-1.9642137096774195,1.4088788982214433,2.081149193548387,2.417245384138399,0.125
arousal,14,32,-1.5831653225806452,0.8494495885699882,1.610383064516129,1.7966571854818605,0.03125
arousal,15,32,-0.5035282258064515,1.6186477056527646,1.4349798387096775,1.6951581251313257,0.28125
arousal,16,32,-0.2494959677419355,1.371204820434612,1.1154233870967742,1.3937183709424947,0.34375
arousal,17,32,-0.5987903225806452,1.3129056407007988,1.1703629032258065,1.443007647866153,0.28125
arousal,18,32,0.639616935483871,2.1200614760696554,1.862399193548387,2.2144458644257767,0.5625
arousal,19,32,1.1476814516129032,1.4699453361764527,1.478326612903226,1.8649160854374134,0.71875
arousal,20,32,1.020665322580645,1.2400897101370107,1.2222782258064515,1.6061071539303806,0.78125
arousal,21,32,0.036290322580645185,1.631799589761145,1.277217741935484,1.632203078252718,0.5
arousal,22,32,-0.5035282258064516,2.143575596227557,1.9672379032258065,2.2019212090640568,0.40625
arousal,23,32,0.8618951612903224,1.1590966729438268,1.2278225806451613,1.4444266565960073,0.78125
arousal,24,32,-0.027217741935483875,1.4823221092336485,1.310483870967742,1.48257196823593,0.40625
arousal,25,32,-0.05897177419354839,2.18923247648393,1.7767137096774193,2.1900265994374353,0.4375
arousal,26,32,-1.202116935483871,1.7189293581328962,1.861391129032258,2.0975708009095437,0.21875
arousal,27,32,0.766633064516129,1.3302540014938895,1.2263104838709675,1.535350762562059,0.75
arousal,28,32,-1.1703629032258065,1.2832399966930983,1.3870967741935485,1.736794234893714,0.1875
arousal,29,32,-0.5035282258064517,1.3387930792556502,1.0892137096774193,1.4303522584477637,0.28125
arousal,30,32,0.03629032258064514,0.9561639397658943,0.7550403225806451,0.956852374832003,0.4375
arousal,31,32,0.8301411290322582,2.1966185537351026,2.011592741935484,2.3482477221801465,0.625
arousal,32,32,0.13155241935483866,1.2823728733282098,1.0398185483870965,1.2891028761453294,0.625
arousal,33,32,-0.7258064516129032,1.5470529366384678,1.466733870967742,1.7088498453534822,0.375
arousal,34,32,-0.4717741935483871,1.2872001029750018,1.1975806451612905,1.370932162726182,0.34375
arousal,35,32,0.29032258064516125,1.5253824941246354,1.1804435483870968,1.552764938493383,0.53125
arousal,36,32,0.576108870967742,1.5074025758264082,1.3986895161290323,1.6137422213029615,0.59375
arousal,37,32,0.4490927419354839,1.513886625498777,1.2988911290322582,1.579093729239403,0.53125
arousal,38,32,0.19506048387096772,1.3855566244123854,1.1134072580645162,1.3992196939083654,0.5
arousal,39,32,-0.47177419354838707,1.9867742000953235,1.719758064516129,2.042019248651355,0.34375
arousal,40,32,1.0841733870967742,2.710396573079377,2.499495967741935,2.919191928710636,0.625
arousal,41,32,-1.9642137096774193,1.4959771670373037,2.0055443548387095,2.4690247430071826,0.03125
arousal,42,32,2.0685483870967745,1.660115463055621,2.253024193548387,2.6523340250498326,0.90625
arousal,43,32,-0.12247983870967742,1.802734417937777,1.5972782258064515,1.8068903377094594,0.5625
arousal,44,32,-0.5035282258064517,2.4099202277826843,1.9823588709677418,2.461961855606203,0.3125
arousal,45,32,0.38558467741935476,1.4722953086219466,1.142641129032258,1.5219490856302587,0.5625
arousal,46,32,0.09979838709677419,1.9285807571028841,1.4858870967741935,1.9311611674675555,0.53125
arousal,47,32,0.6713709677419355,2.3476946080537613,2.015120967741935,2.441804445284562,0.625
arousal,48,32,0.09979838709677409,1.300879429561996,1.0493951612903225,1.3047018848475163,0.5
arousal,49,32,-1.6784274193548387,1.692520509403907,2.065524193548387,2.3836409706151227,0.125
arousal,50,32,-0.027217741935483958,1.3910614610751582,1.2056451612903225,1.3913277090479512,0.53125
arousal,52,32,0.5126008064516129,1.9522573515044046,1.702116935483871,2.018432152260223,0.625
arousal,53,32,-0.34475806451612906,1.0633145558549586,0.8991935483870968,1.1178085559441453,0.4375
arousal,54,32,0.13155241935483875,1.6942831997212953,1.4773185483870968,1.6993827114266937,0.46875
arousal,55,32,-2.25,0.9986088789050975,2.25,2.4616497908979853,0.0
arousal,56,32,0.5443548387096774,1.3444179697621401,1.2288306451612905,1.4504419560416728,0.53125
arousal,57,32,0.09979838709677427,2.1643328274237774,1.836693548387097,2.166632480586249,0.46875
arousal,58,32,-1.1068548387096775,1.133263600349544,1.3074596774193548,1.5841130079171235,0.15625
arousal,59,32,1.2429435483870965,1.6408958852975948,1.5524193548387097,2.058506247467732,0.6875
arousal,60,32,1.2429435483870968,2.0713483906629713,2.089717741935484,2.415655774314542,0.65625
arousal,61,32,-0.8845766129032258,1.641778371653087,1.611391129032258,1.8649160854374134,0.28125
arousal,62,32,-0.37651209677419356,2.058781133828381,1.742439516129032,2.092926447829683,0.375
arousal,63,32,-0.28125,2.1644511428246234,1.8578629032258065,2.1826475464845023,0.34375
arousal,64,32,0.13155241935483863,1.5037030977647274,1.2545362903225805,1.5094466023232982,0.53125
arousal,65,32,-1.0433467741935485,1.7398221083540357,1.908266129032258,2.0286826907965585,0.28125
