target,feature_block,model,k_calibration,candidate_rmse,locked_B2_k16_rmse,pooled_delta_rmse_candidate_minus_locked_B2,pooled_lift_vs_locked_B2_rmse,subjects_with_pair,mean_delta_rmse_candidate_minus_locked_B2,median_delta_rmse_candidate_minus_locked_B2,ci95_low_mean_delta_candidate_minus_locked_B2,ci95_high_mean_delta_candidate_minus_locked_B2,wins_vs_locked_B2,losses_vs_locked_B2,ties_vs_locked_B2,win_margin_vs_locked_B2,subject_evidence_status,passes_sample_reduction_gate,reason
valence,emg_existing_22,physio_context_ridge100,4,1.5161958340928663,1.1591886890005123,0.357007145092354,-0.357007145092354,63,0.1992697563726769,0.07981463980462022,0.08016982595082352,0.40321296729993317,18,45,0,-27,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_residual_ridge1000,16,1.5162872177133389,1.1591886890005123,0.35709852871282655,-0.35709852871282655,63,0.19487149967537387,0.07913479625310926,0.07492153547031082,0.39893459073014487,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_residual_ridge1000,4,1.5361084188886838,1.1591886890005123,0.37691972988817146,-0.37691972988817146,63,0.20112757041336943,0.07651303924038855,0.07764789306602006,0.41352560581920933,14,49,0,-35,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_context_ridge1000,8,1.5923738901493094,1.1591886890005123,0.4331852011487971,-0.4331852011487971,63,0.3404105896371733,0.22963044276906164,0.22333463483573232,0.5074233076522437,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_context_ridge1000,16,1.6087789908267978,1.1591886890005123,0.44959030182628545,-0.44959030182628545,63,0.34283727480974124,0.23210001562257232,0.21962038468970427,0.5205463683725865,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_existing_22,physio_context_ridge1000,4,1.6234836514171165,1.1591886890005123,0.4642949624166042,-0.4642949624166042,63,0.34978940130404057,0.22464722860767972,0.2214858224399542,0.5350708101191257,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_residual_ridge1000,16,1.782616369457419,1.1591886890005123,0.6234276804569068,-0.6234276804569068,63,0.24275986969952218,0.08427683644054484,0.07305374020166275,0.5488567035382776,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_residual_ridge1000,4,1.8248738531916875,1.1591886890005123,0.6656851641911752,-0.6656851641911752,63,0.25008322975455793,0.07777953912248126,0.07355512462359212,0.573831369616665,15,48,0,-33,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_residual_ridge1000,8,1.853742707086834,1.1591886890005123,0.6945540180863217,-0.6945540180863217,63,0.2560917204331114,0.08555231349763848,0.07426670399718181,0.5852238345097324,12,51,0,-39,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_context_ridge1000,16,2.063087021958763,1.1591886890005123,0.9038983329582508,-0.9038983329582508,63,0.44750228173025014,0.23664184387108222,0.23107936555394987,0.8185059588952474,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_context_ridge1000,4,2.111377004330443,1.1591886890005123,0.9521883153299309,-0.9521883153299309,63,0.4560302748676064,0.2345846426509326,0.23126381107403285,0.8426653773701761,8,55,0,-47,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_context_ridge1000,8,2.1438335177691297,1.1591886890005123,0.9846448287686174,-0.9846448287686174,63,0.4613366741607449,0.23323420044390275,0.22983134335550112,0.8564580460090855,9,54,0,-45,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_residual_ridge100,16,4.765203274834114,1.1591886890005123,3.606014585833602,-3.606014585833602,63,0.6809552839129376,0.09269892237255839,0.08391167525873576,1.832822764788281,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_context_ridge100,16,4.905611026872506,1.1591886890005123,3.7464223378719943,-3.7464223378719943,63,0.7024303272832554,0.08436870993413748,0.08750233176735858,1.8856705698033795,16,47,0,-31,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_residual_ridge100,4,4.966997090490838,1.1591886890005123,3.807808401490326,-3.807808401490326,63,0.707059825178593,0.0829119732121244,0.08526412868184435,1.907651760056399,14,49,0,-35,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_residual_ridge100,8,5.105458990394219,1.1591886890005123,3.9462703013937066,-3.9462703013937066,63,0.7259033681140677,0.08916940931755557,0.08523559490194607,1.9663561467268456,12,51,0,-39,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_context_ridge100,4,5.11412534265566,1.1591886890005123,3.954936653655148,-3.954936653655148,63,0.7293032319082748,0.0822809307759671,0.08854799359967741,1.9713459044525732,14,49,0,-35,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
valence,emg_bsl_stats_22,physio_context_ridge100,8,5.257131953452437,1.1591886890005123,4.097943264451925,-4.097943264451925,63,0.7485299093035446,0.08273289875120082,0.08841603200532293,2.025280827033308,13,50,0,-37,AVAILABLE,False,pooled candidate RMSE is not within +0.020 of locked k=16 B2; bootstrap upper CI for subject delta is not <= +0.020; win margin vs locked B2 is below -3
