target,k_calibration,model,locked_reference_model,subjects,candidate_rmse_pooled,locked_reference_rmse_pooled,pooled_lift_vs_locked_reference_rmse,lift_vs_stimulus_rmse,mean_subject_improvement_locked_minus_model,median_subject_improvement_locked_minus_model,ci95_low_mean_subject_improvement,ci95_high_mean_subject_improvement,signflip_p_one_sided_mean_gt_zero,wins,losses,ties,win_margin,sign_test_p_one_sided_wins_gt_losses,passes_confirmatory_metric,pearson,spearman,ccc
arousal,1,bias_huber,bias_shrink4,8,2.3872122011841665,2.231847703988458,-0.1553644971957086,0.0285365102373451,-0.13870838334938043,-0.14889796319886905,-0.5031919011541985,0.2304956084796586,0.7563621818909054,4,4,0,0,0.63671875,False,0.5430922841899648,0.537215303271091,0.5430521785718597
arousal,1,bias_mean,bias_shrink4,8,2.3872122011841665,2.231847703988458,-0.1553644971957086,0.0285365102373451,-0.13870838334938043,-0.14889796319886905,-0.5050044664277524,0.2296280292056985,0.7561121943902804,4,4,0,0,0.63671875,False,0.5430922841899648,0.537215303271091,0.5430521785718597
arousal,1,bias_median,bias_shrink4,8,2.3872122011841665,2.231847703988458,-0.1553644971957086,0.0285365102373451,-0.13870838334938043,-0.14889796319886905,-0.5040751602345336,0.22382259090776283,0.7554122293885306,4,4,0,0,0.63671875,False,0.5430922841899648,0.537215303271091,0.5430521785718597
arousal,1,bias_trimmed_mean,bias_shrink4,8,2.3872122011841665,2.231847703988458,-0.1553644971957086,0.0285365102373451,-0.13870838334938043,-0.14889796319886905,-0.5000418541045326,0.22669513072357378,0.7553622318884056,4,4,0,0,0.63671875,False,0.5430922841899648,0.537215303271091,0.5430521785718597
arousal,2,affine_residual_ridge1,bias_shrink4,8,2.236924687795567,2.0619662780881725,-0.1749584097073944,0.1709704892570949,-0.1429128270375237,-0.20204431685338253,-0.4462337357643291,0.1811098604951982,0.7959602019899005,3,5,0,-2,0.85546875,False,0.6058296566936563,0.6012466098375352,0.6054561979206348
arousal,1,stimulus_only,bias_shrink4,8,2.415748711421512,2.231847703988458,-0.1839010074330538,0.0,-0.1657775385820752,-0.1598845506197395,-0.28372199380906793,-0.05093268892449579,0.9726013699315035,3,5,0,-2,0.85546875,False,0.3196033827759601,0.3206808116495175,0.266815116653427
arousal,2,stimulus_only,bias_shrink4,8,2.4078951770526618,2.0619662780881725,-0.3459288989644893,0.0,-0.31511411721715743,-0.3160809082993721,-0.5399170857729592,-0.1053351222402254,0.984300784960752,1,7,0,-6,0.99609375,False,0.3200950251589046,0.3197463844052329,0.2681058977473502
arousal,4,stimulus_only,bias_shrink4,8,2.4022271235379105,1.9368991091859824,-0.465328014351928,0.0,-0.4314265315572186,-0.4532524985046198,-0.7359911735127778,-0.1450357538702972,0.9717014149292535,3,5,0,-2,0.85546875,False,0.3268901181181959,0.3268935149841581,0.2723057832468806
arousal,8,stimulus_only,bias_shrink4,8,2.407846618897486,1.8150233627301429,-0.592823256167343,0.0,-0.5546415845602428,-0.6286173775854675,-0.8994619068524263,-0.2251622514597122,0.9805009749512524,2,6,0,-4,0.96484375,False,0.3183335929489735,0.3187863327362745,0.2664435814305617
arousal,16,stimulus_only,bias_shrink4,8,2.4400937926310813,1.785586825808255,-0.6545069668228263,0.0,-0.622473421365327,-0.6879613798450354,-1.0364054104224463,-0.24384011960746055,0.9749512524373781,2,6,0,-4,0.96484375,False,0.3033588573413693,0.3033660574142192,0.252941455435439
valence,8,kernel_residual_shrink4,bias_shrink4,8,1.277144999137487,1.3023793881117096,0.0252343889742225,0.0172227877326416,0.03712087757975831,-0.005794954336203917,-0.01122229215333981,0.10251209943789381,0.25238738063096844,2,6,0,-4,0.96484375,False,0.8785563789672121,0.8489653886924314,0.873775591363669
