target,k_calibration,model,metric,pooled_rmse,pooled_residual_rmse,pooled_lift_vs_stimulus_rmse,pooled_lift_vs_stimulus_residual_rmse,pearson,ccc,subjects,mean_improvement_stimulus_minus_model,median_improvement_stimulus_minus_model,ci95_low_mean_improvement,ci95_high_mean_improvement,signflip_p_one_sided_mean_gt_zero,wins,losses,ties,win_margin,sign_test_p_one_sided_wins_gt_losses,passes_confirmatory_metric
arousal,2,stimulus_plus_fewshot_bias_shrink4,rmse,2.094399047367648,2.094399047367648,0.31893691685086,0.31893691685086,0.5367316570007113,0.4628217058616203,8,0.2839596548316018,0.32911841846956325,0.09802983468987338,0.486525385433425,0.028194361127774445,6,2,0,4,0.14453125,True
arousal,2,stimulus_plus_fewshot_bias_shrink4,residual_rmse,2.094399047367648,2.094399047367648,0.31893691685086,0.31893691685086,0.5367316570007113,0.4628217058616203,8,0.28395965483160185,0.32911841846956325,0.09631261379113391,0.4844013911809439,0.023595280943811237,6,2,0,4,0.14453125,True
arousal,4,stimulus_only,rmse,2.4063933308945487,2.4063933308945487,0.0,0.0,0.3229115677857153,0.2705862802964889,8,0.00418072654476187,0.005158433946732988,-0.003349072023587052,0.012139798464148062,0.17476504699060189,5,3,0,2,0.36328125,False
arousal,4,stimulus_only,residual_rmse,2.4063933308945487,2.4063933308945487,0.0,0.0,0.3229115677857153,0.2705862802964889,8,0.00418072654476187,0.005158433946732988,-0.0036583887389149083,0.012082566973849287,0.18056388722255548,5,3,0,2,0.36328125,False
arousal,4,stimulus_plus_fewshot_bias,rmse,1.9033739894544577,1.9033739894544577,0.503019341440091,0.503019341440091,0.6733268852526267,0.6680385896005565,8,0.4834639383856978,0.5553636915838137,0.0757660205028235,0.9011462170160246,0.038592281543691265,5,3,0,2,0.36328125,False
arousal,4,stimulus_plus_fewshot_bias,residual_rmse,1.9033739894544577,1.9033739894544577,0.503019341440091,0.503019341440091,0.6733268852526267,0.6680385896005565,8,0.48346393838569773,0.5553636915838137,0.07627613145145132,0.9008207270618335,0.03579284143171366,5,3,0,2,0.36328125,False
arousal,4,stimulus_plus_fewshot_bias_shrink4,rmse,1.942827540947208,1.942827540947208,0.4635657899473411,0.4635657899473411,0.6203680891477518,0.5556153988833102,8,0.4322229860591745,0.5199270691952773,0.1504467939740805,0.7141275687045481,0.030393921215756847,5,3,0,2,0.36328125,False
arousal,4,stimulus_plus_fewshot_bias_shrink4,residual_rmse,1.942827540947208,1.942827540947208,0.4635657899473411,0.4635657899473411,0.6203680891477518,0.5556153988833102,8,0.4322229860591745,0.5199270691952773,0.15274186130733153,0.7173466388137376,0.033593281343731254,5,3,0,2,0.36328125,False
arousal,8,stimulus_only,rmse,2.4138995711205102,2.4138995711205102,0.0,0.0,0.3118403916719451,0.2618872339992906,8,-0.0022673019607324374,-0.0012250827939679354,-0.012994553516721906,0.0077745513329209055,0.6590681863627275,4,4,0,0,0.63671875,False
arousal,8,stimulus_only,residual_rmse,2.4138995711205102,2.4138995711205102,0.0,0.0,0.3118403916719451,0.2618872339992906,8,-0.0022673019607324374,-0.0012250827939679354,-0.012882893676272655,0.008038001935925233,0.6578684263147371,4,4,0,0,0.63671875,False
arousal,8,stimulus_plus_fewshot_bias,rmse,1.7980353950597732,1.7980353950597734,0.6158641760607371,0.6158641760607368,0.6991229197173278,0.6883974676642026,8,0.5878677854183718,0.6506141538822797,0.1929185778545317,0.9870071687050918,0.033193361327734455,5,3,0,2,0.36328125,False
arousal,8,stimulus_plus_fewshot_bias,residual_rmse,1.7980353950597732,1.7980353950597734,0.6158641760607371,0.6158641760607368,0.6991229197173278,0.6883974676642026,8,0.5878677854183718,0.6506141538822797,0.19139581776036962,1.0004379596032023,0.033793241351729654,5,3,0,2,0.36328125,False
arousal,8,stimulus_plus_fewshot_bias_shrink4,rmse,1.835906898053928,1.835906898053928,0.5779926730665823,0.5779926730665823,0.6682932799495251,0.6179026886811352,8,0.5407329253946179,0.5981715475160687,0.20094159570507536,0.8894496362608504,0.026794641071785644,6,2,0,4,0.14453125,True
arousal,8,stimulus_plus_fewshot_bias_shrink4,residual_rmse,1.835906898053928,1.835906898053928,0.5779926730665823,0.5779926730665823,0.6682932799495251,0.6179026886811352,8,0.540732925394618,0.5981715475160687,0.19776783753411536,0.8684424363045518,0.022195560887822437,6,2,0,4,0.14453125,True
arousal,16,stimulus_only,rmse,2.402525111890676,2.402525111890676,0.0,0.0,0.3227878540646357,0.2704400801532331,8,0.0041840896985312626,0.002654931043323261,-0.014325237604474244,0.022297429851785015,0.33473305338932213,4,4,0,0,0.63671875,False
arousal,16,stimulus_only,residual_rmse,2.402525111890676,2.402525111890676,0.0,0.0,0.3227878540646357,0.2704400801532331,8,0.0041840896985312626,0.002654931043323261,-0.014197878287687348,0.022546029492437586,0.34413117376524693,4,4,0,0,0.63671875,False
arousal,16,stimulus_plus_fewshot_bias,rmse,1.7516664236906534,1.7516664236906534,0.6508586882000227,0.6508586882000227,0.7148390182054318,0.7020610243695086,8,0.632777814664877,0.6948098798420234,0.24741912019452011,1.0478999594432399,0.033193361327734455,5,3,0,2,0.36328125,False
arousal,16,stimulus_plus_fewshot_bias,residual_rmse,1.7516664236906534,1.7516664236906534,0.6508586882000227,0.6508586882000227,0.7148390182054318,0.7020610243695086,8,0.632777814664877,0.6948098798420234,0.2356758068923448,1.0471296162037282,0.033993201359728054,5,3,0,2,0.36328125,False
arousal,16,stimulus_plus_fewshot_bias_shrink4,rmse,1.762086487169488,1.762086487169488,0.6404386247211882,0.6404386247211882,0.7020376257179879,0.6667452385761672,8,0.6173275087160099,0.6947302867802022,0.23995364771229896,1.011072982031436,0.027394521095780843,6,2,0,4,0.14453125,True
arousal,16,stimulus_plus_fewshot_bias_shrink4,residual_rmse,1.762086487169488,1.762086487169488,0.6404386247211882,0.6404386247211882,0.7020376257179879,0.6667452385761672,8,0.6173275087160099,0.6947302867802022,0.2360391680147448,1.0126274060446259,0.029194161167766446,6,2,0,4,0.14453125,True
valence,1,stimulus_only,rmse,1.288328116237814,1.288328116237814,0.0,0.0,0.8763604467059027,0.8722383513285012,8,0.0014298725613435814,0.0011796603043017218,-0.00035482807925775873,0.003263600536959408,0.10537892421515697,5,3,0,2,0.36328125,False
valence,1,stimulus_only,residual_rmse,1.288328116237814,1.288328116237814,0.0,0.0,0.8763604467059027,0.8722383513285012,8,0.0014298725613435814,0.0011796603043017218,-0.00033997003748082176,0.0032985369482982662,0.10617876424715057,5,3,0,2,0.36328125,False
valence,1,stimulus_plus_fewshot_bias,rmse,1.820564989097067,1.820564989097067,-0.532236872859253,-0.532236872859253,0.7773023303998854,0.7757613200381721,8,-0.5248160494886207,-0.5257200639167665,-0.581837799790014,-0.4657972037353162,1.0,0,8,0,-8,1.0,False
valence,1,stimulus_plus_fewshot_bias,residual_rmse,1.820564989097067,1.820564989097067,-0.532236872859253,-0.532236872859253,0.7773023303998854,0.7757613200381721,8,-0.5248160494886207,-0.5257200639167665,-0.5799537001072715,-0.46566664744211705,1.0,0,8,0,-8,1.0,False
valence,1,stimulus_plus_fewshot_bias_shrink4,rmse,1.3054096186820934,1.3054096186820934,-0.0170815024442794,-0.0170815024442794,0.8732328138808453,0.8695439652659185,8,-0.01588895551415201,-0.02195398899119838,-0.024383233644818782,-0.0066921585915168166,0.9796040791841631,2,6,0,-4,0.96484375,False
valence,1,stimulus_plus_fewshot_bias_shrink4,residual_rmse,1.3054096186820934,1.3054096186820934,-0.0170815024442794,-0.0170815024442794,0.8732328138808453,0.8695439652659185,8,-0.01588895551415201,-0.02195398899119838,-0.024343307284472034,-0.0063573815369042455,0.9814037192561488,2,6,0,-4,0.96484375,False
valence,2,stimulus_only,rmse,1.2893902477079444,1.2893902477079444,0.0,0.0,0.8760992221543004,0.8721230993142107,8,0.0009149162271440692,-0.0008597154047230715,-0.0033789992664133815,0.005643497206086734,0.36272745450909816,3,5,0,-2,0.85546875,False
valence,2,stimulus_only,residual_rmse,1.2893902477079444,1.2893902477079444,0.0,0.0,0.8760992221543004,0.8721230993142107,8,0.0009149162271440692,-0.0008597154047230715,-0.003515943671964307,0.005593646003014468,0.34693061387722457,3,5,0,-2,0.85546875,False
valence,2,stimulus_plus_fewshot_bias,rmse,1.537111767255073,1.5371117672550731,-0.2477215195471285,-0.2477215195471287,0.8296976155609239,0.829334268877638,8,-0.24711487641956997,-0.2513237687441041,-0.29173771210884264,-0.2015687007422732,1.0,0,8,0,-8,1.0,False
valence,2,stimulus_plus_fewshot_bias,residual_rmse,1.537111767255073,1.5371117672550731,-0.2477215195471285,-0.2477215195471287,0.8296976155609239,0.829334268877638,8,-0.24711487641957003,-0.2513237687441042,-0.2903311025925723,-0.20148597226191828,1.0,0,8,0,-8,1.0,False
valence,2,stimulus_plus_fewshot_bias_shrink4,rmse,1.3048177342939091,1.3048177342939091,-0.0154274865859649,-0.0154274865859649,0.8733010229737004,0.86992176800416,8,-0.015153931225977357,-0.02395594871084028,-0.030359989920046754,0.0017918281880462423,0.9424115176964607,3,5,0,-2,0.85546875,False
valence,2,stimulus_plus_fewshot_bias_shrink4,residual_rmse,1.3048177342939091,1.3048177342939091,-0.0154274865859649,-0.0154274865859649,0.8733010229737004,0.86992176800416,8,-0.015153931225977274,-0.02395594871084017,-0.03047806688046389,0.0012278791565027264,0.9432113577284543,3,5,0,-2,0.85546875,False
valence,4,stimulus_only,rmse,1.2920203910782906,1.2920203910782906,0.0,0.0,0.875450595623426,0.8715159786962541,8,-0.0018985988375031515,-0.0027108923826798526,-0.006684975557876331,0.0025395054216834634,0.75124975004999,3,5,0,-2,0.85546875,False
valence,4,stimulus_only,residual_rmse,1.2920203910782906,1.2920203910782906,0.0,0.0,0.875450595623426,0.8715159786962541,8,-0.0018985988375031515,-0.0027108923826798526,-0.006392956531656541,0.0026394283665221703,0.7536492701459708,3,5,0,-2,0.85546875,False
valence,4,stimulus_plus_fewshot_bias,rmse,1.3919880530363464,1.3919880530363464,-0.0999676619580558,-0.0999676619580558,0.8569689255447687,0.855284538715286,8,-0.10156540081464524,-0.09851348617400124,-0.132858505720274,-0.07077125332222975,1.0,0,8,0,-8,1.0,False
valence,4,stimulus_plus_fewshot_bias,residual_rmse,1.3919880530363464,1.3919880530363464,-0.0999676619580558,-0.0999676619580558,0.8569689255447687,0.855284538715286,8,-0.1015654008146453,-0.09851348617400146,-0.13208842055435202,-0.06893532316836296,1.0,0,8,0,-8,1.0,False
valence,4,stimulus_plus_fewshot_bias_shrink4,rmse,1.3035629979459,1.3035629979459,-0.0115426068676094,-0.0115426068676094,0.8734571023481963,0.8701516995461522,8,-0.013652596109383436,-0.027634804096943077,-0.03504209329286473,0.011364835686935304,0.8472305538892222,3,5,0,-2,0.85546875,False
valence,4,stimulus_plus_fewshot_bias_shrink4,residual_rmse,1.3035629979459,1.3035629979459,-0.0115426068676094,-0.0115426068676094,0.8734571023481963,0.8701516995461522,8,-0.013652596109383436,-0.027634804096943077,-0.035644139709771025,0.012265565511364845,0.8442311537692462,3,5,0,-2,0.85546875,False
valence,8,stimulus_only,rmse,1.288689513911441,1.288689513911441,0.0,0.0,0.87648590770717,0.8723652174826708,8,0.0015117451763976275,-0.0011512520235172907,-0.0071748178347209035,0.010911898056941833,0.40251949610077986,4,4,0,0,0.63671875,False
valence,8,stimulus_only,residual_rmse,1.288689513911441,1.288689513911441,0.0,0.0,0.87648590770717,0.8723652174826708,8,0.0015117451763976275,-0.0011512520235172907,-0.007217176578436731,0.010790246303697197,0.396120775844831,4,4,0,0,0.63671875,False
valence,8,stimulus_plus_fewshot_bias,rmse,1.3348011226358014,1.3348011226358014,-0.0461116087243604,-0.0461116087243604,0.8681318966248516,0.8655639027897122,8,-0.04377686499470437,-0.048169977919401696,-0.07610093046095656,-0.012442993638377526,0.9748050389922016,3,5,0,-2,0.85546875,False
valence,8,stimulus_plus_fewshot_bias,residual_rmse,1.3348011226358014,1.3348011226358014,-0.0461116087243604,-0.0461116087243604,0.8681318966248516,0.8655639027897122,8,-0.04377686499470432,-0.048169977919401474,-0.07722564034666352,-0.012232770065106818,0.9724055188962207,3,5,0,-2,0.85546875,False
valence,8,stimulus_plus_fewshot_bias_shrink4,rmse,1.295204311753043,1.295204311753043,-0.006514797841602,-0.006514797841602,0.8754800260630142,0.8720278860358652,8,-0.004822576395530576,-0.009270098717977238,-0.031071164074672086,0.022979041415624235,0.6246750649870026,3,5,0,-2,0.85546875,False
valence,8,stimulus_plus_fewshot_bias_shrink4,residual_rmse,1.295204311753043,1.295204311753043,-0.006514797841602,-0.006514797841602,0.8754800260630142,0.8720278860358652,8,-0.00482257639553052,-0.009270098717977016,-0.030114392671081708,0.023461338861779073,0.621875624875025,3,5,0,-2,0.85546875,False
valence,16,stimulus_only,rmse,1.2929262017862064,1.2929262017862064,0.0,0.0,0.8756190320739434,0.8711658690133588,8,-0.0037699616314266493,-0.012716957848106891,-0.016816290146487767,0.012196777618755747,0.6756648670265947,2,6,0,-4,0.96484375,False
valence,16,stimulus_only,residual_rmse,1.2929262017862064,1.2929262017862064,0.0,0.0,0.8756190320739434,0.8711658690133588,8,-0.0037699616314266493,-0.012716957848106891,-0.01699233519719593,0.012288305754749039,0.6630673865226955,2,6,0,-4,0.96484375,False
valence,16,stimulus_plus_fewshot_bias,rmse,1.294166784389217,1.294166784389217,-0.0012405826030106,-0.0012405826030106,0.8757812419679603,0.8723302543596341,8,-0.004982633399579189,0.004468957079308167,-0.04035425550325005,0.03174399228681461,0.586882623475305,4,4,0,0,0.63671875,False
valence,16,stimulus_plus_fewshot_bias,residual_rmse,1.294166784389217,1.294166784389217,-0.0012405826030106,-0.0012405826030106,0.8757812419679603,0.8723302543596341,8,-0.004982633399579189,0.004468957079308167,-0.04068300882928519,0.029406170879595295,0.5970805838832234,4,4,0,0,0.63671875,False
valence,16,stimulus_plus_fewshot_bias_shrink4,rmse,1.2838485470789516,1.2838485470789516,0.0090776547072548,0.0090776547072548,0.8776558013322621,0.8738323016818372,8,0.005147884014679693,0.013279081877131005,-0.026163727659838102,0.036469376777424255,0.39172165566886624,4,4,0,0,0.63671875,False
valence,16,stimulus_plus_fewshot_bias_shrink4,residual_rmse,1.2838485470789516,1.2838485470789516,0.0090776547072548,0.0090776547072548,0.8776558013322621,0.8738323016818372,8,0.005147884014679693,0.013279081877131005,-0.02689868402774089,0.03613338817143699,0.3719256148770246,4,4,0,0,0.63671875,False
