test_subject,scope,model_group,task,n,subjects,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,mcc,cohen_kappa,auroc,average_precision,true_high_rate,pred_high_rate,majority_class_accuracy,accuracy_lift_vs_majority,valence_mae_score,valence_rmse_score,valence_pearson_score,valence_spearman_score,valence_true_score_std,valence_pred_score_std,valence_pred_over_true_std_ratio,valence_mae_deviation,valence_rmse_deviation,valence_pearson_deviation,valence_spearman_deviation,valence_sign_accuracy_deviation,valence_true_deviation_std,valence_pred_deviation_std,valence_pred_over_true_deviation_std_ratio,valence_mean_abs_true_deviation,valence_mean_abs_pred_deviation,arousal_mae_score,arousal_rmse_score,arousal_pearson_score,arousal_spearman_score,arousal_true_score_std,arousal_pred_score_std,arousal_pred_over_true_std_ratio,arousal_mae_deviation,arousal_rmse_deviation,arousal_pearson_deviation,arousal_spearman_deviation,arousal_sign_accuracy_deviation,arousal_true_deviation_std,arousal_pred_deviation_std,arousal_pred_over_true_deviation_std_ratio,arousal_mean_abs_true_deviation,arousal_mean_abs_pred_deviation,dimension_hamming_accuracy,both_dimensions_correct_rate,only_valence_correct_rate,only_arousal_correct_rate,neither_dimension_correct_rate,true_rate_LV_LA,pred_rate_LV_LA,true_rate_LV_HA,pred_rate_LV_HA,true_rate_HV_LA,pred_rate_HV_LA,true_rate_HV_HA,pred_rate_HV_HA
6,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.34375,0.41666666666666663,0.4783549783549783,0.41666666666666663,0.2873806998939554,0.46275185577942735,-0.0849411985729376,-0.030674846625766916,0.5333333333333333,0.9534953039257266,0.9375,0.34375,0.9375,-0.59375,,,,,,,,,,,,,,,,,,3.0243398941482154,3.440776666668472,0.20510289519985272,0.2545494037550758,1.39159025488827,1.7325991504592628,1.2450497870130077,3.0243398941482154,3.4407766666684716,-0.012882038676530748,-0.0813782991202346,0.71875,1.790167901902087,0.8402001615337994,0.46934154089155633,3.337701612903226,0.7893125846623077,,,,,,,,,,,,,
6,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.34375,0.38888888888888884,0.45238095238095233,0.29166666666666663,0.28502415458937197,0.4441425120772947,0.27271330384878273,0.2047337278106509,,,,,0.46875,-0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.640625,0.34375,0.59375,0.0,0.0625,0.0625,0.21875,0.46875,0.25,0.0,0.4375,0.46875,0.09375
7,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.84375,0.875,0.8529411764705883,0.875,0.8423645320197044,0.8460591133004927,0.7276068751089989,0.6923076923076923,0.9958333333333333,0.9935897435897435,0.375,0.53125,0.625,0.21875,0.6216224875123575,0.7588508328901998,0.9435556845166329,0.94521817603233,1.8874586088176875,2.189056928548673,1.1597906933274411,0.6216224875123575,0.7588508328901998,0.17420445800026063,0.19636965016674152,0.53125,0.7539040491205143,0.05217034382780955,0.06920024357025403,0.6224798387096775,0.050177913955183076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.6875,0.6875,0.5,0.34375,0.4074074074074074,0.8148148148148148,,,,,0.0,0.3125,1.0,-0.3125,,,,,,,,,,,,,,,,,,1.1756451051536903,1.4837481967440393,0.6872055598703808,0.7106780935051227,0.909477013178453,1.6818511064603767,1.8492508134766055,1.1756451051536905,1.4837481967440393,0.08298682627355125,0.073503803809764,0.71875,1.2461858921407156,0.2091590109605234,0.1678393346285274,1.3487903225806452,0.2627716358476211,,,,,,,,,,,,,
7,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.53125,0.5916666666666667,0.41666666666666663,0.29583333333333334,0.31481481481481477,0.6018518518518519,0.39150310638223595,0.31818181818181823,,,,,0.625,-0.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,0.53125,0.3125,0.15625,0.0,0.625,0.21875,0.0,0.25,0.375,0.46875,0.0,0.0625
8,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.96875,0.96875,0.9705882352941176,0.96875,0.9687194525904204,0.9687194525904204,0.9393364366277243,0.9375,1.0,1.0,0.5,0.53125,0.5,0.46875,0.7763212592014572,0.9895956966113031,0.9414081594317606,0.9288177621641441,2.692582403567252,2.1966897330862136,0.8158300857107015,0.7763212592014573,0.989595696611303,0.042021005859721856,0.06232242717037345,0.625,0.9651393883815917,0.13634027416076414,0.14126485334853764,0.830141129032258,0.15538613390470624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.8125,0.7916666666666667,0.7545454545454545,0.7916666666666667,0.7681159420289855,0.8188405797101449,0.5449492609130661,0.5384615384615384,0.9166666666666667,0.8073232323232323,0.25,0.3125,0.75,0.0625,,,,,,,,,,,,,,,,,,1.5213265562217364,1.740985124636254,0.7872197374073776,0.7865903393049227,2.4929588343973914,1.6059209657824542,0.6441827051548566,1.5213265562217364,1.7409851246362538,0.33289803212068997,0.344574780058651,0.75,1.630470033705313,0.18676981482777485,0.11454967645324819,1.7182459677419355,0.2914664405874646,,,,,,,,,,,,,
8,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.78125,0.7708333333333334,0.825,0.7708333333333334,0.739766081871345,0.7763157894736842,0.7158188976374374,0.6888888888888889,,,,,0.375,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.890625,0.78125,0.1875,0.03125,0.0,0.375,0.21875,0.125,0.25,0.375,0.46875,0.125,0.0625
9,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.84375,0.8583333333333334,0.8372549019607842,0.8583333333333334,0.8398398398398399,0.8460960960960962,0.6952687917708212,0.6825396825396826,0.9666666666666667,0.9767387525185512,0.625,0.53125,0.625,0.21875,0.9225275229516641,1.161818135969555,0.9076155868402823,0.8580104199392814,2.5600216673887743,2.2167027384704077,0.8658921784558884,0.9225275229516641,1.161818135969555,-0.09221763489882671,-0.024200202583432664,0.59375,1.061751339195067,0.1226920082986063,0.11555625481151337,0.9334677419354838,0.09089735616039081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.6875,0.6980392156862745,0.7186147186147187,0.6980392156862745,0.6825396825396826,0.6800595238095238,0.4161455870818984,0.3869731800766284,0.7764705882352941,0.7904482510783075,0.53125,0.34375,0.53125,0.15625,,,,,,,,,,,,,,,,,,1.573139379767873,1.9993583955913357,0.4681698718269145,0.47608375571431766,1.96229099205495,1.6630554546738379,0.8475070524231504,1.573139379767873,1.9993583955913359,0.12617617889924052,0.03977637263520894,0.6875,1.8981830747933253,0.11722164517516528,0.06175465724657073,1.6965725806451613,0.3915528411046683,,,,,,,,,,,,,
9,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.5625,0.5642857142857143,0.6339285714285714,0.5642857142857143,0.5445512820512821,0.5536057692307693,0.4328900180246507,0.4128440366972477,,,,,0.3125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,0.5625,0.28125,0.125,0.03125,0.15625,0.21875,0.21875,0.25,0.3125,0.4375,0.3125,0.09375
10,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.84375,0.875,0.8529411764705883,0.875,0.8423645320197044,0.8460591133004927,0.7276068751089989,0.6923076923076923,0.9666666666666667,0.9462343212343212,0.375,0.53125,0.625,0.21875,0.8064072737670736,1.0149871774210106,0.9082467294142159,0.9033106276065275,2.4206145913796355,2.192936554278018,0.9059420537605049,0.8064072737670736,1.0149871774210106,-0.16933738755914898,-0.2500458337156661,0.46875,0.9997417263296526,0.06546895490519966,0.06548586818066508,0.7928427419354838,0.06210771614424897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.875,0.8614718614718615,0.8614718614718615,0.8614718614718615,0.8614718614718615,0.875,0.7229437229437229,0.722943722943723,0.8831168831168832,0.8848193920774565,0.34375,0.34375,0.65625,0.21875,,,,,,,,,,,,,,,,,,1.466473089008442,1.7511879507443235,0.7458701823986575,0.635512806936659,2.567069097239106,1.630880467687856,0.6353083637060022,1.4664730890084423,1.7511879507443235,-0.2006605237453426,-0.147007607619528,0.4375,1.7129972872947774,0.0899872591284953,0.052532049989730954,1.4380040322580645,0.13932245568768423,,,,,,,,,,,,,
10,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.75,0.7058080808080808,0.6949404761904763,0.7058080808080808,0.6808823529411765,0.7462009803921569,0.664349432091288,0.6488340192043895,,,,,0.34375,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.859375,0.75,0.09375,0.125,0.03125,0.34375,0.21875,0.28125,0.25,0.3125,0.4375,0.0625,0.09375
11,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.90625,0.9166666666666667,0.9117647058823529,0.9166666666666667,0.906158357771261,0.906524926686217,0.828416869579514,0.813953488372093,0.9642857142857143,0.9566780558377197,0.4375,0.53125,0.5625,0.34375,1.199183418994147,1.4415953958831307,0.9162159007748819,0.893037521978706,3.136852522832401,2.1720676037379203,0.6924353593059495,1.199183418994147,1.4415953958831307,0.15351594412868136,0.08211143695014662,0.53125,1.4456403474452697,0.04330957951379743,0.029958751213816075,1.206149193548387,0.041440753087761455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.5625,0.5708502024291497,0.5686274509803921,0.5708502024291497,0.5607843137254902,0.5659313725490196,0.13945994111797608,0.1351351351351351,0.5708502024291499,0.47809404389037735,0.40625,0.53125,0.59375,-0.03125,,,,,,,,,,,,,,,,,,1.3578986925072751,1.7907789586846892,0.5260187060716315,0.4398440331596474,1.8874586088176875,1.7789886368486132,0.9425312049423097,1.3578986925072751,1.7907789586846892,0.35009866415422836,0.3055631943912134,0.71875,1.9006477694544373,0.8239002050739741,0.4334838986552639,1.6718749999999998,0.8079066460166071,,,,,,,,,,,,,
11,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.46875,0.5093344155844156,0.4625,0.5093344155844156,0.4523410799726589,0.4184851332877648,0.3257572702007146,0.3034571062740077,,,,,0.34375,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.734375,0.46875,0.4375,0.09375,0.0,0.34375,0.09375,0.21875,0.375,0.25,0.375,0.1875,0.15625
12,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.875,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,0.875,0.7777777777777778,0.7538461538461538,0.9563492063492063,0.91179316715031,0.4375,0.5625,0.5625,0.3125,0.9277698919822328,1.1745613661865721,0.8422901776363331,0.8557848471987286,1.88926862502398,2.1765511298265743,1.1520601681498817,0.9277698919822328,1.1745613661865721,0.05152576797081891,0.03428047720295422,0.59375,1.156639274123462,0.27244053877279867,0.23554494894618483,0.9526209677419355,0.32214437856832057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.84375,0.8236714975845411,0.8045454545454545,0.8236714975845411,0.8128654970760234,0.846125730994152,0.6279257387790121,0.6261682242990654,0.927536231884058,0.8753205128205128,0.28125,0.3125,0.71875,0.125,,,,,,,,,,,,,,,,,,1.0733851541547463,1.3155074830995257,0.655564399423789,0.5867380070029291,1.1575161985907585,1.6130974048311137,1.3935851669234678,1.0733851541547463,1.3155074830995257,0.09810806379188511,0.031527816097953625,0.59375,1.2274284576871455,0.16196176974582233,0.13195210582853553,1.0922379032258065,0.13586207410145215,,,,,,,,,,,,,
12,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.71875,0.6931216931216931,0.5729166666666666,0.5198412698412699,0.5392156862745099,0.7316176470588236,0.5804517841055031,0.5727002967359051,,,,,0.4375,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.859375,0.71875,0.15625,0.125,0.0,0.28125,0.1875,0.28125,0.25,0.4375,0.5,0.0,0.0625
13,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.8125,0.8571428571428572,0.8235294117647058,0.8571428571428572,0.8095238095238095,0.8169642857142857,0.6798418006783489,0.632183908045977,0.974025974025974,0.9516705516705517,0.34375,0.53125,0.65625,0.15625,0.796690202718138,0.9681014403515584,0.9036645718953338,0.9167780358441526,1.818954026356906,2.1646087285347373,1.1900293779656081,0.796690202718138,0.9681014403515584,0.1249922015951916,0.0823098088990719,0.75,0.933579727266912,0.2585711419405553,0.27696739163055156,0.8724798387096774,0.28207674035778224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.71875,0.71875,0.5,0.359375,0.41818181818181815,0.8363636363636363,,,,,0.0,0.28125,1.0,-0.28125,,,,,,,,,,,,,,,,,,1.585346690572461,1.9079208810682815,0.5118261886101108,0.44163947929110936,1.243734296383275,1.5983447412470846,1.285117525418183,1.585346690572461,1.9079208810682815,0.05366768180360762,-0.012463343108504396,0.8125,1.4088788982214433,0.37128525718850286,0.2635324140754373,2.081149193548387,0.7284446697818285,,,,,,,,,,,,,
13,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.5625,0.6666666666666666,0.421875,0.3333333333333333,0.3287037037037037,0.6082175925925926,0.4602678701639165,0.36091298145506423,,,,,0.65625,-0.09375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765625,0.5625,0.25,0.15625,0.03125,0.65625,0.21875,0.0,0.25,0.34375,0.5,0.0,0.03125
14,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.875,0.8947368421052632,0.8823529411764706,0.8947368421052632,0.8745098039215686,0.8759803921568627,0.7769911005144381,0.752895752895753,0.9595141700404859,0.9285076035076035,0.40625,0.53125,0.59375,0.28125,0.734140473708548,0.8799217152069208,0.9258226785051363,0.9046096565407619,2.234101818964391,2.181842619124888,0.976608407281677,0.734140473708548,0.8799217152069208,-0.19884828379479283,-0.21154904113480838,0.59375,0.8364190183117242,0.06594081907948889,0.07883706328498934,0.752016129032258,0.10593355009555297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.78125,0.8833333333333333,0.6111111111111112,0.8833333333333333,0.6157804459691252,0.8364065180102916,0.4127594582445936,0.2911392405063291,0.9500000000000001,0.5,0.0625,0.28125,0.9375,-0.15625,,,,,,,,,,,,,,,,,,1.23980960798249,1.5532953630760504,0.8454680823360415,0.8380257616924016,1.6393596310755,1.7688226606313504,1.0789717076721215,1.2398096079824898,1.5532953630760504,0.342233476860633,0.29068914956011727,0.75,0.8494495885699882,0.8159834433169757,0.9606025528715461,1.610383064516129,0.7595890839435451,,,,,,,,,,,,,
14,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.65625,0.7722473604826546,0.5047619047619047,0.579185520361991,0.4675396825396825,0.6869742063492064,0.5281866346743563,0.4815905743740795,,,,,0.53125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.828125,0.65625,0.21875,0.125,0.0,0.53125,0.25,0.0625,0.21875,0.40625,0.46875,0.0,0.0625
15,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.78125,0.8409090909090908,0.7941176470588236,0.8409090909090908,0.7757757757757757,0.7889139139139139,0.6333004963811235,0.5725190839694656,0.8999999999999999,0.7553968253968253,0.3125,0.53125,0.6875,0.09375,0.8404062128140004,1.0748186252461014,0.8739282049956838,0.8609465411985907,1.75,2.1859553516058323,1.2491173437740475,0.8404062128140004,1.0748186252461016,0.27067123983734515,0.27843460844646256,0.53125,1.1002827935536357,0.11702728501457595,0.10636109707441756,0.856350806451613,0.16377315889754068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.71875,0.6590909090909092,0.6690821256038648,0.6590909090909092,0.6631578947368422,0.7144736842105264,0.3280209083173944,0.3271028037383178,0.7909090909090909,0.6003698640540747,0.3125,0.28125,0.6875,0.03125,,,,,,,,,,,,,,,,,,1.3762910646288034,1.6697639550596575,0.6578160001081862,0.6635724413663462,2.214123697989794,1.5304395654552523,0.6912168307687819,1.3762910646288034,1.6697639550596575,0.06736515519926659,0.06873797114379426,0.65625,1.6186477056527646,0.5313328327962495,0.32825724272203294,1.4349798387096775,0.6137994090957359,,,,,,,,,,,,,
15,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.53125,0.5729166666666666,0.6830357142857143,0.5729166666666666,0.5096555618294748,0.5202851496329758,0.4258680013761898,0.3717277486910995,,,,,0.5,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.53125,0.25,0.1875,0.03125,0.5,0.21875,0.1875,0.25,0.1875,0.5,0.125,0.03125
16,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.8125,0.8299595141700404,0.8196078431372549,0.8299595141700404,0.8117647058823529,0.8139705882352941,0.6494848686351458,0.6293436293436294,0.8987854251012146,0.8045215468292392,0.40625,0.53125,0.59375,0.21875,0.7175908426633381,0.9354198999360707,0.9061092047900683,0.8588362361541899,1.9997558444720196,2.210703205835565,1.1054865582443814,0.7175908426633382,0.9354198999360707,0.10315962281174011,0.03703024810158691,0.65625,0.9396886306748992,0.12916213359802853,0.13745205526763138,0.7721774193548387,0.4049096603179654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,subject,eeg_gaussian10_oracle,arousal_high_low,32,1,0.875,0.8454106280193237,0.8454106280193237,0.8454106280193237,0.8454106280193237,0.875,0.6908212560386473,0.6908212560386473,0.961352657004831,0.9188983855650523,0.28125,0.28125,0.71875,0.15625,,,,,,,,,,,,,,,,,,1.0472877153462727,1.3240017047817743,0.8614955790691301,0.8436186039209218,2.4486922530199666,1.6629119426388541,0.679102055632883,1.0472877153462727,1.3240017047817743,0.2821516687846481,0.17211987974406082,0.6875,1.371204820434612,0.5089490303587902,0.37116922488436443,1.1154233870967742,0.4730810024874942,,,,,,,,,,,,,
16,subject,eeg_gaussian10_oracle,joint_4class_valence_arousal,32,1,0.6875,0.6688311688311689,0.6767857142857143,0.6688311688311689,0.6623626373626373,0.6817307692307693,0.5620436806430273,0.5492957746478873,,,,,0.375,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84375,0.6875,0.125,0.1875,0.0,0.375,0.25,0.21875,0.21875,0.34375,0.46875,0.0625,0.0625
17,subject,eeg_gaussian10_oracle,valence_high_low,32,1,0.90625,0.9166666666666667,0.9117647058823529,0.9166666666666667,0.906158357771261,0.906524926686217,0.828416869579514,0.813953488372093,0.9563492063492063,0.9387816548530834,0.4375,0.53125,0.5625,0.34375,1.0107801367021632,1.205597691821398,0.8974227713628258,0.8977420658407453,2.623325358681229,2.172792344945886,0.8282588119520718,1.0107801367021632,1.205597691821398,0.01791154515604544,-0.0962419814521442,0.4375,1.1698479042515253,0.08609435185298399,0.07359448312897905,1.0090725806451613,0.07257195021650309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
