augmentation_config,target,model,test_subject,n,mae,rmse,pearson,balanced_accuracy,auroc,dev_mae,dev_rmse,dev_pearson,dev_sign_acc,true_dev_mean,pred_dev_mean,true_dev_std,pred_dev_std,std_ratio_pred_over_true,mean_abs_true_dev,mean_abs_pred_dev,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lift_vs_stimulus_balanced_accuracy,lift_vs_stimulus_auroc,lift_vs_stimulus_dev_mae,lift_vs_stimulus_dev_rmse,lift_vs_stimulus_dev_sign_acc,lift_vs_stimulus_pred_dev_std
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,7,32,1.5730026788659055,1.8531043693078315,0.6838481775508461,0.625,,1.5730026788659053,1.8531043693078315,0.1470691054099421,0.3125,-1.0433467741935485,0.33622363072355366,1.2461858921407156,0.2900083452996128,0.232716761703344,1.3487903225806452,0.3786323190441364,-0.22421235628526026,-0.22781923463433817,0.019813452003273113,-0.0625,,-0.22421235628526004,-0.22781923463433817,0.3125,0.2900083452996128
gaussian_0p10,arousal,stimulus_only,7,32,1.3487903225806452,1.6252851346734933,0.664034725547573,0.6875,,1.3487903225806452,1.6252851346734933,,0.0,-1.0433467741935485,0.0,1.2461858921407156,0.0,0.0,1.3487903225806452,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,8,32,1.5729662122081574,1.7915225264836387,0.7734477058667635,0.7916666666666667,0.90625,1.5729662122081574,1.7915225264836387,0.18291503789377542,0.78125,-1.0115927419354838,-0.2253610266343626,1.630470033705313,0.1502316732815107,0.0921401008149844,1.7182459677419355,0.23207310911911241,0.14527975553377814,0.12726678095674693,0.008722999718580371,0.0,0.0,0.14527975553377814,0.12726678095674693,0.78125,0.1502316732815107
gaussian_0p10,arousal,stimulus_only,8,32,1.7182459677419355,1.9187893074403857,0.7647247061481831,0.7916666666666667,0.90625,1.7182459677419355,1.9187893074403857,,0.0,-1.0115927419354838,0.0,1.630470033705313,0.0,0.0,1.7182459677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,9,32,1.7691064696146166,2.179154763332932,0.4234019513894035,0.6980392156862745,0.7803921568627451,1.7691064696146166,2.179154763332932,-0.060008784697948556,0.5625,1.0524193548387095,0.36585029630041277,1.8981830747933253,0.7150762848217298,0.3767161841853483,1.6965725806451613,0.6774921015933513,-0.07253388896945534,-0.00874340050998379,-0.03369039798520662,0.02941176470588225,0.0117647058823529,-0.07253388896945534,-0.00874340050998379,0.5625,0.7150762848217298
gaussian_0p10,arousal,stimulus_only,9,32,1.6965725806451613,2.170411362822948,0.45709234937461013,0.6686274509803922,0.7686274509803922,1.6965725806451613,2.170411362822948,,0.0,1.0524193548387095,0.0,1.8981830747933253,0.0,0.0,1.6965725806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,10,32,1.415141427528356,1.7058864729063028,0.7560927454585537,0.8852813852813852,0.8831168831168831,1.415141427528356,1.7058864729063028,0.09451709546550191,0.53125,-0.12247983870967742,-0.16442421024662865,1.7129972872947774,0.14992130568118137,0.08751987337811526,1.4380040322580645,0.17917952079102878,0.02286260472970847,0.011483905657859728,0.0015471884842457317,0.0,-0.010822510822510845,0.02286260472970847,0.011483905657859728,0.53125,0.14992130568118137
gaussian_0p10,arousal,stimulus_only,10,32,1.4380040322580645,1.7173703785641625,0.7545455569743079,0.8852813852813852,0.8939393939393939,1.4380040322580645,1.7173703785641625,,0.0,-0.12247983870967742,0.0,1.7129972872947774,0.0,0.0,1.4380040322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,11,32,1.7096971147224076,2.120586136259715,0.4345537489310138,0.5607287449392713,0.5910931174089069,1.7096971147224078,2.120586136259715,0.06034421796408764,0.4375,0.703125,-0.23757543912294238,1.9006477694544373,0.22721336605724238,0.1195452254271933,1.6718749999999998,0.28787610439773825,-0.037822114722407596,-0.09405049404733878,0.006895684957406556,0.0,0.004048582995951455,-0.03782211472240804,-0.09405049404733878,0.4375,0.22721336605724238
gaussian_0p10,arousal,stimulus_only,11,32,1.671875,2.026535642212376,0.4276580639736072,0.5607287449392713,0.5870445344129555,1.6718749999999998,2.026535642212376,,0.0,0.703125,0.0,1.9006477694544373,0.0,0.0,1.6718749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,12,32,1.1973394422910384,1.4469887840194147,0.6565318131589144,0.8236714975845411,0.927536231884058,1.1973394422910384,1.4469887840194147,-0.011416962969232473,0.3125,0.5126008064516129,-0.23964845427991982,1.2274284576871455,0.1326607951448318,0.10808026676739893,1.0922379032258065,0.23964845427991982,-0.1051015390652319,-0.11682330351892878,-0.010481264152146452,0.0,-0.007246376811594235,-0.1051015390652319,-0.11682330351892878,0.3125,0.1326607951448318
gaussian_0p10,arousal,stimulus_only,12,32,1.0922379032258065,1.3301654805004859,0.6670130773110609,0.8236714975845411,0.9347826086956522,1.0922379032258065,1.3301654805004859,,0.0,0.5126008064516129,0.0,1.2274284576871455,0.0,0.0,1.0922379032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,13,32,2.1540823740961086,2.5000306957716427,0.5420052132306401,0.6875,,2.1540823740961086,2.5000306957716427,-0.054980566295684354,0.25,-1.9642137096774195,0.09116422948346486,1.4088788982214433,0.1384914828528087,0.09829906816514952,2.081149193548387,0.1337068634036479,-0.07293318054772158,-0.0827853116332431,-0.013083459663010943,0.0,,-0.07293318054772158,-0.08278531163324354,0.25,0.1384914828528087
gaussian_0p10,arousal,stimulus_only,13,32,2.081149193548387,2.4172453841383996,0.555088672893651,0.6875,,2.081149193548387,2.417245384138399,,0.0,-1.9642137096774195,0.0,1.4088788982214433,0.0,0.0,2.081149193548387,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,14,32,1.3636695567640231,1.5556950500457907,0.8586631952480067,0.8666666666666667,0.9166666666666666,1.3636695567640231,1.5556950500457907,0.04542680152898638,0.875,-1.5831653225806452,-0.2893947813485209,0.8494495885699882,0.20066580986592394,0.2362303926752145,1.610383064516129,0.3105642992930113,0.24671350775210588,0.2409621354360698,-0.0067428652575670656,0.0,-0.01666666666666672,0.24671350775210588,0.2409621354360698,0.875,0.20066580986592394
gaussian_0p10,arousal,stimulus_only,14,32,1.610383064516129,1.7966571854818605,0.8654060605055738,0.8666666666666667,0.9333333333333333,1.610383064516129,1.7966571854818605,,0.0,-1.5831653225806452,0.0,0.8494495885699882,0.0,0.0,1.610383064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,15,32,1.4577588145545284,1.7036616810230985,0.679452242860662,0.7090909090909091,0.7772727272727272,1.4577588145545284,1.7036616810230985,-0.08909641177925204,0.3125,-0.5035282258064515,-0.004843253470322218,1.6186477056527646,0.08935269344362047,0.05520206350740868,1.4349798387096775,0.07113480504859507,-0.02277897584485089,-0.008503555891772763,-0.00494423825962631,0.0,-0.00454545454545463,-0.02277897584485089,-0.008503555891772763,0.3125,0.08935269344362047
gaussian_0p10,arousal,stimulus_only,15,32,1.4349798387096775,1.6951581251313257,0.6843964811202883,0.7090909090909091,0.7818181818181819,1.4349798387096775,1.6951581251313257,,0.0,-0.5035282258064515,0.0,1.6186477056527646,0.0,0.0,1.4349798387096775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,16,32,1.0742309470894686,1.3625050536053003,0.8486365968678675,0.9009661835748792,0.9371980676328503,1.0742309470894686,1.3625050536053003,0.1184455641792114,0.625,-0.2494959677419355,-0.20498656087238004,1.371204820434612,0.1871981753875531,0.13652094318635996,1.1154233870967742,0.22363830659635026,0.0411924400073056,0.031213317337194457,-0.0004348569221828136,0.0,0.0,0.0411924400073056,0.031213317337194457,0.625,0.1871981753875531
gaussian_0p10,arousal,stimulus_only,16,32,1.1154233870967742,1.3937183709424947,0.8490714537900503,0.9009661835748792,0.9371980676328503,1.1154233870967742,1.3937183709424947,,0.0,-0.2494959677419355,0.0,1.371204820434612,0.0,0.0,1.1154233870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,17,32,1.78065285102258,2.1189025925116183,0.829030347025504,0.8400000000000001,0.9771428571428571,1.7806528510225799,2.1189025925116183,0.19298312983278185,0.25,-0.5987903225806452,1.0476058988747343,1.3129056407007988,0.5992040409393705,0.45639535878532195,1.1703629032258065,1.0572911854573572,-0.6102899477967736,-0.6758949446454652,-0.020440779545152332,-0.09999999999999987,-0.005714285714285783,-0.6102899477967734,-0.6758949446454652,0.25,0.5992040409393705
gaussian_0p10,arousal,stimulus_only,17,32,1.1703629032258065,1.443007647866153,0.8494711265706564,0.94,0.9828571428571429,1.1703629032258065,1.443007647866153,,0.0,-0.5987903225806452,0.0,1.3129056407007988,0.0,0.0,1.1703629032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,18,32,1.8889385118327287,2.2427139350775325,0.7252271501626251,0.8125,0.8203125,1.8889385118327287,2.2427139350775325,0.020936482228323065,0.5,0.639616935483871,-0.08915468303454217,2.1200614760696554,0.12163449792663239,0.05737309945939448,1.862399193548387,0.11172603254221143,-0.02653931828434164,-0.02826807065175574,0.00403224987313322,0.0,0.00390625,-0.02653931828434164,-0.02826807065175574,0.5,0.12163449792663239
gaussian_0p10,arousal,stimulus_only,18,32,1.862399193548387,2.2144458644257767,0.7211949002894918,0.8125,0.81640625,1.862399193548387,2.2144458644257767,,0.0,0.639616935483871,0.0,2.1200614760696554,0.0,0.0,1.862399193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,19,32,1.552643211478539,1.9465656578330282,0.685938793014081,0.7142857142857143,0.8888888888888888,1.5526432114785391,1.9465656578330282,0.3221795960830828,0.28125,1.1476814516129032,-0.15590245381642368,1.4699453361764527,0.0820105480824473,0.05579156317180691,1.478326612903226,0.15590245381642368,-0.07431659857531292,-0.08164957239561477,0.012881909984451045,0.0,-0.001984126984127088,-0.07431659857531314,-0.08164957239561477,0.28125,0.0820105480824473
gaussian_0p10,arousal,stimulus_only,19,32,1.478326612903226,1.8649160854374134,0.67305688302963,0.7142857142857143,0.8908730158730159,1.478326612903226,1.8649160854374134,,0.0,1.1476814516129032,0.0,1.4699453361764527,0.0,0.0,1.478326612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,20,32,1.2896326732951358,1.6713952389362499,0.8129958401423917,0.7777777777777778,0.873015873015873,1.2896326732951358,1.6713952389362499,-0.1036080210646184,0.25,1.020665322580645,-0.08388187267026861,1.2400897101370107,0.10004026385302162,0.08067179578636133,1.2222782258064515,0.10411918379695548,-0.06735444748868424,-0.06528808500586925,-0.004422326953988698,0.0,-0.007936507936507908,-0.06735444748868424,-0.06528808500586925,0.25,0.10004026385302162
gaussian_0p10,arousal,stimulus_only,20,32,1.2222782258064515,1.6061071539303806,0.8174181670963804,0.7777777777777778,0.8809523809523809,1.2222782258064515,1.6061071539303806,,0.0,1.020665322580645,0.0,1.2400897101370107,0.0,0.0,1.2222782258064515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,21,32,1.3902061416417033,1.708501977060225,0.8297069757052862,0.9782608695652174,0.9806763285024155,1.3902061416417033,1.708501977060225,-0.014697373823059036,0.53125,0.036290322580645185,-0.18149722995567286,1.631799589761145,0.43356778903427445,0.2656991653598052,1.277217741935484,0.38199095208786427,-0.11298839970621932,-0.07629889880750684,-0.013296547244844192,0.0,-0.009661835748792202,-0.11298839970621932,-0.07629889880750707,0.53125,0.43356778903427445
gaussian_0p10,arousal,stimulus_only,21,32,1.277217741935484,1.6322030782527182,0.8430035229501304,0.9782608695652174,0.9903381642512077,1.277217741935484,1.632203078252718,,0.0,0.036290322580645185,0.0,1.631799589761145,0.0,0.0,1.277217741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,22,32,2.025980329236695,2.270771276791362,0.7209848739129869,0.8318181818181818,0.9181818181818182,2.0259803292366954,2.270771276791362,-0.319086519368139,0.40625,-0.5035282258064516,0.11603414041930689,2.143575596227557,0.11942246345941475,0.05571180399213755,1.9672379032258065,0.1367366109167384,-0.058742426010888416,-0.0688500677273054,-0.015375063229915775,-0.022727272727272707,0.0,-0.05874242601088886,-0.0688500677273054,0.40625,0.11942246345941475
gaussian_0p10,arousal,stimulus_only,22,32,1.9672379032258065,2.2019212090640568,0.7363599371429027,0.8545454545454545,0.9181818181818182,1.9672379032258065,2.2019212090640568,,0.0,-0.5035282258064516,0.0,2.143575596227557,0.0,0.0,1.9672379032258065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,23,32,1.3999023729377644,1.6406319989063163,0.8339023588864118,0.8846153846153846,0.9352226720647774,1.3999023729377646,1.6406319989063163,-0.2578507415792575,0.21875,0.8618951612903224,-0.2871807066244437,1.1590966729438268,0.04335192208634313,0.037401472282896184,1.2278225806451613,0.2871807066244437,-0.17207979229260317,-0.19620534231030895,-0.003901858910623779,0.0,0.0,-0.1720797922926034,-0.19620534231030895,0.21875,0.04335192208634313
gaussian_0p10,arousal,stimulus_only,23,32,1.2278225806451613,1.4444266565960073,0.8378042177970356,0.8846153846153846,0.9352226720647774,1.2278225806451613,1.4444266565960073,,0.0,0.8618951612903225,0.0,1.1590966729438268,0.0,0.0,1.2278225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,24,32,1.2967237732785932,1.4682046326482692,0.8860484810559133,0.9307359307359306,0.987012987012987,1.2967237732785932,1.4682046326482692,0.2830693685593466,0.46875,-0.027217741935483875,0.18815163200942575,1.4823221092336485,0.1229079095959881,0.08291579058983868,1.310483870967742,0.19700079586445685,0.013760097689148765,0.01436733558766079,0.0017638548605293236,0.045454545454545414,0.0,0.013760097689148765,0.01436733558766079,0.46875,0.1229079095959881
gaussian_0p10,arousal,stimulus_only,24,32,1.310483870967742,1.48257196823593,0.884284626195384,0.8852813852813852,0.987012987012987,1.310483870967742,1.48257196823593,,0.0,-0.027217741935483875,0.0,1.4823221092336485,0.0,0.0,1.310483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,25,32,1.6567115471288099,2.134748588356721,0.730181887924879,0.8614718614718615,0.9047619047619048,1.65671154712881,2.1347485883567217,0.2345741517598086,0.65625,-0.05897177419354839,0.09288208576315234,2.18923247648393,0.5847673706091772,0.26711067777876646,1.7767137096774193,0.48523905197718054,0.1200021625486094,0.05527801108071406,0.011804214307311378,-0.023809523809523725,0.0,0.12000216254860918,0.05527801108071362,0.65625,0.5847673706091772
gaussian_0p10,arousal,stimulus_only,25,32,1.7767137096774193,2.1900265994374353,0.7183776736175677,0.8852813852813852,0.9047619047619048,1.7767137096774193,2.1900265994374353,,0.0,-0.05897177419354839,0.0,2.18923247648393,0.0,0.0,1.7767137096774193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,26,32,1.8559507433209843,2.126141093709453,0.6616143135515703,0.7916666666666667,0.8385416666666666,1.8559507433209843,2.126141093709453,-0.3856537615364997,0.625,-1.202116935483871,-0.05011534359548783,1.7189293581328962,0.16055785453428287,0.09340573175653225,1.861391129032258,0.1392296783966579,0.005440385711273699,-0.028570292799909414,-0.030563902715281532,0.0,-0.00520833333333337,0.005440385711273699,-0.028570292799909414,0.625,0.16055785453428287
gaussian_0p10,arousal,stimulus_only,26,32,1.861391129032258,2.0975708009095437,0.6921782162668518,0.7916666666666667,0.84375,1.861391129032258,2.0975708009095437,,0.0,-1.202116935483871,0.0,1.7189293581328962,0.0,0.0,1.861391129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,27,32,1.2732199411070637,1.6316752026384183,0.686887089554421,0.7550607287449393,0.8502024291497976,1.2732199411070637,1.6316752026384183,0.14967199287606897,0.53125,0.766633064516129,-0.16830311946674356,1.3302540014938895,0.44060560609986454,0.33121915484165315,1.2263104838709675,0.3920609360309351,-0.046909457236096186,-0.09632444007635921,0.0011102294694053105,0.0,-0.010121457489878471,-0.046909457236096186,-0.09632444007635921,0.53125,0.44060560609986454
gaussian_0p10,arousal,stimulus_only,27,32,1.2263104838709675,1.535350762562059,0.6857768600850157,0.7550607287449393,0.8603238866396761,1.2263104838709675,1.535350762562059,,0.0,0.766633064516129,0.0,1.3302540014938895,0.0,0.0,1.2263104838709675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,28,32,1.2630669587529038,1.6150111321200555,0.8384913557064363,0.9375,0.9947916666666666,1.263066958752904,1.6150111321200555,0.08556017999877867,0.65625,-1.1703629032258065,-0.2297733582306538,1.2832399966930983,0.40795888395012486,0.3179131612177882,1.3870967741935485,0.38063802241137457,0.12402981544064473,0.12178310277365845,-0.013820205174612354,-0.02083333333333326,0.0,0.12402981544064451,0.12178310277365845,0.65625,0.40795888395012486
gaussian_0p10,arousal,stimulus_only,28,32,1.3870967741935485,1.736794234893714,0.8523115608810486,0.9583333333333333,0.9947916666666666,1.3870967741935485,1.736794234893714,,0.0,-1.1703629032258065,0.0,1.2832399966930983,0.0,0.0,1.3870967741935485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,29,32,1.1083441413415929,1.4314515753896355,0.7615780324757466,0.8545454545454545,0.9227272727272727,1.1083441413415929,1.4314515753896355,-0.07844129733529599,0.5,-0.5035282258064517,-0.03190525348760008,1.3387930792556502,0.10779070168603859,0.08051333948177276,1.0892137096774193,0.08223440390971067,-0.019130431664173386,-0.0010993169418718196,-0.0047703604068390915,0.0,0.004545454545454519,-0.01913043166417361,-0.0010993169418718196,0.5,0.10779070168603859
gaussian_0p10,arousal,stimulus_only,29,32,1.0892137096774195,1.4303522584477637,0.7663483928825857,0.8545454545454545,0.9181818181818182,1.0892137096774193,1.4303522584477637,,0.0,-0.5035282258064517,0.0,1.3387930792556502,0.0,0.0,1.0892137096774193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,30,32,0.7463412721311724,0.9809773032294409,0.895675928220787,0.9272727272727272,0.9636363636363636,0.7463412721311724,0.9809773032294409,0.16126994861341887,0.5625,0.03629032258064514,-0.2150042519068877,0.9561639397658943,0.06094910898732051,0.06374336706546312,0.7550403225806451,0.2150042519068877,0.008699050449472612,-0.02412492839743785,0.002201995939833501,0.0,0.004545454545454519,0.008699050449472723,-0.02412492839743785,0.5625,0.06094910898732051
gaussian_0p10,arousal,stimulus_only,30,32,0.755040322580645,0.956852374832003,0.8934739322809535,0.9272727272727272,0.9590909090909091,0.7550403225806451,0.956852374832003,,0.0,0.03629032258064514,0.0,0.9561639397658943,0.0,0.0,0.7550403225806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,31,32,2.1921265174053977,2.681933408197751,0.7457669407153525,0.8,0.8784313725490196,2.192126517405398,2.681933408197751,-0.06326050331899653,0.40625,0.8301411290322582,-0.5986463800429003,2.1966185537351026,0.4488414913744401,0.2043329237163327,2.011592741935484,0.6686023789697815,-0.18053377546991367,-0.3336856860176045,-0.044471377296017134,-0.033333333333333215,-0.05882352941176472,-0.18053377546991412,-0.3336856860176045,0.40625,0.4488414913744401
gaussian_0p10,arousal,stimulus_only,31,32,2.011592741935484,2.3482477221801465,0.7902383180113697,0.8333333333333333,0.9372549019607843,2.011592741935484,2.3482477221801465,,0.0,0.8301411290322582,0.0,2.1966185537351026,0.0,0.0,2.011592741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,32,32,1.1675863110082636,1.3451789069057467,0.745808017150811,0.8545454545454545,0.9545454545454546,1.1675863110082636,1.3451789069057465,-0.012868531002258241,0.46875,0.13155241935483866,0.18667352631563078,1.2823728733282098,0.38631295482231237,0.30124853921729705,1.0398185483870965,0.35888860391758126,-0.12776776262116685,-0.05607603076041734,-0.019279449084959488,0.0,-0.011363636363636354,-0.12776776262116707,-0.05607603076041712,0.46875,0.38631295482231237
gaussian_0p10,arousal,stimulus_only,32,32,1.0398185483870968,1.2891028761453294,0.7650874662357705,0.8545454545454545,0.9659090909090909,1.0398185483870965,1.2891028761453294,,0.0,0.13155241935483866,0.0,1.2823728733282098,0.0,0.0,1.0398185483870965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,33,32,1.4085788589867092,1.5560866346631583,0.5703058144068777,0.7678571428571428,0.8214285714285714,1.4085788589867092,1.5560866346631583,0.19278673433824253,0.625,-0.7258064516129032,-0.40609228652187257,1.5470529366384678,0.4197811422491952,0.27134245526274636,1.466733870967742,0.49032268813806723,0.05815501198103279,0.15276321069032384,0.015263941889939736,0.017857142857142794,-0.0267857142857143,0.05815501198103279,0.15276321069032384,0.625,0.4197811422491952
