repetition,role,task,label_policy,region,aggregation,baseline,n,low,high,accuracy,balanced_accuracy,macro_f1,roc_auc,brier,log_loss,cell_balanced_accuracy_mean,cell_balanced_accuracy_std
0,primary,valence,discard_midpoint,primary_test,pooled_unique_physical_trials,order_quadratic_logistic,1667,812,855,0.6130773845230953,0.6119371705124881,0.6116799915056184,0.6836386944372426,0.24122463856464713,0.7464054133207051,0.6208825934682399,0.1031595029331631
0,primary,valence,midpoint_as_high,primary_test,pooled_unique_physical_trials,global_train_prior,2016,812,1204,0.5972222222222222,0.5,0.3739130434782609,0.40341718082581873,0.24609559098321154,0.6856166779477898,0.5,0.0
0,primary,valence,midpoint_as_high,primary_test,pooled_unique_physical_trials,order_bin_prior,2016,812,1204,0.621031746031746,0.5878966662847978,0.5875998050755332,0.5668011390602753,0.286500801323256,0.855316399288849,0.6085324516282994,0.12477647880588717
0,primary,valence,midpoint_as_high,primary_test,pooled_unique_physical_trials,order_quadratic_logistic,2016,812,1204,0.6845238095238095,0.6460648413334861,0.6476717652903754,0.681520342700031,0.23182858163070003,0.675603829384816,0.6450499703720172,0.12686874847526114
0,primary,valence,midpoint_as_low,primary_test,pooled_unique_physical_trials,global_train_prior,2016,1161,855,0.5758928571428571,0.5,0.3654390934844193,0.3952667341624231,0.2517355370246592,0.6971463215613272,0.5,0.0
0,primary,valence,midpoint_as_low,primary_test,pooled_unique_physical_trials,order_bin_prior,2016,1161,855,0.5421626984126984,0.5334466657600072,0.533222707620757,0.48531816189914917,0.32178136548427966,0.9427610923366606,0.5515457530035632,0.0966791032602994
0,primary,valence,midpoint_as_low,primary_test,pooled_unique_physical_trials,order_quadratic_logistic,2016,1161,855,0.6175595238095238,0.61416655333424,0.6123818475314136,0.6216611007852678,0.2456749871352182,0.7232302286802444,0.6407644394069265,0.10725784011334433
1,sensitivity,arousal,discard_midpoint,primary_test,pooled_unique_physical_trials,global_train_prior,1799,1112,687,0.6181211784324625,0.5,0.38199931295087597,0.3638964374352047,0.24652874375121922,0.6876576600794025,0.5,0.0
1,sensitivity,arousal,discard_midpoint,primary_test,pooled_unique_physical_trials,order_bin_prior,1799,1112,687,0.5914396887159533,0.5351622632025383,0.528783189270384,0.5726872650351333,0.2594175456049177,0.7309812096725994,0.5506349406049083,0.06986939701997608
1,sensitivity,arousal,discard_midpoint,primary_test,pooled_unique_physical_trials,order_quadratic_logistic,1799,1112,687,0.660366870483602,0.6184556721435079,0.6206654502900082,0.6609784225021729,0.2195907194642398,0.6308731946721838,0.6404925195823612,0.08955637012957407
1,sensitivity,arousal,midpoint_as_high,primary_test,pooled_unique_physical_trials,global_train_prior,2016,1112,904,0.5327380952380952,0.48756923664608137,0.38660465116279075,0.3795521105239702,0.25598679119157064,0.7054632765039935,0.5,0.0
1,sensitivity,arousal,midpoint_as_high,primary_test,pooled_unique_physical_trials,order_bin_prior,2016,1112,904,0.5188492063492064,0.5028092570191635,0.49723514294264703,0.5559513672248043,0.2694985388214702,0.7494257017422744,0.5192430899707522,0.062084755732823134
