repetition,role,cell_id,subject_fold,stimulus_fold,task,label_policy,region,baseline,n,low,high,accuracy,balanced_accuracy,macro_f1,roc_auc,brier,log_loss,fit_uses_target_subject_labels,fit_uses_target_stimulus_labels,fit_uses_eeg_or_emg
0,primary,rep00_S01_T03,1,3,valence,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,324,103,221,0.4012345679012346,0.5196151649606818,0.38998447204968945,0.5446777665509819,0.26906324545487836,0.7318027883696786,False,False,False
0,primary,rep00_S01_T03,1,3,valence,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,316,171,145,0.5411392405063291,0.5,0.351129363449692,0.5,0.24836966307992545,0.6898837575670899,False,False,False
0,primary,rep00_S01_T03,1,3,valence,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,316,171,145,0.9430379746835443,0.9426497277676951,0.9426497277676951,0.9847953216374269,0.048389585832427535,0.19980199649686411,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_low,primary_test,global_train_prior,128,53,75,0.4140625,0.5,0.292817679558011,0.5,0.29053905896333176,0.7766643614259998,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_low,primary_test,order_bin_prior,128,53,75,0.3671875,0.38528301886792454,0.3662204291215845,0.45572327044025157,0.43250849802271707,1.333504203971863,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_low,primary_test,order_quadratic_logistic,128,53,75,0.4140625,0.45572327044025157,0.39785485793138053,0.5945911949685535,0.3269114872890598,1.0190683676777144,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,376,155,221,0.4122340425531915,0.5,0.2919020715630885,0.5,0.291025350837483,0.777660901797286,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,376,155,221,0.4122340425531915,0.5,0.2919020715630885,0.5516129032258065,0.28908725667722945,0.7753597514862759,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,384,239,145,0.6223958333333334,0.5,0.38362760834670945,0.5,0.23513125754489209,0.6631191554855269,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,384,239,145,0.8880208333333334,0.8910546818640889,0.8830719116241192,0.9492281056124658,0.08832641939062214,0.2989710467032974,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_high,primary_test,global_train_prior,128,34,94,0.734375,0.5,0.42342342342342343,0.5,0.22789582390221824,0.6487816840802484,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_high,primary_test,order_bin_prior,128,34,94,0.375,0.4148936170212766,0.3674326661724734,0.5,0.3597444146404304,1.0051093136323281,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_high,primary_test,order_quadratic_logistic,128,34,94,0.625,0.5851063829787234,0.5693860386879731,0.6702127659574468,0.29713301705164114,0.8538767271101987,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,376,103,273,0.726063829787234,0.5,0.4206471494607088,0.5,0.22877999094612947,0.6505567347808642,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,376,103,273,0.6569148936170213,0.5219068956933035,0.5196434761079475,0.5422490131227995,0.22872782509053868,0.6499501718069217,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,384,171,213,0.5546875,0.5,0.35678391959798994,0.5,0.24701151539157992,0.687158280227556,False,False,False
0,primary,rep00_S01_T03,1,3,valence,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,384,171,213,0.8828125,0.8828350218268677,0.8817143209183569,0.9430167751146253,0.09237480740259918,0.3174786739101079,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,discard_midpoint,primary_test,global_train_prior,108,62,46,0.5740740740740741,0.5,0.36470588235294116,0.5,0.24685025171881367,0.6870316220487974,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,discard_midpoint,primary_test,order_bin_prior,108,62,46,0.5740740740740741,0.5561009817671809,0.5556350626118068,0.5040322580645161,0.3106217425746064,0.9012995145839944,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,discard_midpoint,primary_test,order_quadratic_logistic,108,62,46,0.5462962962962963,0.523492286115007,0.5206087507926442,0.5915147265077139,0.281420611796787,0.7731411332292425,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,341,230,111,0.6744868035190615,0.5,0.4028021015761821,0.5,0.22226542415558662,0.6368425414139611,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,341,230,111,0.6979472140762464,0.6152761457109284,0.6205585264408794,0.6772032902467685,0.19877148056365898,0.5802474441647252,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,333,187,146,0.5615615615615616,0.5,0.3596153846153846,0.5,0.24991378723072674,0.693285724520725,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,333,187,146,0.7837837837837838,0.768441872390301,0.7728685107995452,0.8359827118892388,0.1615214063382385,0.49931258449811683,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_low,primary_test,global_train_prior,128,82,46,0.640625,0.5,0.3904761904761905,0.5,0.23058369171570847,0.6538504767818404,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_low,primary_test,order_bin_prior,128,82,46,0.625,0.5593849416755037,0.557476231633535,0.4936373276776246,0.2904937525808102,0.8411503682929972,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_low,primary_test,order_quadratic_logistic,128,82,46,0.53125,0.4957582184517497,0.4956658786446021,0.5805938494167551,0.27049123849803025,0.7478973729786708,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,376,265,111,0.7047872340425532,0.5,0.41341653666146644,0.5,0.21010638297872342,0.6114136725686239,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,376,265,111,0.726063829787234,0.5674485806561278,0.5552952794332104,0.6675335713071562,0.1885344754413762,0.5574235707136759,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,384,238,146,0.6197916666666666,0.5,0.38263665594855306,0.5,0.23723262788592123,0.6676296118286187,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,384,238,146,0.7760416666666666,0.7504892367906066,0.7560211590177015,0.8052837573385518,0.16912484551677523,0.5168553066222853,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_high,primary_test,global_train_prior,128,62,66,0.484375,0.5,0.3263157894736842,0.5,0.2556533640787686,0.704529725007438,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_high,primary_test,order_bin_prior,128,62,66,0.5,0.5,0.4998778998778999,0.4980449657869013,0.3173019686260877,0.8827275367951728,False,False,False
0,primary,rep00_S01_T03,1,3,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,128,62,66,0.546875,0.5508308895405669,0.5413886829750432,0.6016617790811339,0.27290758519124914,0.7500352178610652,False,False,False
