repetition,role,task,policy,region,baseline,subject_fold,stimulus_fold,train_n,n,accuracy,balanced_accuracy,macro_f1,roc_auc,brier,log_loss
0,primary,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,0,0,720,80,0.6125,0.5,0.3798449612403101,0.4641211323238973,0.24012999901249454,0.6733272809103992
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,0,0,720,240,0.5458333333333333,0.5,0.353099730458221,0.5,0.24817708333333333,0.6895027810811399
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,0,0,720,240,0.5875,0.5612788010364871,0.5344736378063834,0.6516212619931369,0.2318040166204986,0.6552397762773875
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,0,0,720,240,0.7041666666666667,0.5,0.4132029339853301,0.5,0.22838541666666667,0.6497113299366631
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,0,0,720,240,0.6875,0.6270105842153513,0.6264862733705463,0.6703475289607468,0.21131184895833333,0.6131138178224952
0,primary,valence,discard_midpoint,primary_test,global_train_prior,0,1,713,79,0.4810126582278481,0.5,0.3247863247863248,0.5,0.26071548596801913,0.7148702299602029
0,primary,valence,discard_midpoint,primary_test,order_bin_prior,0,1,713,79,0.4810126582278481,0.5,0.3247863247863248,0.3976251604621309,0.2658718866347145,0.7256901201698727
0,primary,valence,discard_midpoint,primary_test,order_quadratic_logistic,0,1,713,79,0.4810126582278481,0.5,0.3247863247863248,0.4255455712451861,0.2627194073303933,0.719103176800972
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,0,1,713,234,0.48717948717948717,0.5,0.3275862068965517,0.5,0.25965164310539424,0.7127210525997636
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,0,1,713,234,0.5085470085470085,0.5182017543859649,0.43384317603248407,0.5463450292397661,0.2573521179696496,0.7083092994288986
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,0,1,713,238,0.5798319327731093,0.5,0.3670212765957447,0.5,0.24366812163552673,0.6804311123369919
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,0,1,713,238,0.8067226890756303,0.8044202898550725,0.8026960784313726,0.851413043478261,0.14988638012525707,0.47272730203538726
0,primary,valence,midpoint_as_low,primary_test,global_train_prior,0,1,720,80,0.475,0.5,0.3220338983050847,0.5,0.260516975308642,0.7144233474390352
0,primary,valence,midpoint_as_low,primary_test,order_bin_prior,0,1,720,80,0.475,0.5,0.3220338983050847,0.4420426065162907,0.26400803222409996,0.7217426165873466
0,primary,valence,midpoint_as_low,primary_test,order_quadratic_logistic,0,1,720,80,0.475,0.5,0.3220338983050847,0.4207393483709274,0.26240614218035685,0.7184049833487365
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,0,1,720,240,0.475,0.5,0.3220338983050847,0.5,0.260516975308642,0.7144233474390351
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,0,1,720,240,0.5083333333333333,0.525062656641604,0.4566802240810375,0.5456001113895851,0.25837112273862045,0.7103180086869116
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,0,1,720,240,0.575,0.5,0.36507936507936506,0.5,0.24440586419753085,0.6819179059240467
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,0,1,720,240,0.8,0.8017902813299232,0.7976249033799452,0.8447001989201478,0.15294319058641972,0.4804371241965938
0,primary,valence,midpoint_as_high,primary_test,global_train_prior,0,1,720,80,0.4875,0.5,0.3277310924369748,0.5,0.2604070216049383,0.7142828720352901
0,primary,valence,midpoint_as_high,primary_test,order_bin_prior,0,1,720,80,0.4875,0.5,0.3277310924369748,0.37554721701063165,0.26670470746555663,0.727498775499822
0,primary,valence,midpoint_as_high,primary_test,order_quadratic_logistic,0,1,720,80,0.4875,0.5,0.3277310924369748,0.4190118824265166,0.26243982391360215,0.7185827771416594
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,0,1,720,240,0.5,0.5,0.3333333333333333,0.5,0.2581500771604938,0.7097189493779827
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,0,1,720,240,0.5166666666666667,0.5166666666666667,0.43757575757575756,0.5496527777777779,0.25563848705584624,0.7048435634007043
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,0,1,720,240,0.5833333333333334,0.5,0.3684210526315789,0.5,0.2431037808641975,0.6792927983292661
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,0,1,720,240,0.8083333333333333,0.8057142857142857,0.803921568627451,0.8511428571428572,0.14990174093364197,0.4726789235970022
0,primary,arousal,discard_midpoint,primary_test,global_train_prior,0,1,706,80,0.675,0.5,0.40298507462686567,0.5,0.2320711184585383,0.6571223330376212
0,primary,arousal,discard_midpoint,primary_test,order_bin_prior,0,1,706,80,0.675,0.5,0.40298507462686567,0.5993589743589743,0.22734244788319655,0.6474293815570823
0,primary,arousal,discard_midpoint,primary_test,order_quadratic_logistic,0,1,706,80,0.675,0.5,0.40298507462686567,0.5349002849002849,0.23142299769035177,0.6557188953739975
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,0,1,706,238,0.5168067226890757,0.5,0.3407202216066482,0.5,0.25178926067293106,0.6967647779648172
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,0,1,706,238,0.5630252100840336,0.5588547189819725,0.553921568627451,0.5860374690703429,0.2483233928278123,0.6912816143514442
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,0,1,706,239,0.6820083682008368,0.5,0.4054726368159204,0.5,0.23119755415021861,0.6553660709817749
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,0,1,706,239,0.702928870292887,0.6628188569583469,0.6610606211924499,0.6769454310623184,0.21037907667311642,0.6109672075864139
0,primary,arousal,midpoint_as_low,primary_test,global_train_prior,0,1,720,80,0.675,0.5,0.40298507462686567,0.5,0.2346547067901234,0.6623572174988841
0,primary,arousal,midpoint_as_low,primary_test,order_bin_prior,0,1,720,80,0.675,0.5,0.40298507462686567,0.613960113960114,0.2310034277451388,0.6549204137307504
0,primary,arousal,midpoint_as_low,primary_test,order_quadratic_logistic,0,1,720,80,0.675,0.5,0.40298507462686567,0.5740740740740741,0.23352586382439186,0.6599935439872245
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,0,1,720,240,0.5125,0.5,0.33884297520661155,0.5,0.2513560956790124,0.6958783605868708
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,0,1,720,240,0.5625,0.5594121325828643,0.5540691192865106,0.5875547217010632,0.24681743955405083,0.6877774461526656
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,0,1,720,240,0.6791666666666667,0.5,0.4044665012406948,0.5,0.23422646604938274,0.6614977010094485
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,0,1,720,240,0.7041666666666667,0.6657238467054418,0.6639782295754373,0.6813401322603775,0.21338119695216048,0.6173565980949273
0,primary,arousal,midpoint_as_high,primary_test,global_train_prior,0,1,720,80,0.675,0.5,0.40298507462686567,0.5,0.23022569444444443,0.6533648772333753
0,primary,arousal,midpoint_as_high,primary_test,order_bin_prior,0,1,720,80,0.675,0.5,0.40298507462686567,0.6339031339031338,0.22492954687589917,0.6424441240701899
0,primary,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,0,1,720,80,0.675,0.5,0.40298507462686567,0.5085470085470085,0.22997107095420394,0.65275936306614
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,0,1,720,240,0.5208333333333334,0.5,0.3424657534246575,0.5,0.2520659722222223,0.6973412176131425
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,0,1,720,240,0.5625,0.5556521739130434,0.5465587044534412,0.5838260869565217,0.24977416128039395,0.6944685384037321
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,0,1,720,240,0.6833333333333333,0.5,0.40594059405940597,0.5,0.22904513888888897,0.6509877777533879
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,0,1,720,240,0.7,0.6463414634146342,0.6483230218169977,0.6729781771501926,0.2097970920138889,0.6098220561227569
0,primary,valence,discard_midpoint,primary_test,global_train_prior,0,2,710,79,0.6835443037974683,0.5,0.40601503759398494,0.5,0.24550744653336296,0.6841601823286888
0,primary,valence,discard_midpoint,primary_test,order_bin_prior,0,2,710,79,0.4810126582278481,0.44851851851851854,0.4454716658106489,0.39111111111111113,0.2489188866777362,0.6909884148971247
0,primary,valence,discard_midpoint,primary_test,order_quadratic_logistic,0,2,710,79,0.46835443037974683,0.4285185185185185,0.4279310344827586,0.40296296296296297,0.250490612644183,0.6941328203727446
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,0,2,710,237,0.7088607594936709,0.5,0.4148148148148148,0.5,0.24486562089599462,0.6828762559342838
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,0,2,710,237,0.5611814345991561,0.5324792960662525,0.5205415499533146,0.5430469289164942,0.24603390130626074,0.6850265195968201
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,0,2,710,238,0.5126050420168067,0.5,0.3388888888888889,0.5,0.24984111795878836,0.6928293828152841
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,0,2,710,238,0.7647058823529411,0.7658281514980214,0.7645562464669304,0.8252897117015263,0.1684607832458334,0.5156119223391413
0,primary,valence,midpoint_as_low,primary_test,global_train_prior,0,2,720,80,0.675,0.5,0.40298507462686567,0.5,0.24808641975308646,0.6893198638283913
0,primary,valence,midpoint_as_low,primary_test,order_bin_prior,0,2,720,80,0.4875,0.4608262108262109,0.4568637191588011,0.3974358974358974,0.25039562867215814,0.6939411601193909
0,primary,valence,midpoint_as_low,primary_test,order_quadratic_logistic,0,2,720,80,0.4375,0.4337606837606838,0.4222436206066442,0.40705128205128205,0.25243324286136104,0.6980187886214768
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,0,2,720,240,0.7,0.5,0.4117647058823529,0.5,0.24780864197530875,0.6887642854087735
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,0,2,720,240,0.5333333333333333,0.5198412698412699,0.504388229220444,0.5545634920634921,0.24780094730002397,0.6886067500054497
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,0,2,720,240,0.5083333333333333,0.5,0.3370165745856354,0.5,0.24993827160493834,0.6930237199591763
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,0,2,720,240,0.7583333333333333,0.7589608224506807,0.7581821972065874,0.8186996387885523,0.17153983410493825,0.5229600066387582
0,primary,valence,midpoint_as_high,primary_test,global_train_prior,0,2,720,80,0.6875,0.5,0.4074074074074074,0.5,0.24308641975308642,0.6793132340820713
0,primary,valence,midpoint_as_high,primary_test,order_bin_prior,0,2,720,80,0.55,0.4872727272727273,0.48717948717948717,0.4098181818181818,0.247400199310691,0.6879563475425249
0,primary,valence,midpoint_as_high,primary_test,order_quadratic_logistic,0,2,720,80,0.5125,0.4381818181818182,0.43874797625472206,0.39854545454545454,0.24846727427332266,0.6900858134912635
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,0,2,720,240,0.7125,0.5,0.41605839416058393,0.5,0.2421141975308642,0.6773678085231511
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,0,2,720,240,0.5708333333333333,0.5,0.4987732922403131,0.5364437664208831,0.2446053486542868,0.6821278090226685
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,0,2,720,240,0.5166666666666667,0.5,0.34065934065934067,0.5,0.24972993827160492,0.6926069754013594
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,0,2,720,240,0.7666666666666667,0.768075639599555,0.7666018338427341,0.8284204671857618,0.1682976466049383,0.5152832423224745
0,primary,arousal,discard_midpoint,primary_test,global_train_prior,0,2,705,80,0.725,0.5,0.42028985507246375,0.5,0.23449801317841149,0.662087274251665
0,primary,arousal,discard_midpoint,primary_test,order_bin_prior,0,2,705,80,0.6125,0.4647335423197492,0.45506482091847944,0.4165360501567398,0.23918524890169626,0.6714016063624919
0,primary,arousal,discard_midpoint,primary_test,order_quadratic_logistic,0,2,705,80,0.725,0.5,0.42028985507246375,0.38205329153605017,0.23718236117807803,0.6674698679904658
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,0,2,705,239,0.5899581589958159,0.5,0.37105263157894736,0.5,0.24465009484255584,0.6824298183329403
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,0,2,705,239,0.6192468619246861,0.5995078882616877,0.6003271036624585,0.6540020263424519,0.22675001388957366,0.6450056978950319
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,0,2,705,239,0.6652719665271967,0.5,0.39949748743718594,0.5,0.2389882057657286,0.6710846349568611
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,0,2,705,239,0.6861924686192469,0.6585691823899371,0.6548703236613589,0.6863207547169811,0.21471279525580544,0.6203762793254016
0,primary,arousal,midpoint_as_low,primary_test,global_train_prior,0,2,720,80,0.725,0.5,0.42028985507246375,0.5,0.2388213734567901,0.6707697820723748
0,primary,arousal,midpoint_as_low,primary_test,order_bin_prior,0,2,720,80,0.6125,0.4647335423197492,0.45506482091847944,0.4322100313479624,0.24310039291933255,0.6792921164939794
0,primary,arousal,midpoint_as_low,primary_test,order_quadratic_logistic,0,2,720,80,0.725,0.5,0.42028985507246375,0.43142633228840127,0.2411213491559722,0.6753703345557366
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,0,2,720,240,0.5875,0.5,0.3700787401574803,0.5,0.2460783179012346,0.6852971696447249
0,primary,arousal,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,0,2,720,240,0.6208333333333333,0.6020846765527617,0.602901870943108,0.6511569596675979,0.22876265346602373,0.6490962407102272
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,0,2,720,240,0.6625,0.5,0.39849624060150374,0.5,0.24211998456790126,0.6773731400598065
0,primary,arousal,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,0,2,720,240,0.6875,0.6611926391800605,0.6575277307406914,0.6885239537231151,0.2181149932484568,0.6275661833996828
0,primary,arousal,midpoint_as_high,primary_test,global_train_prior,0,2,720,80,0.725,0.5,0.42028985507246375,0.5,0.2309799382716049,0.6550000228932544
0,primary,arousal,midpoint_as_high,primary_test,order_bin_prior,0,2,720,80,0.6125,0.4647335423197492,0.45506482091847944,0.4518025078369906,0.23593520362525697,0.6648421671956202
0,primary,arousal,midpoint_as_high,primary_test,order_quadratic_logistic,0,2,720,80,0.725,0.5,0.42028985507246375,0.338949843260188,0.23386236171531233,0.6607966120109987
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,0,2,720,240,0.5916666666666667,0.5,0.3717277486910995,0.5,0.2435725308641975,0.6802604932840846
0,primary,arousal,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,0,2,720,240,0.625,0.5977292325380856,0.5981843887193987,0.6552170163840183,0.22543714305256318,0.6423797665080373
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,0,2,720,240,0.6666666666666666,0.5,0.4,0.5,0.23648919753086417,0.6660514786892425
0,primary,arousal,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,0,2,720,240,0.6833333333333333,0.64375,0.64375,0.6846875000000001,0.21377218364197528,0.6184983685332067
0,primary,valence,discard_midpoint,primary_test,global_train_prior,0,3,707,79,0.5063291139240507,0.5,0.33613445378151263,0.5,0.25765654645424435,0.708752249874778
0,primary,valence,discard_midpoint,primary_test,order_bin_prior,0,3,707,79,0.5063291139240507,0.5,0.33613445378151263,0.5496794871794872,0.25546255571285514,0.7043811411436234
0,primary,valence,discard_midpoint,primary_test,order_quadratic_logistic,0,3,707,79,0.5063291139240507,0.5,0.33613445378151263,0.5669871794871795,0.25562256688138174,0.7045762214096154
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,0,3,707,240,0.4666666666666667,0.5,0.3181818181818182,0.5,0.2651177989086037,0.7238546188953151
0,primary,valence,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,0,3,707,240,0.5,0.5251116071428572,0.4339177608302539,0.54150390625,0.26471144185928885,0.7248216394572784
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,0,3,707,238,0.5714285714285714,0.5,0.36363636363636365,0.5,0.245410113854384,0.6839641669839273
0,primary,valence,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,0,3,707,238,0.7815126050420168,0.7732843137254902,0.7751616888307535,0.8327205882352942,0.16454268745291786,0.5070013214397685
0,primary,valence,midpoint_as_low,primary_test,global_train_prior,0,3,720,80,0.5,0.5,0.3333333333333333,0.5,0.2569444444444445,0.7072326190432935
0,primary,valence,midpoint_as_low,primary_test,order_bin_prior,0,3,720,80,0.5,0.5,0.3333333333333333,0.5546875,0.2547843881381127,0.7029084474069307
0,primary,valence,midpoint_as_low,primary_test,order_quadratic_logistic,0,3,720,80,0.5,0.5,0.3333333333333333,0.5709375,0.2550149652816981,0.7032862482447702
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,global_train_prior,0,3,720,240,0.4666666666666667,0.5,0.3181818181818182,0.5,0.2625,0.7184483602640005
0,primary,valence,midpoint_as_low,seen_subject_unseen_stimulus,subject_prior,0,3,720,240,0.5083333333333333,0.5306919642857143,0.45970695970695974,0.5428989955357143,0.26222299168975066,0.7193329599684525
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,global_train_prior,0,3,720,240,0.5666666666666667,0.5,0.3617021276595745,0.5,0.24583333333333332,0.6848011366018792
0,primary,valence,midpoint_as_low,unseen_subject_seen_stimulus,stimulus_prior,0,3,720,240,0.775,0.7709276018099548,0.7709276018099548,0.8328619909502262,0.16588541666666667,0.5100441870493536
0,primary,valence,midpoint_as_high,primary_test,global_train_prior,0,3,720,80,0.5125,0.5,0.33884297520661155,0.5,0.25774498456790124,0.7090005462260096
0,primary,valence,midpoint_as_high,primary_test,order_bin_prior,0,3,720,80,0.5125,0.5,0.33884297520661155,0.5419011882426517,0.25556133959514626,0.7046708661883481
0,primary,valence,midpoint_as_high,primary_test,order_quadratic_logistic,0,3,720,80,0.5125,0.5,0.33884297520661155,0.5622263914946841,0.2557453912343047,0.7048841445461113
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,global_train_prior,0,3,720,240,0.4666666666666667,0.5,0.3181818181818182,0.5,0.26703896604938276,0.7278497572038078
0,primary,valence,midpoint_as_high,seen_subject_unseen_stimulus,subject_prior,0,3,720,240,0.5083333333333333,0.5362723214285714,0.4236405079778574,0.5425502232142857,0.26642796074005676,0.7286775835297938
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,global_train_prior,0,3,720,240,0.575,0.5,0.36507936507936506,0.5,0.24507137345679014,0.6832970767108305
0,primary,valence,midpoint_as_high,unseen_subject_seen_stimulus,stimulus_prior,0,3,720,240,0.7833333333333333,0.7745098039215687,0.776488287126585,0.8327649900539925,0.16537627797067903,0.5089509788416172
0,primary,arousal,discard_midpoint,primary_test,global_train_prior,0,3,712,79,0.7088607594936709,0.5,0.4148148148148148,0.5,0.23233295485961847,0.6577120514316193
0,primary,arousal,discard_midpoint,primary_test,order_bin_prior,0,3,712,79,0.7088607594936709,0.5,0.4148148148148148,0.3198757763975155,0.2403295427201235,0.6737648436226028
0,primary,arousal,discard_midpoint,primary_test,order_quadratic_logistic,0,3,712,79,0.7088607594936709,0.5,0.4148148148148148,0.49417701863354035,0.23202134058709054,0.6570675039914062
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,global_train_prior,0,3,712,232,0.5603448275862069,0.5,0.35911602209944754,0.5,0.24651706071594923,0.6861669901550376
0,primary,arousal,discard_midpoint,seen_subject_unseen_stimulus,subject_prior,0,3,712,232,0.5991379310344828,0.5810708898944192,0.5787829685883294,0.6496229260935144,0.23111010043523586,0.6544730074685607
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,global_train_prior,0,3,712,240,0.6708333333333333,0.5,0.4014962593516209,0.5,0.23596478769515628,0.6649979235081311
0,primary,arousal,discard_midpoint,unseen_subject_seen_stimulus,stimulus_prior,0,3,712,240,0.6791666666666667,0.6512697539114711,0.6464578829561325,0.6880650994575045,0.21239538361079843,0.614809975664812
0,primary,arousal,midpoint_as_low,primary_test,global_train_prior,0,3,720,80,0.7,0.5,0.4117647058823529,0.5,0.23506944444444447,0.6632206982853587
